ticker,n_bets,win_rate,avg_win_pct,avg_loss_pct,ev_pct,total_pnl_pct,profit_factor,bets_per_day,setup,barriers
PSX,168,23.8,5.117,-18.792,-13.1,-2200.74,0.09,0.067,Boll_2.0,1.5:1/5d
OXY,146,33.6,5.372,-9.202,-4.311,-629.36,0.29,0.058,Boll_2.0,1.5:1/5d
HAL,135,25.2,5.541,-9.803,-5.939,-801.76,0.19,0.054,Boll_2.0,1.5:1/5d
NFLX,159,11.3,6.975,-754.786,-668.549,-106299.3,0.0,0.065,Boll_2.0,1.5:1/5d
DIS,114,39.5,3.763,-3.495,-0.63,-71.82,0.7,0.045,Boll_2.0,1.5:1/5d
CMCSA,149,33.6,3.87,-19.639,-11.75,-1750.75,0.1,0.059,Boll_2.0,1.5:1/5d
T,132,26.5,2.967,-49.684,-35.724,-4715.52,0.02,0.053,Boll_2.0,1.5:1/5d
VZ,148,24.3,2.247,-27.397,-20.187,-2987.6,0.03,0.059,Boll_2.0,1.5:1/5d
TMUS,157,33.8,4.544,-4.228,-1.267,-198.94,0.55,0.062,Boll_2.0,1.5:1/5d
CHTR,143,47.6,3.523,-2.669,0.275,39.39,1.2,0.057,Boll_2.0,1.5:1/5d
EA,140,41.4,4.649,-3.197,0.054,7.52,1.03,0.056,Boll_2.0,1.5:1/5d
ATVI,114,43.0,4.101,-3.413,-0.183,-20.88,0.91,0.055,Boll_2.0,1.5:1/5d
WBD,141,46.8,4.952,-3.611,0.398,56.05,1.21,0.057,Boll_2.0,1.5:1/5d
LIN,139,32.4,3.723,-7.09,-3.589,-498.94,0.25,0.055,Boll_2.0,1.5:1/5d
APD,152,28.9,4.146,-11.238,-6.785,-1031.3,0.15,0.06,Boll_2.0,1.5:1/5d
SHW,140,20.0,3.29,-102.179,-81.085,-11351.93,0.01,0.056,Boll_2.0,1.5:1/5d
ECL,124,41.9,4.267,-5.906,-1.64,-203.34,0.52,0.049,Boll_2.0,1.5:1/5d
DD,152,11.8,3.096,-115.838,-101.754,-15466.6,0.0,0.06,Boll_2.0,1.5:1/5d
NEM,143,26.6,5.844,-13.317,-8.225,-1176.16,0.16,0.057,Boll_2.0,1.5:1/5d
FCX,134,35.8,6.293,-6.771,-2.092,-280.28,0.52,0.053,Boll_2.0,1.5:1/5d
NUE,143,36.4,4.932,-8.742,-3.77,-539.09,0.32,0.057,Boll_2.0,1.5:1/5d
DOW,125,22.4,3.949,-23.84,-17.616,-2201.94,0.05,0.061,Boll_2.0,1.5:1/5d
CF,162,24.1,5.387,-12.472,-8.173,-1324.02,0.14,0.064,Boll_2.0,1.5:1/5d
SPY,123,32.5,2.789,-6.034,-3.164,-389.23,0.22,0.049,Boll_2.0,1.5:1/5d
QQQ,131,35.1,3.732,-3.265,-0.808,-105.87,0.62,0.052,Boll_2.0,1.5:1/5d
IWM,131,33.6,3.599,-5.862,-2.684,-351.65,0.31,0.052,Boll_2.0,1.5:1/5d
XLF,139,30.2,3.66,-7.607,-4.203,-584.18,0.21,0.055,Boll_2.0,1.5:1/5d
XLE,157,13.4,3.682,-112.971,-97.368,-15286.8,0.01,0.062,Boll_2.0,1.5:1/5d
XLK,149,14.1,3.037,-93.307,-79.729,-11879.55,0.01,0.06,Boll_2.0,1.5:1/5d
XLV,135,36.3,2.515,-7.31,-3.744,-505.43,0.2,0.054,Boll_2.0,1.5:1/5d
XLP,134,38.1,1.646,-11.535,-6.518,-873.42,0.09,0.053,Boll_2.0,1.5:1/5d
GLD,160,39.4,1.451,-0.931,0.007,1.08,1.01,0.065,Boll_2.0,1.5:1/5d
TLT,152,34.2,1.475,-13.573,-8.425,-1280.54,0.06,0.06,Boll_2.0,1.5:1/5d
AMD,157,38.9,5.992,-3.866,-0.036,-5.63,0.98,0.062,Boll_2.0,1.5:1/5d
INTC,139,36.7,5.65,-9.191,-3.746,-520.65,0.36,0.056,Boll_2.0,1.5:1/5d
CRM,136,37.5,3.809,-2.782,-0.31,-42.17,0.82,0.054,Boll_2.0,1.5:1/5d
PYPL,149,48.3,4.034,-3.087,0.354,52.75,1.22,0.06,Boll_2.0,1.5:1/5d
SQ,140,40.7,6.485,-4.5,-0.028,-3.91,0.99,0.057,Boll_2.0,1.5:1/5d
SHOP,163,20.2,5.347,-588.312,-468.123,-76304.1,0.0,0.066,Boll_2.0,1.5:1/5d
UBER,111,45.0,4.919,-4.132,-0.055,-6.07,0.98,0.056,Boll_2.0,1.5:1/5d
ABNB,81,43.2,5.138,-3.657,0.143,11.6,1.07,0.056,Boll_2.0,1.5:1/5d
COIN,79,39.2,8.871,-6.862,-0.688,-54.38,0.83,0.06,Boll_2.0,1.5:1/5d
SNAP,132,40.2,6.638,-4.248,0.123,16.2,1.05,0.053,Boll_2.0,1.5:1/5d
AAPL,161,23.6,4.332,-155.075,-117.451,-18909.6,0.01,0.064,Boll_2.0,2:1/5d
MSFT,155,32.3,3.958,-4.809,-1.981,-307.06,0.39,0.062,Boll_2.0,2:1/5d
AMZN,148,23.6,4.168,-1267.536,-966.795,-143085.67,0.0,0.06,Boll_2.0,2:1/5d
GOOGL,154,20.1,3.715,-1257.878,-1003.921,-154603.83,0.0,0.061,Boll_2.0,2:1/5d
META,137,41.6,3.968,-3.037,-0.123,-16.8,0.93,0.055,Boll_2.0,2:1/5d
NVDA,178,14.0,4.315,-2203.593,-1893.494,-337041.91,0.0,0.073,Boll_2.0,2:1/5d
TSLA,196,15.8,7.297,-522.683,-438.86,-86016.54,0.0,0.078,Boll_2.0,2:1/5d
AVGO,156,16.0,3.717,-844.029,-708.173,-110474.93,0.0,0.062,Boll_2.0,2:1/5d
ORCL,149,29.5,4.158,-6.092,-3.065,-456.71,0.29,0.059,Boll_2.0,2:1/5d
ADBE,132,44.7,3.635,-2.63,0.17,22.44,1.12,0.053,Boll_2.0,2:1/5d
JPM,131,29.8,3.766,-11.926,-7.255,-950.34,0.13,0.052,Boll_2.0,2:1/5d
BAC,133,24.1,4.249,-10.938,-7.284,-968.71,0.12,0.053,Boll_2.0,2:1/5d
WFC,129,30.2,4.151,-10.492,-6.065,-782.37,0.17,0.051,Boll_2.0,2:1/5d
GS,143,33.6,3.063,-10.132,-5.703,-815.52,0.15,0.058,Boll_2.0,2:1/5d
MS,148,25.0,3.605,-13.759,-9.418,-1393.8,0.09,0.059,Boll_2.0,2:1/5d
C,142,25.4,4.959,-15.761,-10.508,-1492.14,0.11,0.056,Boll_2.0,2:1/5d
BLK,159,20.8,3.715,-10.247,-7.349,-1168.5,0.09,0.063,Boll_2.0,2:1/5d
SCHW,154,33.8,3.84,-6.746,-3.171,-488.36,0.29,0.061,Boll_2.0,2:1/5d
AXP,140,34.3,4.333,-6.75,-2.95,-413.0,0.33,0.056,Boll_2.0,2:1/5d
USB,147,27.2,3.689,-19.84,-13.438,-1975.33,0.07,0.058,Boll_2.0,2:1/5d
UNH,145,33.8,4.025,-8.617,-4.345,-630.05,0.24,0.058,Boll_2.0,2:1/5d
JNJ,147,31.3,2.215,-11.983,-7.54,-1108.45,0.08,0.058,Boll_2.0,2:1/5d
LLY,148,27.7,4.188,-5.636,-2.915,-431.38,0.28,0.06,Boll_2.0,2:1/5d
PFE,165,20.6,2.837,-26.106,-20.142,-3323.39,0.03,0.065,Boll_2.0,2:1/5d
ABBV,148,26.4,3.772,-16.913,-11.462,-1696.37,0.08,0.061,Boll_2.0,2:1/5d
MRK,138,27.5,3.076,-18.571,-12.61,-1740.24,0.06,0.056,Boll_2.0,2:1/5d
TMO,136,33.1,3.478,-2.486,-0.513,-69.77,0.69,0.055,Boll_2.0,2:1/5d
ABT,141,29.8,2.884,-9.017,-5.472,-771.49,0.14,0.057,Boll_2.0,2:1/5d
DHR,139,22.3,2.821,-12.334,-8.954,-1244.65,0.07,0.055,Boll_2.0,2:1/5d
BMY,147,23.1,3.295,-18.442,-13.414,-1971.88,0.05,0.059,Boll_2.0,2:1/5d
WMT,164,18.3,2.935,-179.151,-145.843,-23918.17,0.0,0.066,Boll_2.0,2:1/5d
PG,123,35.8,2.795,-11.542,-6.413,-788.83,0.13,0.049,Boll_2.0,2:1/5d
KO,136,27.9,2.406,-14.57,-9.827,-1336.49,0.06,0.055,Boll_2.0,2:1/5d
PEP,144,29.9,2.596,-14.471,-9.375,-1349.96,0.08,0.057,Boll_2.0,2:1/5d
COST,155,25.8,3.081,-7.266,-4.596,-712.3,0.15,0.061,Boll_2.0,2:1/5d
HD,155,27.1,3.084,-12.637,-8.377,-1298.44,0.09,0.062,Boll_2.0,2:1/5d
MCD,121,38.8,2.497,-11.318,-5.952,-720.19,0.14,0.049,Boll_2.0,2:1/5d
NKE,125,32.8,4.008,-7.421,-3.672,-459.03,0.26,0.052,Boll_2.0,2:1/5d
SBUX,149,26.8,3.57,-11.817,-7.686,-1145.28,0.11,0.059,Boll_2.0,2:1/5d
TGT,153,22.2,4.172,-14.714,-10.517,-1609.12,0.08,0.062,Boll_2.0,2:1/5d
CAT,142,24.6,4.929,-8.359,-5.084,-721.96,0.19,0.056,Boll_2.0,2:1/5d
GE,122,31.1,5.25,-22.653,-13.962,-1703.4,0.1,0.049,Boll_2.0,2:1/5d
HON,140,29.3,4.091,-9.428,-5.469,-765.64,0.18,0.056,Boll_2.0,2:1/5d
UNP,143,34.3,2.968,-11.393,-6.472,-925.5,0.14,0.057,Boll_2.0,2:1/5d
BA,138,40.6,4.654,-3.941,-0.453,-62.54,0.81,0.056,Boll_2.0,2:1/5d
RTX,150,28.7,2.748,-30.283,-20.814,-3122.06,0.04,0.06,Boll_2.0,2:1/5d
DE,137,29.2,4.552,-7.063,-3.671,-502.98,0.27,0.055,Boll_2.0,2:1/5d
LMT,136,23.5,2.478,-11.696,-8.361,-1137.05,0.07,0.054,Boll_2.0,2:1/5d
MMM,117,27.4,4.516,-27.279,-18.583,-2174.2,0.06,0.047,Boll_2.0,2:1/5d
FDX,144,30.6,4.142,-9.234,-5.147,-741.16,0.2,0.058,Boll_2.0,2:1/5d
XOM,151,31.8,3.995,-19.078,-11.744,-1773.33,0.1,0.06,Boll_2.0,2:1/5d
CVX,126,24.6,3.537,-19.195,-13.603,-1713.93,0.06,0.05,Boll_2.0,2:1/5d
COP,129,27.1,3.632,-15.622,-10.398,-1341.34,0.09,0.052,Boll_2.0,2:1/5d
SLB,143,30.8,4.736,-11.767,-6.689,-956.55,0.18,0.057,Boll_2.0,2:1/5d
EOG,148,25.7,4.477,-21.067,-14.509,-2147.28,0.07,0.059,Boll_2.0,2:1/5d
MPC,163,19.0,5.862,-13.537,-9.848,-1605.16,0.1,0.065,Boll_2.0,2:1/5d
VLO,165,21.8,6.185,-17.452,-12.295,-2028.69,0.1,0.066,Boll_2.0,2:1/5d
PSX,168,23.8,4.806,-18.792,-13.174,-2213.18,0.08,0.067,Boll_2.0,2:1/5d
OXY,146,32.9,5.006,-9.145,-4.493,-655.93,0.27,0.058,Boll_2.0,2:1/5d
HAL,135,25.2,4.398,-9.803,-6.227,-840.6,0.15,0.054,Boll_2.0,2:1/5d
NFLX,159,11.3,6.975,-754.786,-668.549,-106299.3,0.0,0.065,Boll_2.0,2:1/5d
DIS,113,36.3,3.633,-3.502,-0.913,-103.18,0.59,0.045,Boll_2.0,2:1/5d
CMCSA,146,33.6,2.685,-19.686,-12.178,-1778.03,0.07,0.058,Boll_2.0,2:1/5d
T,132,26.5,2.967,-49.684,-35.724,-4715.52,0.02,0.053,Boll_2.0,2:1/5d
VZ,148,24.3,2.247,-27.397,-20.187,-2987.6,0.03,0.059,Boll_2.0,2:1/5d
TMUS,157,33.8,4.356,-4.228,-1.331,-208.91,0.52,0.062,Boll_2.0,2:1/5d
CHTR,140,45.0,4.001,-2.63,0.354,49.51,1.24,0.056,Boll_2.0,2:1/5d
EA,137,38.0,4.673,-3.204,-0.214,-29.34,0.89,0.054,Boll_2.0,2:1/5d
ATVI,111,39.6,3.915,-3.331,-0.459,-50.92,0.77,0.054,Boll_2.0,2:1/5d
WBD,140,44.3,4.988,-3.594,0.207,28.93,1.1,0.056,Boll_2.0,2:1/5d
LIN,139,31.7,3.003,-7.027,-3.852,-535.45,0.2,0.055,Boll_2.0,2:1/5d
APD,152,28.3,3.035,-11.153,-7.14,-1085.23,0.11,0.06,Boll_2.0,2:1/5d
SHW,140,19.3,3.53,-101.301,-81.083,-11351.65,0.01,0.056,Boll_2.0,2:1/5d
ECL,122,40.2,3.416,-5.75,-2.068,-252.34,0.4,0.048,Boll_2.0,2:1/5d
DD,152,11.8,3.096,-115.838,-101.754,-15466.6,0.0,0.06,Boll_2.0,2:1/5d
NEM,141,26.2,3.578,-13.09,-8.716,-1228.94,0.1,0.056,Boll_2.0,2:1/5d
FCX,134,34.3,6.285,-6.749,-2.275,-304.81,0.49,0.053,Boll_2.0,2:1/5d
NUE,143,35.7,4.304,-8.647,-4.028,-576.05,0.28,0.057,Boll_2.0,2:1/5d
DOW,125,22.4,3.949,-23.84,-17.616,-2201.94,0.05,0.061,Boll_2.0,2:1/5d
CF,162,23.5,4.415,-12.39,-8.448,-1368.64,0.11,0.064,Boll_2.0,2:1/5d
SPY,123,32.5,2.243,-6.034,-3.342,-411.08,0.18,0.049,Boll_2.0,2:1/5d
QQQ,129,32.6,3.019,-3.271,-1.223,-157.82,0.45,0.051,Boll_2.0,2:1/5d
IWM,131,33.6,2.938,-5.862,-2.906,-380.73,0.25,0.052,Boll_2.0,2:1/5d
XLF,139,30.2,2.975,-7.607,-4.41,-612.96,0.17,0.055,Boll_2.0,2:1/5d
XLE,157,13.4,3.682,-112.971,-97.368,-15286.8,0.01,0.062,Boll_2.0,2:1/5d
XLK,149,14.1,3.037,-93.307,-79.729,-11879.55,0.01,0.06,Boll_2.0,2:1/5d
XLV,135,36.3,1.98,-7.31,-3.938,-531.63,0.15,0.054,Boll_2.0,2:1/5d
XLP,134,38.1,1.646,-11.535,-6.518,-873.42,0.09,0.053,Boll_2.0,2:1/5d
GLD,160,35.6,1.612,-0.923,-0.02,-3.22,0.97,0.065,Boll_2.0,2:1/5d
TLT,152,34.2,1.475,-13.573,-8.425,-1280.54,0.06,0.06,Boll_2.0,2:1/5d
AMD,157,36.9,6.511,-3.837,-0.014,-2.22,0.99,0.062,Boll_2.0,2:1/5d
INTC,137,35.0,4.398,-9.127,-4.388,-601.21,0.26,0.055,Boll_2.0,2:1/5d
CRM,134,35.8,4.208,-2.76,-0.264,-35.39,0.85,0.054,Boll_2.0,2:1/5d
PYPL,146,45.2,4.285,-3.105,0.236,34.4,1.14,0.058,Boll_2.0,2:1/5d
SQ,140,37.9,7.18,-4.5,-0.078,-10.96,0.97,0.057,Boll_2.0,2:1/5d
SHOP,163,20.2,5.888,-588.312,-468.014,-76286.23,0.0,0.066,Boll_2.0,2:1/5d
UBER,111,42.3,5.611,-4.052,0.04,4.4,1.02,0.056,Boll_2.0,2:1/5d
ABNB,80,41.2,5.193,-3.643,0.002,0.15,1.0,0.056,Boll_2.0,2:1/5d
COIN,79,36.7,9.16,-6.825,-0.957,-75.62,0.78,0.06,Boll_2.0,2:1/5d
SNAP,132,37.9,7.603,-4.251,0.239,31.59,1.09,0.053,Boll_2.0,2:1/5d
AAPL,167,33.5,2.8,-171.536,-113.076,-18883.66,0.01,0.067,Boll_2.0,1:1/3d
MSFT,166,42.2,4.306,-4.82,-0.972,-161.34,0.65,0.066,Boll_2.0,1:1/3d
AMZN,162,27.8,2.861,-1239.486,-894.39,-144891.14,0.0,0.066,Boll_2.0,1:1/3d
GOOGL,162,25.9,49.993,-1289.292,-942.07,-152615.37,0.01,0.065,Boll_2.0,1:1/3d
META,146,52.1,2.786,-2.879,0.07,10.21,1.05,0.058,Boll_2.0,1:1/3d
NVDA,186,14.5,191.435,-2144.703,-1805.586,-335839.03,0.02,0.077,Boll_2.0,1:1/3d
TSLA,205,17.6,104.703,-525.126,-414.522,-84977.08,0.04,0.082,Boll_2.0,1:1/3d
AVGO,165,17.0,154.794,-807.102,-643.871,-106238.7,0.04,0.066,Boll_2.0,1:1/3d
ORCL,178,43.8,6.024,-5.749,-0.59,-104.97,0.82,0.071,Boll_2.0,1:1/3d
ADBE,143,48.3,2.555,-2.305,0.04,5.75,1.03,0.057,Boll_2.0,1:1/3d
JPM,151,41.1,10.725,-11.325,-2.271,-342.97,0.66,0.06,Boll_2.0,1:1/3d
BAC,153,40.5,8.07,-10.952,-3.244,-496.34,0.5,0.061,Boll_2.0,1:1/3d
WFC,146,39.7,10.848,-9.721,-1.55,-226.25,0.74,0.058,Boll_2.0,1:1/3d
GS,154,43.5,8.866,-10.254,-1.936,-298.1,0.67,0.062,Boll_2.0,1:1/3d
MS,162,34.6,11.919,-13.768,-4.888,-791.93,0.46,0.065,Boll_2.0,1:1/3d
C,161,31.1,14.865,-14.224,-5.19,-835.63,0.47,0.064,Boll_2.0,1:1/3d
BLK,172,40.1,8.761,-10.861,-2.989,-514.16,0.54,0.069,Boll_2.0,1:1/3d
SCHW,175,46.3,5.812,-6.844,-0.986,-172.61,0.73,0.07,Boll_2.0,1:1/3d
AXP,154,46.1,5.191,-6.546,-1.135,-174.75,0.68,0.061,Boll_2.0,1:1/3d
USB,166,34.9,15.422,-18.93,-6.927,-1149.92,0.44,0.066,Boll_2.0,1:1/3d
UNH,167,46.7,7.437,-8.663,-1.143,-190.85,0.75,0.067,Boll_2.0,1:1/3d
JNJ,162,40.7,8.831,-11.369,-3.139,-508.55,0.53,0.064,Boll_2.0,1:1/3d
LLY,160,37.5,5.433,-5.46,-1.375,-219.97,0.6,0.065,Boll_2.0,1:1/3d
PFE,179,26.8,19.054,-25.709,-13.706,-2453.31,0.27,0.071,Boll_2.0,1:1/3d
ABBV,164,34.8,12.659,-16.438,-6.325,-1037.35,0.41,0.067,Boll_2.0,1:1/3d
MRK,148,35.1,11.442,-19.158,-8.407,-1244.19,0.32,0.06,Boll_2.0,1:1/3d
TMO,150,44.0,2.212,-2.209,-0.264,-39.58,0.79,0.061,Boll_2.0,1:1/3d
ABT,158,38.6,6.521,-8.478,-2.687,-424.54,0.48,0.064,Boll_2.0,1:1/3d
DHR,147,32.0,8.288,-12.18,-5.636,-828.45,0.32,0.059,Boll_2.0,1:1/3d
BMY,164,32.9,11.872,-17.569,-7.875,-1291.51,0.33,0.066,Boll_2.0,1:1/3d
WMT,173,22.0,51.381,-177.849,-127.498,-22057.12,0.08,0.07,Boll_2.0,1:1/3d
PG,138,43.5,6.895,-10.518,-2.947,-406.73,0.5,0.055,Boll_2.0,1:1/3d
KO,157,40.1,11.359,-13.806,-3.708,-582.1,0.55,0.064,Boll_2.0,1:1/3d
PEP,164,44.5,10.985,-14.518,-3.166,-519.24,0.61,0.065,Boll_2.0,1:1/3d
COST,164,34.8,4.537,-7.039,-3.015,-494.52,0.34,0.065,Boll_2.0,1:1/3d
HD,169,36.1,8.677,-12.564,-4.897,-827.65,0.39,0.067,Boll_2.0,1:1/3d
MCD,144,52.1,7.524,-10.918,-1.313,-189.04,0.75,0.059,Boll_2.0,1:1/3d
NKE,144,48.6,6.523,-7.187,-0.522,-75.23,0.86,0.058,Boll_2.0,1:1/3d
SBUX,162,37.0,8.498,-11.663,-4.196,-679.82,0.43,0.064,Boll_2.0,1:1/3d
TGT,162,30.2,9.609,-14.648,-7.311,-1184.38,0.28,0.066,Boll_2.0,1:1/3d
CAT,157,35.0,6.77,-8.087,-2.882,-452.49,0.45,0.062,Boll_2.0,1:1/3d
GE,162,53.1,48.934,-23.75,14.836,2403.36,2.33,0.065,Boll_2.0,1:1/3d
HON,160,45.6,8.977,-9.421,-1.027,-164.29,0.8,0.064,Boll_2.0,1:1/3d
UNP,152,42.8,7.302,-11.277,-3.332,-506.44,0.48,0.06,Boll_2.0,1:1/3d
BA,145,51.7,3.153,-3.79,-0.199,-28.81,0.89,0.059,Boll_2.0,1:1/3d
RTX,163,35.6,17.932,-31.288,-13.774,-2245.15,0.32,0.065,Boll_2.0,1:1/3d
DE,158,44.3,6.623,-6.822,-0.865,-136.71,0.77,0.063,Boll_2.0,1:1/3d
LMT,151,34.4,11.077,-11.65,-3.824,-577.4,0.5,0.06,Boll_2.0,1:1/3d
MMM,131,30.5,26.292,-25.406,-9.62,-1260.28,0.45,0.052,Boll_2.0,1:1/3d
FDX,164,42.1,7.763,-8.803,-1.833,-300.66,0.64,0.066,Boll_2.0,1:1/3d
XOM,162,38.3,11.261,-18.881,-7.345,-1189.88,0.37,0.064,Boll_2.0,1:1/3d
CVX,142,37.3,15.168,-19.544,-6.588,-935.49,0.46,0.057,Boll_2.0,1:1/3d
COP,150,41.3,13.907,-16.213,-3.763,-564.47,0.6,0.06,Boll_2.0,1:1/3d
SLB,164,39.6,9.681,-10.742,-2.647,-434.11,0.59,0.065,Boll_2.0,1:1/3d
EOG,171,38.0,12.85,-20.989,-8.126,-1389.56,0.38,0.068,Boll_2.0,1:1/3d
MPC,177,25.4,10.906,-13.192,-7.066,-1250.65,0.28,0.07,Boll_2.0,1:1/3d
VLO,178,32.6,13.417,-17.957,-7.734,-1376.64,0.36,0.071,Boll_2.0,1:1/3d
PSX,185,35.7,14.043,-18.89,-7.141,-1321.09,0.41,0.074,Boll_2.0,1:1/3d
OXY,161,42.2,8.116,-9.113,-1.836,-295.67,0.65,0.064,Boll_2.0,1:1/3d
HAL,158,39.2,8.184,-9.432,-2.52,-398.1,0.56,0.063,Boll_2.0,1:1/3d
NFLX,171,12.3,142.232,-726.324,-619.659,-105961.66,0.03,0.07,Boll_2.0,1:1/3d
DIS,132,53.8,3.277,-3.288,0.243,32.08,1.16,0.053,Boll_2.0,1:1/3d
CMCSA,165,40.0,14.867,-18.868,-5.374,-886.78,0.53,0.066,Boll_2.0,1:1/3d
T,144,31.9,30.241,-48.5,-23.347,-3361.93,0.29,0.058,Boll_2.0,1:1/3d
VZ,159,33.3,20.281,-27.35,-11.473,-1824.2,0.37,0.063,Boll_2.0,1:1/3d
TMUS,173,46.2,4.028,-4.186,-0.388,-67.1,0.83,0.069,Boll_2.0,1:1/3d
CHTR,150,52.0,2.407,-2.389,0.105,15.76,1.09,0.06,Boll_2.0,1:1/3d
EA,151,47.0,3.46,-2.995,0.04,6.08,1.03,0.06,Boll_2.0,1:1/3d
ATVI,129,48.1,3.228,-3.047,-0.031,-4.01,0.98,0.063,Boll_2.0,1:1/3d
WBD,153,55.6,3.484,-3.847,0.226,34.56,1.13,0.062,Boll_2.0,1:1/3d
LIN,161,49.1,4.822,-7.028,-1.213,-195.37,0.66,0.064,Boll_2.0,1:1/3d
APD,171,43.3,7.58,-11.373,-3.171,-542.24,0.51,0.068,Boll_2.0,1:1/3d
SHW,150,28.7,19.037,-106.769,-70.705,-10605.73,0.07,0.06,Boll_2.0,1:1/3d
ECL,148,57.4,4.783,-5.861,0.252,37.36,1.1,0.059,Boll_2.0,1:1/3d
DD,164,17.7,34.596,-114.853,-88.426,-14501.84,0.06,0.065,Boll_2.0,1:1/3d
NEM,156,34.6,10.055,-12.714,-4.833,-753.89,0.42,0.062,Boll_2.0,1:1/3d
FCX,151,47.0,6.289,-6.445,-0.457,-69.04,0.87,0.06,Boll_2.0,1:1/3d
NUE,163,46.6,6.811,-7.878,-1.029,-167.76,0.76,0.065,Boll_2.0,1:1/3d
DOW,134,29.1,19.846,-23.539,-10.912,-1462.2,0.35,0.065,Boll_2.0,1:1/3d
CF,173,32.9,9.039,-12.016,-5.079,-878.7,0.37,0.069,Boll_2.0,1:1/3d
SPY,143,53.1,5.354,-6.055,0.009,1.22,1.0,0.057,Boll_2.0,1:1/3d
QQQ,153,52.9,3.387,-3.365,0.21,32.09,1.13,0.061,Boll_2.0,1:1/3d
IWM,155,49.7,5.454,-5.638,-0.128,-19.82,0.95,0.062,Boll_2.0,1:1/3d
XLF,160,45.6,7.431,-7.246,-0.549,-87.89,0.86,0.064,Boll_2.0,1:1/3d
XLE,171,20.5,44.61,-112.996,-80.738,-13806.13,0.1,0.068,Boll_2.0,1:1/3d
XLK,159,16.4,68.448,-89.864,-63.976,-10172.21,0.15,0.064,Boll_2.0,1:1/3d
XLV,155,49.7,6.174,-7.385,-0.649,-100.62,0.83,0.062,Boll_2.0,1:1/3d
XLP,150,45.3,7.145,-10.935,-2.738,-410.77,0.54,0.06,Boll_2.0,1:1/3d
GLD,161,42.9,1.039,-0.883,-0.059,-9.51,0.88,0.065,Boll_2.0,1:1/3d
TLT,165,45.5,8.002,-14.104,-4.056,-669.19,0.47,0.066,Boll_2.0,1:1/3d
AMD,166,48.2,3.426,-3.52,-0.173,-28.64,0.91,0.066,Boll_2.0,1:1/3d
INTC,157,50.3,7.588,-9.016,-0.661,-103.77,0.85,0.063,Boll_2.0,1:1/3d
CRM,145,51.7,2.62,-2.705,0.05,7.19,1.04,0.058,Boll_2.0,1:1/3d
PYPL,158,51.3,2.853,-2.832,0.083,13.04,1.06,0.063,Boll_2.0,1:1/3d
SQ,148,48.0,4.259,-4.338,-0.214,-31.66,0.91,0.06,Boll_2.0,1:1/3d
SHOP,170,20.0,3.802,-562.29,-449.072,-76342.22,0.0,0.069,Boll_2.0,1:1/3d
UBER,116,51.7,3.633,-4.188,-0.143,-16.54,0.93,0.058,Boll_2.0,1:1/3d
ABNB,83,49.4,3.758,-3.208,0.233,19.31,1.14,0.058,Boll_2.0,1:1/3d
COIN,81,42.0,6.788,-6.283,-0.796,-64.47,0.78,0.061,Boll_2.0,1:1/3d
SNAP,141,51.8,4.319,-4.568,0.033,4.65,1.01,0.057,Boll_2.0,1:1/3d
AAPL,44,20.5,3.219,-148.967,-117.838,-5184.88,0.01,0.019,Boll_2.5,1.5:1/5d
MSFT,42,26.2,7.921,-4.472,-1.226,-51.51,0.63,0.017,Boll_2.5,1.5:1/5d
AMZN,57,26.3,3.414,-1156.18,-851.023,-48508.33,0.0,0.023,Boll_2.5,1.5:1/5d
GOOGL,50,24.0,3.646,-1108.721,-841.753,-42087.64,0.0,0.02,Boll_2.5,1.5:1/5d
META,52,44.2,3.496,-3.478,-0.394,-20.46,0.8,0.021,Boll_2.5,1.5:1/5d
NVDA,53,17.0,4.772,-2190.176,-1817.449,-96324.8,0.0,0.022,Boll_2.5,1.5:1/5d
TSLA,62,21.0,6.45,-564.584,-444.851,-27580.77,0.0,0.025,Boll_2.5,1.5:1/5d
AVGO,53,17.0,4.164,-822.999,-682.538,-36174.5,0.0,0.021,Boll_2.5,1.5:1/5d
ORCL,63,42.9,4.106,-5.342,-1.293,-81.45,0.58,0.026,Boll_2.5,1.5:1/5d
ADBE,57,47.4,4.019,-2.524,0.575,32.8,1.43,0.023,Boll_2.5,1.5:1/5d
JPM,47,29.8,5.217,-11.357,-6.42,-301.73,0.19,0.019,Boll_2.5,1.5:1/5d
BAC,55,34.5,4.064,-9.351,-4.717,-259.43,0.23,0.022,Boll_2.5,1.5:1/5d
WFC,46,26.1,3.805,-8.809,-5.518,-253.83,0.15,0.019,Boll_2.5,1.5:1/5d
GS,52,26.9,3.802,-9.861,-6.182,-321.48,0.14,0.021,Boll_2.5,1.5:1/5d
MS,46,23.9,4.135,-10.952,-7.344,-337.83,0.12,0.019,Boll_2.5,1.5:1/5d
C,48,27.1,6.0,-14.272,-8.782,-421.52,0.16,0.019,Boll_2.5,1.5:1/5d
BLK,49,20.4,3.169,-8.988,-6.507,-318.84,0.09,0.02,Boll_2.5,1.5:1/5d
SCHW,57,29.8,5.467,-6.419,-2.874,-163.83,0.36,0.023,Boll_2.5,1.5:1/5d
AXP,49,40.8,3.744,-6.413,-2.267,-111.1,0.4,0.02,Boll_2.5,1.5:1/5d
USB,52,30.8,3.237,-16.012,-10.089,-524.64,0.09,0.021,Boll_2.5,1.5:1/5d
UNH,52,38.5,5.536,-7.941,-2.757,-143.39,0.44,0.021,Boll_2.5,1.5:1/5d
