ticker,n_bets,win_rate,avg_win_pct,avg_loss_pct,ev_pct,total_pnl_pct,profit_factor,bets_per_day,setup,barriers
PYPL,284,48.2,4.34,-3.101,0.488,138.65,1.3,0.113,IBS_10_90,1.5:1/5d
SQ,274,45.6,6.664,-4.528,0.578,158.35,1.23,0.109,IBS_10_90,1.5:1/5d
SHOP,298,34.2,6.469,-456.717,-298.177,-88856.75,0.01,0.119,IBS_10_90,1.5:1/5d
UBER,216,39.8,5.111,-3.796,-0.25,-53.99,0.89,0.107,IBS_10_90,1.5:1/5d
ABNB,158,36.1,5.205,-3.512,-0.367,-58.06,0.84,0.11,IBS_10_90,1.5:1/5d
COIN,156,39.7,9.167,-6.672,-0.377,-58.81,0.91,0.119,IBS_10_90,1.5:1/5d
SNAP,263,39.5,6.17,-4.787,-0.454,-119.45,0.84,0.106,IBS_10_90,1.5:1/5d
AAPL,299,35.8,4.184,-128.497,-81.016,-24223.7,0.02,0.119,IBS_10_90,2:1/5d
MSFT,289,41.5,3.822,-4.679,-1.149,-332.15,0.58,0.115,IBS_10_90,2:1/5d
AMZN,295,36.6,4.017,-1003.337,-634.543,-187190.19,0.0,0.117,IBS_10_90,2:1/5d
GOOGL,268,35.4,3.575,-1059.468,-682.643,-182948.26,0.0,0.107,IBS_10_90,2:1/5d
META,256,46.1,4.15,-3.04,0.275,70.28,1.17,0.102,IBS_10_90,2:1/5d
NVDA,300,33.3,6.275,-1678.203,-1116.71,-335013.05,0.0,0.119,IBS_10_90,2:1/5d
TSLA,296,35.5,7.011,-438.106,-280.21,-82942.06,0.01,0.117,IBS_10_90,2:1/5d
AVGO,297,32.0,4.589,-670.257,-454.397,-134956.01,0.0,0.118,IBS_10_90,2:1/5d
ORCL,254,41.7,3.319,-5.339,-1.726,-438.38,0.45,0.101,IBS_10_90,2:1/5d
ADBE,286,42.3,4.289,-2.479,0.384,109.89,1.27,0.114,IBS_10_90,2:1/5d
JPM,242,38.4,3.023,-9.297,-4.562,-1104.04,0.2,0.096,IBS_10_90,2:1/5d
BAC,232,40.9,4.233,-9.517,-3.887,-901.8,0.31,0.092,IBS_10_90,2:1/5d
WFC,243,40.7,4.032,-9.543,-4.012,-974.96,0.29,0.097,IBS_10_90,2:1/5d
GS,256,37.9,4.389,-8.737,-3.764,-963.5,0.31,0.102,IBS_10_90,2:1/5d
MS,233,39.9,4.88,-10.97,-4.643,-1081.92,0.3,0.092,IBS_10_90,2:1/5d
C,243,41.6,4.121,-13.703,-6.295,-1529.57,0.21,0.096,IBS_10_90,2:1/5d
BLK,260,35.4,3.535,-10.341,-5.431,-1412.1,0.19,0.103,IBS_10_90,2:1/5d
SCHW,244,37.3,4.592,-5.9,-1.987,-484.8,0.46,0.097,IBS_10_90,2:1/5d
AXP,263,39.2,3.941,-5.904,-2.048,-538.73,0.43,0.105,IBS_10_90,2:1/5d
USB,251,40.6,3.687,-15.88,-7.928,-1990.03,0.16,0.1,IBS_10_90,2:1/5d
UNH,236,37.7,3.635,-7.182,-3.103,-732.32,0.31,0.094,IBS_10_90,2:1/5d
JNJ,249,32.5,1.879,-10.222,-6.286,-1565.12,0.09,0.099,IBS_10_90,2:1/5d
LLY,254,37.4,3.908,-5.721,-2.119,-538.29,0.41,0.101,IBS_10_90,2:1/5d
PFE,233,37.8,2.738,-18.11,-10.236,-2385.08,0.09,0.092,IBS_10_90,2:1/5d
ABBV,231,38.5,3.072,-13.895,-7.358,-1699.59,0.14,0.092,IBS_10_90,2:1/5d
MRK,235,39.1,2.735,-14.332,-7.651,-1797.89,0.12,0.094,IBS_10_90,2:1/5d
TMO,280,40.4,3.604,-2.409,0.017,4.88,1.01,0.111,IBS_10_90,2:1/5d
ABT,254,39.0,2.549,-7.813,-3.774,-958.68,0.21,0.101,IBS_10_90,2:1/5d
DHR,275,35.3,2.861,-10.578,-5.838,-1605.31,0.15,0.109,IBS_10_90,2:1/5d
BMY,233,36.1,2.595,-12.939,-7.339,-1709.92,0.11,0.093,IBS_10_90,2:1/5d
WMT,253,35.6,2.271,-132.411,-84.5,-21378.57,0.01,0.101,IBS_10_90,2:1/5d
PG,256,40.2,2.154,-10.25,-5.259,-1346.35,0.14,0.102,IBS_10_90,2:1/5d
KO,260,36.5,2.301,-11.077,-6.189,-1609.1,0.12,0.104,IBS_10_90,2:1/5d
PEP,251,36.7,1.886,-12.663,-7.33,-1839.92,0.09,0.1,IBS_10_90,2:1/5d
COST,270,33.0,2.679,-5.91,-3.079,-831.36,0.22,0.107,IBS_10_90,2:1/5d
HD,275,33.8,3.306,-10.743,-5.992,-1647.71,0.16,0.109,IBS_10_90,2:1/5d
MCD,262,41.6,2.154,-8.247,-3.919,-1026.88,0.19,0.104,IBS_10_90,2:1/5d
NKE,270,36.3,3.763,-6.545,-2.804,-757.04,0.33,0.107,IBS_10_90,2:1/5d
SBUX,241,36.9,3.576,-8.653,-4.137,-996.92,0.24,0.096,IBS_10_90,2:1/5d
TGT,253,34.8,4.443,-11.007,-5.633,-1425.13,0.22,0.101,IBS_10_90,2:1/5d
CAT,260,35.0,4.248,-8.201,-3.844,-999.38,0.28,0.103,IBS_10_90,2:1/5d
GE,242,41.7,4.623,-28.719,-14.803,-3582.45,0.12,0.096,IBS_10_90,2:1/5d
HON,252,34.1,2.889,-7.671,-4.067,-1024.95,0.2,0.1,IBS_10_90,2:1/5d
UNP,236,42.8,3.006,-8.101,-3.348,-790.02,0.28,0.094,IBS_10_90,2:1/5d
BA,281,38.8,4.162,-3.51,-0.534,-150.19,0.75,0.113,IBS_10_90,2:1/5d
RTX,271,37.6,4.089,-27.377,-15.534,-4209.62,0.09,0.108,IBS_10_90,2:1/5d
DE,251,37.1,4.374,-5.775,-2.015,-505.72,0.45,0.1,IBS_10_90,2:1/5d
LMT,243,37.9,2.26,-10.64,-5.756,-1398.75,0.13,0.097,IBS_10_90,2:1/5d
MMM,274,34.7,2.957,-27.04,-16.64,-4559.24,0.06,0.109,IBS_10_90,2:1/5d
FDX,248,35.9,4.358,-8.16,-3.667,-909.49,0.3,0.099,IBS_10_90,2:1/5d
XOM,268,41.0,3.647,-17.473,-8.804,-2359.57,0.15,0.106,IBS_10_90,2:1/5d
CVX,238,42.9,3.574,-14.587,-6.804,-1619.36,0.18,0.095,IBS_10_90,2:1/5d
COP,258,37.2,4.224,-12.584,-6.33,-1633.03,0.2,0.102,IBS_10_90,2:1/5d
SLB,227,44.9,6.174,-9.923,-2.69,-610.7,0.51,0.09,IBS_10_90,2:1/5d
EOG,245,38.0,5.581,-14.814,-7.072,-1732.69,0.23,0.097,IBS_10_90,2:1/5d
MPC,257,33.9,5.098,-10.938,-5.51,-1415.97,0.24,0.102,IBS_10_90,2:1/5d
VLO,249,34.5,5.731,-14.302,-7.383,-1838.38,0.21,0.099,IBS_10_90,2:1/5d
PSX,272,37.9,4.235,-14.281,-7.27,-1977.38,0.18,0.108,IBS_10_90,2:1/5d
OXY,249,43.0,6.637,-7.371,-1.352,-336.53,0.68,0.099,IBS_10_90,2:1/5d
HAL,228,40.4,7.768,-8.763,-2.093,-477.13,0.6,0.091,IBS_10_90,2:1/5d
NFLX,271,28.8,5.894,-607.415,-430.891,-116771.44,0.0,0.107,IBS_10_90,2:1/5d
DIS,272,37.9,3.759,-3.135,-0.524,-142.66,0.73,0.108,IBS_10_90,2:1/5d
CMCSA,240,38.8,3.229,-16.514,-8.864,-2127.31,0.12,0.095,IBS_10_90,2:1/5d
T,238,42.0,2.738,-45.203,-25.06,-5964.24,0.04,0.095,IBS_10_90,2:1/5d
VZ,246,31.7,2.313,-21.158,-13.716,-3374.17,0.05,0.098,IBS_10_90,2:1/5d
TMUS,245,41.2,3.535,-3.744,-0.743,-182.05,0.66,0.097,IBS_10_90,2:1/5d
CHTR,235,50.2,3.459,-2.609,0.438,102.91,1.34,0.093,IBS_10_90,2:1/5d
EA,238,42.9,3.784,-3.074,-0.135,-32.18,0.92,0.094,IBS_10_90,2:1/5d
ATVI,213,42.7,3.376,-3.303,-0.45,-95.78,0.76,0.103,IBS_10_90,2:1/5d
WBD,261,39.5,5.041,-3.649,-0.22,-57.43,0.9,0.104,IBS_10_90,2:1/5d
LIN,253,39.1,3.242,-5.326,-1.973,-499.28,0.39,0.1,IBS_10_90,2:1/5d
APD,270,38.9,3.4,-9.667,-4.586,-1238.14,0.22,0.107,IBS_10_90,2:1/5d
SHW,269,40.1,3.31,-79.785,-46.423,-12487.91,0.03,0.107,IBS_10_90,2:1/5d
ECL,262,40.1,3.21,-4.514,-1.418,-371.61,0.48,0.104,IBS_10_90,2:1/5d
DD,246,36.6,4.156,-94.54,-58.432,-14374.17,0.03,0.098,IBS_10_90,2:1/5d
NEM,263,35.0,4.677,-12.562,-6.532,-1717.86,0.2,0.104,IBS_10_90,2:1/5d
FCX,243,39.1,6.158,-6.776,-1.719,-417.81,0.58,0.096,IBS_10_90,2:1/5d
NUE,245,38.8,5.651,-7.076,-2.141,-524.6,0.51,0.098,IBS_10_90,2:1/5d
DOW,206,40.3,4.609,-19.442,-9.752,-2008.87,0.16,0.099,IBS_10_90,2:1/5d
CF,245,35.5,5.546,-9.008,-3.84,-940.75,0.34,0.097,IBS_10_90,2:1/5d
SPY,299,38.8,2.583,-6.427,-2.931,-876.48,0.25,0.119,IBS_10_90,2:1/5d
QQQ,319,36.1,3.503,-3.587,-1.031,-328.9,0.55,0.127,IBS_10_90,2:1/5d
IWM,261,38.7,3.425,-5.503,-2.049,-534.66,0.39,0.104,IBS_10_90,2:1/5d
XLF,276,37.3,2.663,-7.105,-3.46,-954.87,0.22,0.109,IBS_10_90,2:1/5d
XLE,263,38.8,3.807,-95.77,-57.151,-15030.6,0.03,0.104,IBS_10_90,2:1/5d
XLK,345,28.4,3.448,-88.856,-62.637,-21609.61,0.02,0.137,IBS_10_90,2:1/5d
XLV,271,36.9,2.327,-7.12,-3.634,-984.8,0.19,0.108,IBS_10_90,2:1/5d
XLP,267,33.3,1.726,-11.048,-6.79,-1812.91,0.08,0.106,IBS_10_90,2:1/5d
GLD,243,43.2,1.581,-0.89,0.177,43.07,1.35,0.096,IBS_10_90,2:1/5d
TLT,272,39.3,1.767,-11.937,-6.546,-1780.46,0.1,0.108,IBS_10_90,2:1/5d
AMD,281,39.9,5.949,-4.174,-0.139,-39.02,0.94,0.111,IBS_10_90,2:1/5d
INTC,277,41.9,4.922,-7.719,-2.426,-671.89,0.46,0.11,IBS_10_90,2:1/5d
CRM,282,44.3,4.151,-2.906,0.222,62.65,1.14,0.112,IBS_10_90,2:1/5d
PYPL,264,43.6,4.74,-3.021,0.36,94.97,1.21,0.105,IBS_10_90,2:1/5d
SQ,263,42.6,6.546,-4.485,0.212,55.88,1.08,0.105,IBS_10_90,2:1/5d
SHOP,292,33.9,6.519,-463.735,-304.299,-88855.41,0.01,0.116,IBS_10_90,2:1/5d
UBER,207,39.6,5.549,-3.75,-0.067,-13.77,0.97,0.102,IBS_10_90,2:1/5d
ABNB,152,35.5,5.548,-3.494,-0.282,-42.85,0.87,0.106,IBS_10_90,2:1/5d
COIN,150,39.3,9.367,-6.762,-0.418,-62.69,0.9,0.114,IBS_10_90,2:1/5d
SNAP,254,38.2,6.671,-4.794,-0.415,-105.48,0.86,0.102,IBS_10_90,2:1/5d
AAPL,404,41.8,80.727,-140.43,-47.917,-19358.29,0.41,0.16,IBS_10_90,1:1/3d
MSFT,384,46.6,4.158,-4.466,-0.446,-171.35,0.81,0.152,IBS_10_90,1:1/3d
AMZN,396,44.7,665.876,-1068.66,-293.375,-116176.55,0.5,0.157,IBS_10_90,1:1/3d
GOOGL,353,45.6,644.44,-1191.031,-353.89,-124923.19,0.45,0.14,IBS_10_90,1:1/3d
META,325,54.8,2.666,-2.81,0.189,61.55,1.15,0.129,IBS_10_90,1:1/3d
NVDA,404,37.4,1470.599,-1765.123,-555.732,-224515.65,0.5,0.161,IBS_10_90,1:1/3d
TSLA,383,39.2,307.965,-465.682,-162.687,-62309.16,0.43,0.152,IBS_10_90,1:1/3d
AVGO,402,41.3,653.669,-795.212,-196.917,-79160.8,0.58,0.16,IBS_10_90,1:1/3d
ORCL,347,51.3,6.538,-5.828,0.515,178.85,1.18,0.138,IBS_10_90,1:1/3d
ADBE,359,55.7,2.416,-2.232,0.358,128.39,1.36,0.143,IBS_10_90,1:1/3d
JPM,319,44.5,10.762,-9.855,-0.677,-216.03,0.88,0.126,IBS_10_90,1:1/3d
BAC,305,48.5,10.046,-10.819,-0.694,-211.81,0.88,0.121,IBS_10_90,1:1/3d
WFC,329,52.6,10.112,-9.847,0.648,213.13,1.14,0.131,IBS_10_90,1:1/3d
GS,333,48.0,9.474,-9.339,-0.299,-99.71,0.94,0.132,IBS_10_90,1:1/3d
MS,316,48.4,13.661,-10.834,1.026,324.21,1.18,0.125,IBS_10_90,1:1/3d
C,326,53.7,13.473,-13.443,1.005,327.78,1.16,0.13,IBS_10_90,1:1/3d
BLK,329,45.9,8.609,-10.743,-1.861,-612.19,0.68,0.131,IBS_10_90,1:1/3d
SCHW,330,47.6,6.288,-6.254,-0.287,-94.63,0.91,0.131,IBS_10_90,1:1/3d
AXP,339,46.9,5.283,-5.921,-0.666,-225.67,0.79,0.134,IBS_10_90,1:1/3d
USB,334,47.3,17.885,-17.844,-0.942,-314.74,0.9,0.133,IBS_10_90,1:1/3d
UNH,317,53.0,7.122,-8.118,-0.041,-13.11,0.99,0.126,IBS_10_90,1:1/3d
JNJ,309,40.5,10.031,-11.265,-2.65,-818.97,0.6,0.123,IBS_10_90,1:1/3d
LLY,330,46.7,4.648,-5.677,-0.859,-283.32,0.72,0.131,IBS_10_90,1:1/3d
PFE,307,45.3,20.522,-19.898,-1.597,-490.31,0.85,0.122,IBS_10_90,1:1/3d
ABBV,299,47.2,14.646,-15.108,-1.077,-321.98,0.87,0.119,IBS_10_90,1:1/3d
MRK,310,48.1,13.18,-14.469,-1.179,-365.63,0.84,0.123,IBS_10_90,1:1/3d
TMO,346,50.9,2.403,-2.346,0.07,24.14,1.06,0.137,IBS_10_90,1:1/3d
ABT,336,47.3,6.892,-8.295,-1.108,-372.4,0.75,0.133,IBS_10_90,1:1/3d
DHR,363,43.3,10.693,-11.712,-2.021,-733.78,0.7,0.144,IBS_10_90,1:1/3d
BMY,323,49.2,14.313,-15.392,-0.77,-248.55,0.9,0.128,IBS_10_90,1:1/3d
WMT,323,49.2,129.751,-157.96,-16.331,-5275.0,0.8,0.128,IBS_10_90,1:1/3d
PG,344,50.9,8.181,-10.956,-1.22,-419.8,0.77,0.136,IBS_10_90,1:1/3d
KO,329,48.0,10.774,-12.554,-1.351,-444.42,0.79,0.131,IBS_10_90,1:1/3d
PEP,319,46.7,10.234,-12.419,-1.838,-586.34,0.72,0.127,IBS_10_90,1:1/3d
COST,346,42.2,5.105,-5.804,-1.2,-415.36,0.64,0.137,IBS_10_90,1:1/3d
HD,368,44.3,9.436,-11.079,-1.992,-733.01,0.68,0.146,IBS_10_90,1:1/3d
MCD,374,50.8,9.076,-9.594,-0.109,-40.73,0.98,0.149,IBS_10_90,1:1/3d
NKE,373,48.8,6.557,-7.332,-0.555,-206.98,0.85,0.148,IBS_10_90,1:1/3d
SBUX,320,48.4,9.079,-9.142,-0.316,-101.18,0.93,0.127,IBS_10_90,1:1/3d
TGT,326,44.5,11.991,-11.702,-1.163,-379.25,0.82,0.13,IBS_10_90,1:1/3d
CAT,328,44.5,7.458,-8.442,-1.365,-447.57,0.71,0.13,IBS_10_90,1:1/3d
GE,352,53.7,36.547,-34.212,3.781,1330.95,1.24,0.14,IBS_10_90,1:1/3d
HON,340,43.2,8.173,-8.054,-1.038,-353.01,0.77,0.135,IBS_10_90,1:1/3d
UNP,334,50.3,9.324,-8.776,0.328,109.52,1.08,0.133,IBS_10_90,1:1/3d
BA,359,49.6,3.306,-3.29,-0.02,-7.01,0.99,0.144,IBS_10_90,1:1/3d
RTX,364,44.8,18.745,-26.836,-6.424,-2338.48,0.57,0.145,IBS_10_90,1:1/3d
DE,333,44.7,6.424,-6.167,-0.534,-177.66,0.84,0.132,IBS_10_90,1:1/3d
LMT,314,47.1,10.381,-10.93,-0.885,-277.97,0.85,0.125,IBS_10_90,1:1/3d
MMM,365,41.6,26.097,-27.477,-5.167,-1885.94,0.68,0.145,IBS_10_90,1:1/3d
FDX,339,47.5,9.097,-8.418,-0.1,-33.78,0.98,0.135,IBS_10_90,1:1/3d
XOM,360,48.3,15.531,-18.293,-1.945,-700.11,0.79,0.143,IBS_10_90,1:1/3d
CVX,330,53.3,16.587,-17.429,0.713,235.31,1.09,0.131,IBS_10_90,1:1/3d
COP,345,47.2,14.699,-13.333,-0.089,-30.67,0.99,0.137,IBS_10_90,1:1/3d
SLB,305,50.8,10.543,-10.105,0.389,118.51,1.08,0.121,IBS_10_90,1:1/3d
EOG,341,44.9,16.175,-16.882,-2.05,-699.17,0.78,0.135,IBS_10_90,1:1/3d
MPC,344,48.0,11.963,-11.703,-0.352,-121.01,0.94,0.137,IBS_10_90,1:1/3d
VLO,335,46.3,13.361,-15.156,-1.961,-657.03,0.76,0.133,IBS_10_90,1:1/3d
PSX,368,45.4,16.373,-16.411,-1.533,-564.28,0.83,0.147,IBS_10_90,1:1/3d
OXY,336,47.6,8.006,-7.93,-0.341,-114.6,0.92,0.134,IBS_10_90,1:1/3d
HAL,295,49.5,9.075,-9.253,-0.182,-53.7,0.96,0.117,IBS_10_90,1:1/3d
NFLX,353,38.5,580.895,-681.056,-194.866,-68787.53,0.53,0.14,IBS_10_90,1:1/3d
DIS,367,50.1,3.308,-3.435,-0.054,-19.95,0.97,0.146,IBS_10_90,1:1/3d
CMCSA,310,46.8,15.389,-16.955,-1.826,-566.08,0.8,0.123,IBS_10_90,1:1/3d
T,310,49.7,39.895,-48.576,-4.626,-1434.04,0.81,0.123,IBS_10_90,1:1/3d
VZ,334,41.6,23.183,-22.278,-3.359,-1121.76,0.74,0.133,IBS_10_90,1:1/3d
TMUS,312,51.9,3.805,-3.852,0.124,38.72,1.07,0.124,IBS_10_90,1:1/3d
CHTR,288,53.5,2.271,-2.285,0.152,43.65,1.14,0.114,IBS_10_90,1:1/3d
EA,316,50.6,2.905,-3.103,-0.061,-19.23,0.96,0.126,IBS_10_90,1:1/3d
ATVI,283,46.6,3.093,-3.082,-0.202,-57.03,0.88,0.136,IBS_10_90,1:1/3d
WBD,326,51.5,3.485,-3.484,0.107,34.9,1.06,0.13,IBS_10_90,1:1/3d
LIN,341,48.7,6.222,-5.786,0.06,20.42,1.02,0.135,IBS_10_90,1:1/3d
APD,361,45.7,9.333,-9.976,-1.151,-415.34,0.79,0.143,IBS_10_90,1:1/3d
SHW,357,46.8,69.298,-94.885,-18.082,-6455.42,0.64,0.141,IBS_10_90,1:1/3d
ECL,363,51.8,4.934,-4.952,0.168,61.09,1.07,0.144,IBS_10_90,1:1/3d
DD,342,41.8,102.549,-102.364,-16.684,-5705.82,0.72,0.136,IBS_10_90,1:1/3d
NEM,353,44.2,10.804,-12.127,-1.993,-703.56,0.71,0.14,IBS_10_90,1:1/3d
FCX,314,50.0,6.879,-6.521,0.179,56.18,1.05,0.125,IBS_10_90,1:1/3d
NUE,327,52.6,8.527,-7.272,1.038,339.45,1.3,0.13,IBS_10_90,1:1/3d
DOW,267,44.6,22.168,-20.478,-1.471,-392.71,0.87,0.129,IBS_10_90,1:1/3d
CF,315,49.8,10.389,-9.641,0.342,107.83,1.07,0.125,IBS_10_90,1:1/3d
SPY,404,46.3,4.932,-6.444,-1.178,-476.05,0.66,0.16,IBS_10_90,1:1/3d
QQQ,422,45.5,3.158,-3.543,-0.495,-208.72,0.74,0.167,IBS_10_90,1:1/3d
IWM,360,48.9,4.944,-6.072,-0.687,-247.14,0.78,0.143,IBS_10_90,1:1/3d
XLF,363,46.8,7.042,-7.505,-0.692,-251.28,0.83,0.144,IBS_10_90,1:1/3d
XLE,344,41.0,89.439,-99.588,-22.109,-7605.5,0.62,0.137,IBS_10_90,1:1/3d
XLK,447,35.6,78.41,-95.522,-33.654,-15043.18,0.45,0.177,IBS_10_90,1:1/3d
XLV,362,43.4,5.927,-7.083,-1.44,-521.32,0.64,0.144,IBS_10_90,1:1/3d
XLP,354,45.5,7.82,-11.746,-2.847,-1007.96,0.56,0.14,IBS_10_90,1:1/3d
GLD,303,51.2,0.939,-0.825,0.077,23.41,1.19,0.121,IBS_10_90,1:1/3d
TLT,369,46.3,10.468,-12.727,-1.978,-729.94,0.71,0.146,IBS_10_90,1:1/3d
AMD,355,49.0,3.924,-3.735,0.019,6.86,1.01,0.141,IBS_10_90,1:1/3d
INTC,376,48.4,8.254,-8.205,-0.239,-89.69,0.94,0.149,IBS_10_90,1:1/3d
CRM,355,51.0,2.896,-2.857,0.076,27.06,1.05,0.141,IBS_10_90,1:1/3d
PYPL,350,54.0,2.857,-2.668,0.315,110.42,1.26,0.139,IBS_10_90,1:1/3d
SQ,334,54.5,4.247,-4.052,0.47,156.99,1.25,0.133,IBS_10_90,1:1/3d
SHOP,374,40.6,267.705,-481.975,-177.292,-66307.27,0.38,0.148,IBS_10_90,1:1/3d
UBER,255,52.5,3.481,-3.622,0.111,28.23,1.06,0.126,IBS_10_90,1:1/3d
ABNB,192,49.0,3.375,-3.309,-0.036,-6.97,0.98,0.133,IBS_10_90,1:1/3d
COIN,190,45.3,6.526,-6.169,-0.423,-80.35,0.87,0.145,IBS_10_90,1:1/3d
SNAP,317,45.7,4.424,-4.304,-0.312,-98.95,0.87,0.128,IBS_10_90,1:1/3d
AAPL,162,24.1,4.127,-155.075,-116.748,-18913.25,0.01,0.065,Boll_2.0,1.5:1/5d
MSFT,157,35.7,5.46,-4.879,-1.191,-187.02,0.62,0.063,Boll_2.0,1.5:1/5d
AMZN,148,24.3,4.186,-1278.829,-966.744,-143078.15,0.0,0.06,Boll_2.0,1.5:1/5d
GOOGL,154,20.8,3.455,-1268.187,-1003.949,-154608.21,0.0,0.061,Boll_2.0,1.5:1/5d
META,137,43.8,3.79,-3.052,-0.056,-7.62,0.97,0.055,Boll_2.0,1.5:1/5d
NVDA,178,14.0,4.191,-2203.593,-1893.511,-337044.99,0.0,0.073,Boll_2.0,1.5:1/5d
TSLA,196,16.8,7.826,-529.042,-438.651,-85975.66,0.0,0.078,Boll_2.0,1.5:1/5d
AVGO,156,16.0,3.519,-844.029,-708.204,-110479.89,0.0,0.062,Boll_2.0,1.5:1/5d
ORCL,151,30.5,4.548,-6.11,-2.863,-432.34,0.33,0.06,Boll_2.0,1.5:1/5d
ADBE,135,47.4,3.649,-2.624,0.35,47.23,1.25,0.054,Boll_2.0,1.5:1/5d
JPM,132,31.1,5.214,-12.023,-6.669,-880.32,0.2,0.053,Boll_2.0,1.5:1/5d
BAC,134,23.9,5.143,-10.939,-7.098,-951.17,0.15,0.053,Boll_2.0,1.5:1/5d
WFC,129,30.2,4.378,-10.492,-5.996,-773.5,0.18,0.051,Boll_2.0,1.5:1/5d
GS,143,33.6,3.689,-10.132,-5.493,-785.49,0.18,0.058,Boll_2.0,1.5:1/5d
MS,148,25.0,4.204,-13.759,-9.268,-1371.64,0.1,0.059,Boll_2.0,1.5:1/5d
C,143,25.2,5.389,-15.756,-10.433,-1491.88,0.12,0.057,Boll_2.0,1.5:1/5d
BLK,159,21.4,4.429,-10.262,-7.121,-1132.17,0.12,0.063,Boll_2.0,1.5:1/5d
SCHW,154,33.8,4.602,-6.746,-2.914,-448.74,0.35,0.061,Boll_2.0,1.5:1/5d
AXP,140,35.0,4.485,-6.804,-2.853,-399.37,0.35,0.056,Boll_2.0,1.5:1/5d
USB,147,27.2,4.368,-19.84,-13.253,-1948.18,0.08,0.058,Boll_2.0,1.5:1/5d
UNH,146,34.2,4.213,-8.617,-4.223,-616.61,0.25,0.058,Boll_2.0,1.5:1/5d
JNJ,147,31.3,2.215,-11.983,-7.54,-1108.45,0.08,0.058,Boll_2.0,1.5:1/5d
LLY,149,29.5,4.294,-5.709,-2.755,-410.5,0.32,0.06,Boll_2.0,1.5:1/5d
PFE,165,20.6,2.837,-26.106,-20.142,-3323.39,0.03,0.065,Boll_2.0,1.5:1/5d
ABBV,148,26.4,4.291,-16.913,-11.325,-1676.15,0.09,0.061,Boll_2.0,1.5:1/5d
MRK,139,27.3,3.667,-18.474,-12.421,-1726.53,0.07,0.056,Boll_2.0,1.5:1/5d
TMO,139,36.0,3.062,-2.518,-0.511,-71.03,0.68,0.056,Boll_2.0,1.5:1/5d
ABT,142,29.6,4.173,-9.04,-5.132,-728.8,0.19,0.057,Boll_2.0,1.5:1/5d
DHR,139,22.3,2.687,-12.334,-8.984,-1248.83,0.06,0.055,Boll_2.0,1.5:1/5d
BMY,147,23.1,4.257,-18.442,-13.192,-1939.18,0.07,0.059,Boll_2.0,1.5:1/5d
WMT,164,18.3,2.996,-179.151,-145.831,-23916.34,0.0,0.066,Boll_2.0,1.5:1/5d
PG,123,35.8,2.803,-11.542,-6.41,-788.47,0.14,0.049,Boll_2.0,1.5:1/5d
KO,136,27.9,2.968,-14.57,-9.67,-1315.11,0.08,0.055,Boll_2.0,1.5:1/5d
PEP,145,29.7,3.452,-14.456,-9.145,-1326.09,0.1,0.058,Boll_2.0,1.5:1/5d
COST,155,25.8,3.539,-7.266,-4.477,-693.98,0.17,0.061,Boll_2.0,1.5:1/5d
HD,155,27.1,3.788,-12.637,-8.186,-1268.87,0.11,0.062,Boll_2.0,1.5:1/5d
MCD,122,38.5,3.109,-11.328,-5.766,-703.44,0.17,0.05,Boll_2.0,1.5:1/5d
NKE,125,33.6,4.673,-7.492,-3.405,-425.58,0.32,0.052,Boll_2.0,1.5:1/5d
SBUX,149,26.8,4.905,-11.817,-7.328,-1091.88,0.15,0.059,Boll_2.0,1.5:1/5d
TGT,153,22.9,5.171,-14.838,-10.261,-1569.89,0.1,0.062,Boll_2.0,1.5:1/5d
CAT,142,25.4,5.233,-8.436,-4.971,-705.85,0.21,0.056,Boll_2.0,1.5:1/5d
GE,123,30.9,5.159,-22.431,-13.908,-1710.64,0.1,0.05,Boll_2.0,1.5:1/5d
HON,140,29.3,4.59,-9.428,-5.323,-745.2,0.2,0.056,Boll_2.0,1.5:1/5d
UNP,143,34.3,3.469,-11.393,-6.3,-900.93,0.16,0.057,Boll_2.0,1.5:1/5d
BA,138,43.5,4.218,-3.995,-0.424,-58.52,0.81,0.056,Boll_2.0,1.5:1/5d
RTX,150,28.7,2.882,-30.283,-20.775,-3116.29,0.04,0.06,Boll_2.0,1.5:1/5d
DE,137,29.2,5.602,-7.063,-3.365,-461.01,0.33,0.055,Boll_2.0,1.5:1/5d
LMT,136,24.3,3.485,-11.772,-8.07,-1097.47,0.09,0.054,Boll_2.0,1.5:1/5d
MMM,117,27.4,4.397,-27.279,-18.615,-2178.01,0.06,0.047,Boll_2.0,1.5:1/5d
FDX,144,30.6,5.537,-9.234,-4.721,-679.77,0.26,0.058,Boll_2.0,1.5:1/5d
XOM,151,31.8,4.481,-19.078,-11.589,-1750.0,0.11,0.06,Boll_2.0,1.5:1/5d
CVX,126,24.6,3.537,-19.195,-13.603,-1713.93,0.06,0.05,Boll_2.0,1.5:1/5d
COP,129,27.1,3.632,-15.622,-10.398,-1341.34,0.09,0.052,Boll_2.0,1.5:1/5d
SLB,143,31.5,6.003,-11.885,-6.256,-894.55,0.23,0.057,Boll_2.0,1.5:1/5d
EOG,148,25.7,5.632,-21.067,-14.212,-2103.4,0.09,0.059,Boll_2.0,1.5:1/5d
MPC,163,19.0,6.079,-13.537,-9.806,-1598.42,0.11,0.065,Boll_2.0,1.5:1/5d
VLO,166,21.7,7.385,-17.38,-12.009,-1993.49,0.12,0.066,Boll_2.0,1.5:1/5d
