signal_id,signal_name,trades_per_year,avg_holding_days
TS-04,TSMOM(252d),4.966666666666667,40.51666666666666
MA-04,EMA(10/100),4.233333333333333,57.41666666666666
MA-03,SMA(50/200),1.4166666666666667,157.31666666666666
MA-02,EMA(20/50),4.533333333333332,53.800000000000004
SE-02,Price>EMA(50),19.400000000000002,13.049999999999997
