indicator,signal,horizon,direction,n_stocks,total_signals,avg_return,median_return,avg_win_rate,avg_t_stat,pct_stocks_positive
momentum_ppo_signal,P20_long,fwd_3d,long,213,111781,0.3618544600938967,0.3432,55.04615023474178,1.9968685446009389,94.36619718309859
momentum_ppo_signal,P20_long,fwd_5d,long,213,111781,0.5997258215962441,0.5642,56.53295774647888,2.6627981220657277,94.83568075117371
momentum_ppo_signal,P80_short,fwd_1d,short,213,111781,0.04352347417840376,0.0299,51.37014084507042,0.43776995305164323,72.30046948356808
momentum_ppo_signal,P80_short,fwd_2d,short,213,111781,0.08563474178403757,0.0573,52.02478873239437,0.6104131455399061,71.83098591549296
momentum_ppo_signal,P80_short,fwd_3d,short,213,111781,0.12970704225352114,0.0939,52.32704225352113,0.7441643192488263,71.36150234741784
momentum_ppo_signal,P80_short,fwd_5d,short,213,111781,0.2176586854460094,0.1309,52.82802816901409,0.9874741784037558,72.76995305164318
momentum_ppo_signal,P90_short,fwd_1d,short,213,55895,0.03138262910798122,0.0136,50.7693427230047,0.13776525821596244,56.33802816901409
momentum_ppo_signal,P90_short,fwd_2d,short,213,55895,0.06856338028169014,0.0206,51.39145539906103,0.22296244131455398,56.8075117370892
momentum_ppo_signal,P90_short,fwd_3d,short,213,55895,0.10267934272300469,0.0373,51.61779342723005,0.2963661971830986,57.27699530516433
momentum_ppo_signal,P90_short,fwd_5d,short,213,55895,0.17367558685446008,0.0647,51.92943661971831,0.4354272300469484,59.154929577464785
momentum_pvo,P10_long,fwd_1d,long,213,55895,0.06192253521126761,0.0498,51.33230046948357,0.580169014084507,75.11737089201877
momentum_pvo,P10_long,fwd_2d,long,213,55895,0.13050328638497652,0.107,52.755492957746476,0.8263427230046948,76.52582159624414
momentum_pvo,P10_long,fwd_3d,long,213,55895,0.19373474178403757,0.1541,53.56558685446009,0.996093896713615,77.46478873239437
momentum_pvo,P10_long,fwd_5d,long,213,55895,0.33239530516431925,0.2676,54.47657276995305,1.254849765258216,76.99530516431925
momentum_pvo,P20_long,fwd_1d,long,213,111781,0.05291549295774648,0.0529,51.50760563380282,0.7884882629107982,79.81220657276995
momentum_pvo,P20_long,fwd_2d,long,213,111781,0.11371455399061033,0.0972,52.633568075117374,1.1285633802816901,84.03755868544602
momentum_pvo,P20_long,fwd_3d,long,213,111781,0.17486713615023472,0.1491,53.472206572769956,1.3623849765258216,84.50704225352112
momentum_pvo,P20_long,fwd_5d,long,213,111781,0.299443661971831,0.2555,54.458779342723,1.7195492957746479,84.03755868544602
momentum_pvo,P80_short,fwd_1d,short,213,111781,0.06244788732394366,0.0511,51.83708920187793,0.511244131455399,73.23943661971832
momentum_pvo,P80_short,fwd_2d,short,213,111781,0.14397981220657277,0.1269,52.97779342723005,0.8934037558685446,79.34272300469483
momentum_pvo,P80_short,fwd_3d,short,213,111781,0.2319769953051643,0.1916,53.669154929577466,1.1713849765258215,80.28169014084507
momentum_pvo,P80_short,fwd_5d,short,213,111781,0.39730985915492956,0.3411,55.00370892018779,1.627699530516432,84.50704225352112
momentum_pvo,P90_short,fwd_1d,short,213,55895,0.054191549295774646,0.037,51.880938967136146,0.2735962441314554,61.97183098591549
momentum_pvo,P90_short,fwd_2d,short,213,55895,0.10857370892018779,0.0802,52.824131455399055,0.4357511737089202,62.91079812206573
momentum_pvo,P90_short,fwd_3d,short,213,55895,0.17902347417840375,0.153,53.403145539906106,0.594018779342723,65.72769953051643
momentum_pvo,P90_short,fwd_5d,short,213,55895,0.3049868544600939,0.2464,54.741549295774654,0.8160751173708921,68.54460093896714
momentum_pvo_hist,P10_long,fwd_1d,long,213,55895,0.09725727699530518,0.088,51.561314553990606,0.8233474178403756,84.50704225352112
momentum_pvo_hist,P10_long,fwd_2d,long,213,55895,0.18865446009389672,0.1638,53.267042253521126,1.1362582159624413,81.69014084507043
momentum_pvo_hist,P10_long,fwd_3d,long,213,55895,0.29583474178403757,0.2691,54.06887323943662,1.4656478873239436,84.03755868544602
momentum_pvo_hist,P10_long,fwd_5d,long,213,55895,0.4767197183098592,0.458,55.40051643192488,1.8659718309859155,87.79342723004694
momentum_pvo_hist,P20_long,fwd_1d,long,213,111781,0.09066807511737089,0.0861,52.00746478873239,1.1734553990610328,91.07981220657277
momentum_pvo_hist,P20_long,fwd_2d,long,213,111781,0.18074835680751175,0.1701,53.59136150234741,1.6545352112676057,91.07981220657277
momentum_pvo_hist,P20_long,fwd_3d,long,213,111781,0.2750638497652582,0.2641,54.425258215962444,2.024356807511737,91.07981220657277
momentum_pvo_hist,P20_long,fwd_5d,long,213,111781,0.44005070422535214,0.3978,55.497089201877934,2.512356807511737,93.42723004694837
momentum_pvo_hist,P80_short,fwd_1d,short,213,111781,0.05321596244131456,0.0482,51.57633802816901,0.5008497652582159,69.01408450704226
momentum_pvo_hist,P80_short,fwd_2d,short,213,111781,0.1104826291079812,0.1093,52.560563380281685,0.7968591549295775,71.36150234741784
momentum_pvo_hist,P80_short,fwd_3d,short,213,111781,0.18266572769953052,0.1721,53.081502347417846,1.0966244131455398,75.5868544600939
