indicator,signal,threshold,n_signals,horizon,avg_return_pct,win_rate,t_stat,direction,ticker
volatility_dch,P10_long,28.245,277,fwd_1d,0.2329,51.62,1.65,long,TTWO
volatility_dch,P10_long,28.245,277,fwd_2d,0.4289,55.6,2.273,long,TTWO
volatility_dch,P10_long,28.245,277,fwd_3d,0.6321,58.12,2.814,long,TTWO
volatility_dch,P10_long,28.245,277,fwd_5d,1.0052,58.84,3.674,long,TTWO
volatility_dch,P20_long,37.324,554,fwd_1d,0.1762,51.44,1.972,long,TTWO
volatility_dch,P20_long,37.324,554,fwd_2d,0.3415,55.96,2.85,long,TTWO
volatility_dch,P20_long,37.324,554,fwd_3d,0.4973,58.3,3.508,long,TTWO
volatility_dch,P20_long,37.324,554,fwd_5d,0.8068,57.58,4.611,long,TTWO
volatility_dch,P80_short,162.98,545,fwd_1d,-0.0105,50.92,-0.123,short,TTWO
volatility_dch,P80_short,162.98,545,fwd_2d,-0.0323,48.8,-0.264,short,TTWO
volatility_dch,P80_short,162.98,545,fwd_3d,-0.0622,50.37,-0.427,short,TTWO
volatility_dch,P80_short,162.98,545,fwd_5d,-0.101,49.07,-0.552,short,TTWO
volatility_dch,P90_short,180.61,261,fwd_1d,-0.0949,49.23,-0.763,short,TTWO
volatility_dch,P90_short,180.61,261,fwd_2d,-0.1806,51.74,-1.021,short,TTWO
volatility_dch,P90_short,180.61,261,fwd_3d,-0.2697,52.33,-1.272,short,TTWO
volatility_dch,P90_short,180.61,261,fwd_5d,-0.364,48.83,-1.314,short,TTWO
volatility_dcm,P10_long,26.01,271,fwd_1d,0.2348,51.66,1.643,long,TTWO
volatility_dcm,P10_long,26.01,271,fwd_2d,0.4369,55.72,2.295,long,TTWO
volatility_dcm,P10_long,26.01,271,fwd_3d,0.6436,57.93,2.83,long,TTWO
volatility_dcm,P10_long,26.01,271,fwd_5d,1.0678,59.41,3.843,long,TTWO
volatility_dcm,P20_long,35.5436,554,fwd_1d,0.1749,50.9,1.943,long,TTWO
volatility_dcm,P20_long,35.5436,554,fwd_2d,0.3412,55.78,2.817,long,TTWO
volatility_dcm,P20_long,35.5436,554,fwd_3d,0.5144,58.66,3.588,long,TTWO
volatility_dcm,P20_long,35.5436,554,fwd_5d,0.8596,58.12,4.917,long,TTWO
volatility_dcm,P80_short,154.1355,552,fwd_1d,-0.0367,50.82,-0.436,short,TTWO
volatility_dcm,P80_short,154.1355,552,fwd_2d,-0.0859,48.55,-0.718,short,TTWO
volatility_dcm,P80_short,154.1355,552,fwd_3d,-0.1456,49.36,-1.023,short,TTWO
volatility_dcm,P80_short,154.1355,552,fwd_5d,-0.2432,47.53,-1.382,short,TTWO
volatility_dcm,P90_short,166.235,275,fwd_1d,-0.1525,49.27,-1.251,short,TTWO
volatility_dcm,P90_short,166.235,275,fwd_2d,-0.2699,50.92,-1.558,short,TTWO
volatility_dcm,P90_short,166.235,275,fwd_3d,-0.3875,52.21,-1.851,short,TTWO
volatility_dcm,P90_short,166.235,275,fwd_5d,-0.6276,47.04,-2.351,short,TTWO
volatility_dcw,P10_long,7.8155,277,fwd_1d,0.0614,53.99,0.65,long,TTWO
volatility_dcw,P10_long,7.8155,277,fwd_2d,0.1117,57.09,0.793,long,TTWO
volatility_dcw,P10_long,7.8155,277,fwd_3d,0.143,55.11,0.828,long,TTWO
volatility_dcw,P10_long,7.8155,277,fwd_5d,0.3175,59.56,1.334,long,TTWO
volatility_dcw,P20_long,9.3631,554,fwd_1d,0.1046,55.15,1.284,long,TTWO
volatility_dcw,P20_long,9.3631,554,fwd_2d,0.2216,55.07,1.964,long,TTWO
volatility_dcw,P20_long,9.3631,554,fwd_3d,0.2489,53.36,1.799,long,TTWO
volatility_dcw,P20_long,9.3631,554,fwd_5d,0.4549,56.83,2.655,long,TTWO
volatility_dcw,P80_short,17.4845,554,fwd_1d,0.178,52.53,1.733,short,TTWO
volatility_dcw,P80_short,17.4845,554,fwd_2d,0.343,56.32,2.542,short,TTWO
volatility_dcw,P80_short,17.4845,554,fwd_3d,0.4329,58.3,2.787,short,TTWO
volatility_dcw,P80_short,17.4845,554,fwd_5d,0.7232,60.83,3.883,short,TTWO
volatility_dcw,P90_short,20.3988,277,fwd_1d,0.2731,53.07,1.761,short,TTWO
volatility_dcw,P90_short,20.3988,277,fwd_2d,0.5135,58.12,2.509,short,TTWO
volatility_dcw,P90_short,20.3988,277,fwd_3d,0.6541,58.84,2.788,short,TTWO
volatility_dcw,P90_short,20.3988,277,fwd_5d,0.9015,60.65,3.373,short,TTWO
volatility_dcp,P10_long,0.1484,277,fwd_1d,0.1579,52.35,0.953,long,TTWO
volatility_dcp,P10_long,0.1484,277,fwd_2d,0.3706,55.6,1.67,long,TTWO
volatility_dcp,P10_long,0.1484,277,fwd_3d,0.5967,55.23,2.383,long,TTWO
volatility_dcp,P10_long,0.1484,277,fwd_5d,1.1297,58.84,3.591,long,TTWO
volatility_dcp,P20_long,0.2782,554,fwd_1d,0.2357,55.23,2.197,long,TTWO
volatility_dcp,P20_long,0.2782,554,fwd_2d,0.3564,55.23,2.461,long,TTWO
volatility_dcp,P20_long,0.2782,554,fwd_3d,0.581,57.04,3.42,long,TTWO
volatility_dcp,P20_long,0.2782,554,fwd_5d,0.9527,59.03,4.614,long,TTWO
volatility_dcp,P80_short,0.8726,554,fwd_1d,-0.0648,50.18,-0.897,short,TTWO
volatility_dcp,P80_short,0.8726,554,fwd_2d,-0.0442,51.99,-0.416,short,TTWO
volatility_dcp,P80_short,0.8726,554,fwd_3d,0.0257,53.61,0.205,short,TTWO
volatility_dcp,P80_short,0.8726,554,fwd_5d,0.0802,55.42,0.521,short,TTWO
volatility_dcp,P90_short,0.9343,277,fwd_1d,-0.1861,42.96,-1.761,short,TTWO
volatility_dcp,P90_short,0.9343,277,fwd_2d,-0.1751,49.46,-1.176,short,TTWO
volatility_dcp,P90_short,0.9343,277,fwd_3d,-0.0725,52.71,-0.394,short,TTWO
volatility_dcp,P90_short,0.9343,277,fwd_5d,0.0522,55.6,0.235,short,TTWO
volatility_atr,P10_long,0.7089,277,fwd_1d,0.1456,49.82,1.104,long,TTWO
volatility_atr,P10_long,0.7089,277,fwd_2d,0.2313,53.79,1.337,long,TTWO
volatility_atr,P10_long,0.7089,277,fwd_3d,0.3747,55.23,1.77,long,TTWO
volatility_atr,P10_long,0.7089,277,fwd_5d,0.6844,54.15,2.647,long,TTWO
volatility_atr,P20_long,0.9466,554,fwd_1d,0.1532,50.72,1.757,long,TTWO
volatility_atr,P20_long,0.9466,554,fwd_2d,0.2634,53.43,2.205,long,TTWO
volatility_atr,P20_long,0.9466,554,fwd_3d,0.3759,55.05,2.618,long,TTWO
volatility_atr,P20_long,0.9466,554,fwd_5d,0.6631,54.33,3.711,long,TTWO
volatility_atr,P80_short,4.4348,554,fwd_1d,0.0065,51.81,0.057,short,TTWO
volatility_atr,P80_short,4.4348,554,fwd_2d,0.033,50.72,0.218,short,TTWO
volatility_atr,P80_short,4.4348,554,fwd_3d,0.008,53.25,0.045,short,TTWO
volatility_atr,P80_short,4.4348,554,fwd_5d,0.0688,52.89,0.312,short,TTWO
volatility_atr,P90_short,5.2787,277,fwd_1d,0.2539,53.07,1.492,short,TTWO
volatility_atr,P90_short,5.2787,277,fwd_2d,0.2864,52.35,1.272,short,TTWO
volatility_atr,P90_short,5.2787,277,fwd_3d,0.427,55.6,1.669,short,TTWO
volatility_atr,P90_short,5.2787,277,fwd_5d,0.6373,58.48,2.044,short,TTWO
volatility_ui,P10_long,1.2031,277,fwd_1d,-0.0071,50.18,-0.063,long,TTWO
volatility_ui,P10_long,1.2031,277,fwd_2d,-0.0672,49.1,-0.426,long,TTWO
volatility_ui,P10_long,1.2031,277,fwd_3d,-0.055,50.54,-0.278,long,TTWO
volatility_ui,P10_long,1.2031,277,fwd_5d,0.0438,51.99,0.162,long,TTWO
volatility_ui,P20_long,1.7442,554,fwd_1d,0.0334,49.64,0.414,long,TTWO
volatility_ui,P20_long,1.7442,554,fwd_2d,0.1315,53.07,1.185,long,TTWO
volatility_ui,P20_long,1.7442,554,fwd_3d,0.202,54.51,1.464,long,TTWO
volatility_ui,P20_long,1.7442,554,fwd_5d,0.3255,55.96,1.803,long,TTWO
volatility_ui,P80_short,6.5586,554,fwd_1d,0.1597,52.35,1.484,short,TTWO
volatility_ui,P80_short,6.5586,554,fwd_2d,0.3336,55.23,2.331,short,TTWO
volatility_ui,P80_short,6.5586,554,fwd_3d,0.4922,57.4,2.9,short,TTWO
volatility_ui,P80_short,6.5586,554,fwd_5d,0.8275,58.84,3.85,short,TTWO
volatility_ui,P90_short,8.4481,277,fwd_1d,0.1604,51.26,0.994,short,TTWO
volatility_ui,P90_short,8.4481,277,fwd_2d,0.2843,53.79,1.278,short,TTWO
volatility_ui,P90_short,8.4481,277,fwd_3d,0.3579,55.23,1.366,short,TTWO
volatility_ui,P90_short,8.4481,277,fwd_5d,0.6095,55.96,1.86,short,TTWO
trend_macd,P10_long,-2.5162,277,fwd_1d,0.3904,53.79,2.416,long,TTWO
trend_macd,P10_long,-2.5162,277,fwd_2d,0.6533,57.04,2.958,long,TTWO
trend_macd,P10_long,-2.5162,277,fwd_3d,0.8652,57.04,3.376,long,TTWO
trend_macd,P10_long,-2.5162,277,fwd_5d,1.2606,59.57,3.889,long,TTWO
trend_macd,P20_long,-1.1265,554,fwd_1d,0.2255,53.79,2.107,long,TTWO
trend_macd,P20_long,-1.1265,554,fwd_2d,0.3656,55.05,2.492,long,TTWO
trend_macd,P20_long,-1.1265,554,fwd_3d,0.5454,56.14,3.208,long,TTWO
trend_macd,P20_long,-1.1265,554,fwd_5d,0.833,57.58,3.989,long,TTWO
trend_macd,P80_short,2.1297,554,fwd_1d,-0.028,52.17,-0.357,short,TTWO
trend_macd,P80_short,2.1297,554,fwd_2d,-0.0071,51.26,-0.064,short,TTWO
trend_macd,P80_short,2.1297,554,fwd_3d,0.0204,53.07,0.148,short,TTWO
trend_macd,P80_short,2.1297,554,fwd_5d,0.1195,55.42,0.663,short,TTWO
trend_macd,P90_short,3.1993,277,fwd_1d,0.0027,50.9,0.026,short,TTWO
trend_macd,P90_short,3.1993,277,fwd_2d,-0.0064,48.38,-0.046,short,TTWO
trend_macd,P90_short,3.1993,277,fwd_3d,0.0275,51.99,0.164,short,TTWO
trend_macd,P90_short,3.1993,277,fwd_5d,0.1468,54.15,0.681,short,TTWO
trend_macd_signal,P10_long,-2.3708,277,fwd_1d,0.2829,53.79,1.812,long,TTWO
trend_macd_signal,P10_long,-2.3708,277,fwd_2d,0.5087,57.04,2.355,long,TTWO
trend_macd_signal,P10_long,-2.3708,277,fwd_3d,0.7312,57.4,2.822,long,TTWO
trend_macd_signal,P10_long,-2.3708,277,fwd_5d,1.1629,60.29,3.655,long,TTWO
trend_macd_signal,P20_long,-0.9892,554,fwd_1d,0.1754,53.97,1.625,long,TTWO
trend_macd_signal,P20_long,-0.9892,554,fwd_2d,0.3468,54.33,2.406,long,TTWO
trend_macd_signal,P20_long,-0.9892,554,fwd_3d,0.4932,55.6,2.883,long,TTWO
trend_macd_signal,P20_long,-0.9892,554,fwd_5d,0.6932,56.68,3.203,long,TTWO
trend_macd_signal,P80_short,2.0882,554,fwd_1d,0.0291,52.89,0.362,short,TTWO
trend_macd_signal,P80_short,2.0882,554,fwd_2d,0.0693,52.26,0.596,short,TTWO
trend_macd_signal,P80_short,2.0882,554,fwd_3d,0.1283,53.99,0.907,short,TTWO
trend_macd_signal,P80_short,2.0882,554,fwd_5d,0.2839,57.09,1.676,short,TTWO
trend_macd_signal,P90_short,3.0555,277,fwd_1d,0.0008,51.26,0.007,short,TTWO
trend_macd_signal,P90_short,3.0555,277,fwd_2d,0.0015,49.46,0.01,short,TTWO
trend_macd_signal,P90_short,3.0555,277,fwd_3d,0.008,52.71,0.044,short,TTWO
trend_macd_signal,P90_short,3.0555,277,fwd_5d,-0.0099,54.51,-0.043,short,TTWO
trend_macd_diff,P10_long,-0.8929,277,fwd_1d,0.245,54.87,1.503,long,TTWO
trend_macd_diff,P10_long,-0.8929,277,fwd_2d,0.5227,56.68,2.422,long,TTWO
trend_macd_diff,P10_long,-0.8929,277,fwd_3d,0.6354,56.68,2.561,long,TTWO
trend_macd_diff,P10_long,-0.8929,277,fwd_5d,0.6612,56.73,2.204,long,TTWO
trend_macd_diff,P20_long,-0.4301,554,fwd_1d,0.1041,52.8,1.006,long,TTWO
trend_macd_diff,P20_long,-0.4301,554,fwd_2d,0.2056,52.54,1.434,long,TTWO
trend_macd_diff,P20_long,-0.4301,554,fwd_3d,0.288,54.26,1.716,long,TTWO
trend_macd_diff,P20_long,-0.4301,554,fwd_5d,0.3923,53.92,1.923,long,TTWO
trend_macd_diff,P80_short,0.4485,554,fwd_1d,-0.0758,51.62,-0.879,short,TTWO
trend_macd_diff,P80_short,0.4485,554,fwd_2d,-0.1266,48.38,-1.109,short,TTWO
trend_macd_diff,P80_short,0.4485,554,fwd_3d,-0.1385,49.46,-1.012,short,TTWO
trend_macd_diff,P80_short,0.4485,554,fwd_5d,-0.2166,50.36,-1.161,short,TTWO
trend_macd_diff,P90_short,0.8231,277,fwd_1d,0.0111,54.51,0.093,short,TTWO
trend_macd_diff,P90_short,0.8231,277,fwd_2d,0.1464,55.6,0.934,short,TTWO
trend_macd_diff,P90_short,0.8231,277,fwd_3d,0.2417,57.04,1.343,short,TTWO
trend_macd_diff,P90_short,0.8231,277,fwd_5d,0.2404,56.32,1.004,short,TTWO
trend_sma_fast,P10_long,26.1591,277,fwd_1d,0.2268,51.99,1.607,long,TTWO
trend_sma_fast,P10_long,26.1591,277,fwd_2d,0.4458,55.96,2.386,long,TTWO
trend_sma_fast,P10_long,26.1591,277,fwd_3d,0.6615,58.48,2.968,long,TTWO
trend_sma_fast,P10_long,26.1591,277,fwd_5d,1.0685,59.57,3.915,long,TTWO
trend_sma_fast,P20_long,35.5608,554,fwd_1d,0.1888,51.26,2.11,long,TTWO
trend_sma_fast,P20_long,35.5608,554,fwd_2d,0.3667,56.5,3.053,long,TTWO
trend_sma_fast,P20_long,35.5608,554,fwd_3d,0.5267,58.84,3.688,long,TTWO
trend_sma_fast,P20_long,35.5608,554,fwd_5d,0.8421,58.12,4.747,long,TTWO
trend_sma_fast,P80_short,153.7965,554,fwd_1d,-0.0267,50.81,-0.317,short,TTWO
trend_sma_fast,P80_short,153.7965,554,fwd_2d,-0.0587,48.01,-0.487,short,TTWO
trend_sma_fast,P80_short,153.7965,554,fwd_3d,-0.0978,49.55,-0.675,short,TTWO
trend_sma_fast,P80_short,153.7965,554,fwd_5d,-0.1813,48.27,-1.012,short,TTWO
trend_sma_fast,P90_short,168.2313,277,fwd_1d,-0.1623,48.91,-1.337,short,TTWO
trend_sma_fast,P90_short,168.2313,277,fwd_2d,-0.3418,49.09,-2.01,short,TTWO
trend_sma_fast,P90_short,168.2313,277,fwd_3d,-0.484,49.64,-2.388,short,TTWO
trend_sma_fast,P90_short,168.2313,277,fwd_5d,-0.7037,45.59,-2.694,short,TTWO
trend_sma_slow,P10_long,25.7999,277,fwd_1d,0.2356,51.99,1.673,long,TTWO
trend_sma_slow,P10_long,25.7999,277,fwd_2d,0.4513,56.32,2.414,long,TTWO
trend_sma_slow,P10_long,25.7999,277,fwd_3d,0.667,58.48,2.988,long,TTWO
trend_sma_slow,P10_long,25.7999,277,fwd_5d,1.0964,60.65,4.04,long,TTWO
trend_sma_slow,P20_long,35.4808,554,fwd_1d,0.1575,50.72,1.771,long,TTWO
trend_sma_slow,P20_long,35.4808,554,fwd_2d,0.3267,55.78,2.737,long,TTWO
trend_sma_slow,P20_long,35.4808,554,fwd_3d,0.4968,58.12,3.509,long,TTWO
trend_sma_slow,P20_long,35.4808,554,fwd_5d,0.8159,57.94,4.703,long,TTWO
trend_sma_slow,P80_short,154.334,554,fwd_1d,-0.0298,51.36,-0.357,short,TTWO
trend_sma_slow,P80_short,154.334,554,fwd_2d,-0.0556,49.82,-0.466,short,TTWO
trend_sma_slow,P80_short,154.334,554,fwd_3d,-0.0893,50.27,-0.627,short,TTWO
trend_sma_slow,P80_short,154.334,554,fwd_5d,-0.1291,48.63,-0.722,short,TTWO
trend_sma_slow,P90_short,167.4625,277,fwd_1d,-0.1098,50.72,-0.875,short,TTWO
trend_sma_slow,P90_short,167.4625,277,fwd_2d,-0.2313,49.82,-1.297,short,TTWO
trend_sma_slow,P90_short,167.4625,277,fwd_3d,-0.3195,51.09,-1.491,short,TTWO
trend_sma_slow,P90_short,167.4625,277,fwd_5d,-0.5404,46.69,-1.989,short,TTWO
trend_ema_fast,P10_long,26.0781,277,fwd_1d,0.216,51.62,1.531,long,TTWO
trend_ema_fast,P10_long,26.0781,277,fwd_2d,0.4342,55.6,2.325,long,TTWO
trend_ema_fast,P10_long,26.0781,277,fwd_3d,0.6684,58.48,2.997,long,TTWO
trend_ema_fast,P10_long,26.0781,277,fwd_5d,1.0973,59.93,4.014,long,TTWO
trend_ema_fast,P20_long,35.4957,554,fwd_1d,0.2,51.62,2.246,long,TTWO
trend_ema_fast,P20_long,35.4957,554,fwd_2d,0.3879,56.68,3.247,long,TTWO
trend_ema_fast,P20_long,35.4957,554,fwd_3d,0.553,58.84,3.897,long,TTWO
trend_ema_fast,P20_long,35.4957,554,fwd_5d,0.8657,58.48,4.945,long,TTWO
trend_ema_fast,P80_short,154.0007,554,fwd_1d,-0.0234,50.63,-0.277,short,TTWO
trend_ema_fast,P80_short,154.0007,554,fwd_2d,-0.0528,47.64,-0.435,short,TTWO
trend_ema_fast,P80_short,154.0007,554,fwd_3d,-0.0889,49.36,-0.612,short,TTWO
trend_ema_fast,P80_short,154.0007,554,fwd_5d,-0.1936,47.91,-1.083,short,TTWO
trend_ema_fast,P90_short,168.141,277,fwd_1d,-0.1408,49.28,-1.148,short,TTWO
trend_ema_fast,P90_short,168.141,277,fwd_2d,-0.3013,49.82,-1.735,short,TTWO
trend_ema_fast,P90_short,168.141,277,fwd_3d,-0.4621,50.0,-2.223,short,TTWO
trend_ema_fast,P90_short,168.141,277,fwd_5d,-0.7823,44.85,-2.959,short,TTWO
trend_ema_slow,P10_long,26.0401,277,fwd_1d,0.208,51.62,1.47,long,TTWO
trend_ema_slow,P10_long,26.0401,277,fwd_2d,0.4292,55.6,2.281,long,TTWO
trend_ema_slow,P10_long,26.0401,277,fwd_3d,0.6554,58.12,2.933,long,TTWO
trend_ema_slow,P10_long,26.0401,277,fwd_5d,1.068,59.93,3.936,long,TTWO
trend_ema_slow,P20_long,35.2023,554,fwd_1d,0.1659,51.08,1.87,long,TTWO
trend_ema_slow,P20_long,35.2023,554,fwd_2d,0.3263,55.96,2.726,long,TTWO
trend_ema_slow,P20_long,35.2023,554,fwd_3d,0.4792,57.94,3.364,long,TTWO
trend_ema_slow,P20_long,35.2023,554,fwd_5d,0.791,57.58,4.541,long,TTWO
trend_ema_slow,P80_short,154.2294,554,fwd_1d,-0.0518,49.91,-0.618,short,TTWO
trend_ema_slow,P80_short,154.2294,554,fwd_2d,-0.1022,48.01,-0.849,short,TTWO
trend_ema_slow,P80_short,154.2294,554,fwd_3d,-0.1486,49.18,-1.028,short,TTWO
trend_ema_slow,P80_short,154.2294,554,fwd_5d,-0.2427,47.91,-1.346,short,TTWO
trend_ema_slow,P90_short,166.9572,277,fwd_1d,-0.1288,49.64,-1.049,short,TTWO
trend_ema_slow,P90_short,166.9572,277,fwd_2d,-0.2612,50.18,-1.496,short,TTWO
trend_ema_slow,P90_short,166.9572,277,fwd_3d,-0.3695,51.46,-1.759,short,TTWO
trend_ema_slow,P90_short,166.9572,277,fwd_5d,-0.5231,47.79,-1.928,short,TTWO
trend_vortex_ind_pos,P10_long,0.7883,277,fwd_1d,0.3789,58.12,2.416,long,TTWO
trend_vortex_ind_pos,P10_long,0.7883,277,fwd_2d,0.815,61.73,3.796,long,TTWO
trend_vortex_ind_pos,P10_long,0.7883,277,fwd_3d,1.1248,63.18,4.422,long,TTWO
trend_vortex_ind_pos,P10_long,0.7883,277,fwd_5d,1.4982,64.62,4.787,long,TTWO
trend_vortex_ind_pos,P20_long,0.8631,554,fwd_1d,0.2918,55.78,2.789,long,TTWO
trend_vortex_ind_pos,P20_long,0.8631,554,fwd_2d,0.526,57.87,3.703,long,TTWO
trend_vortex_ind_pos,P20_long,0.8631,554,fwd_3d,0.6939,59.13,4.043,long,TTWO
trend_vortex_ind_pos,P20_long,0.8631,554,fwd_5d,1.0187,59.67,4.913,long,TTWO
trend_vortex_ind_pos,P80_short,1.1332,554,fwd_1d,-0.0676,50.54,-0.924,short,TTWO
trend_vortex_ind_pos,P80_short,1.1332,554,fwd_2d,-0.0626,49.64,-0.635,short,TTWO
trend_vortex_ind_pos,P80_short,1.1332,554,fwd_3d,0.0751,53.07,0.639,short,TTWO
trend_vortex_ind_pos,P80_short,1.1332,554,fwd_5d,0.2646,55.6,1.68,short,TTWO
trend_vortex_ind_pos,P90_short,1.1971,277,fwd_1d,0.0324,51.99,0.333,short,TTWO
trend_vortex_ind_pos,P90_short,1.1971,277,fwd_2d,0.1062,51.62,0.818,short,TTWO
trend_vortex_ind_pos,P90_short,1.1971,277,fwd_3d,0.1532,55.96,0.953,short,TTWO
trend_vortex_ind_pos,P90_short,1.1971,277,fwd_5d,0.5335,58.12,2.462,short,TTWO
trend_vortex_ind_neg,P10_long,0.7261,277,fwd_1d,0.0777,49.82,0.717,long,TTWO
trend_vortex_ind_neg,P10_long,0.7261,277,fwd_2d,0.0905,49.1,0.628,long,TTWO
trend_vortex_ind_neg,P10_long,0.7261,277,fwd_3d,0.1646,51.99,0.955,long,TTWO
trend_vortex_ind_neg,P10_long,0.7261,277,fwd_5d,0.6077,56.68,2.845,long,TTWO
trend_vortex_ind_neg,P20_long,0.7984,554,fwd_1d,-0.007,51.62,-0.087,long,TTWO
trend_vortex_ind_neg,P20_long,0.7984,554,fwd_2d,0.0813,50.0,0.75,long,TTWO
trend_vortex_ind_neg,P20_long,0.7984,554,fwd_3d,0.2203,53.25,1.754,long,TTWO
trend_vortex_ind_neg,P20_long,0.7984,554,fwd_5d,0.4657,56.68,2.806,long,TTWO
trend_vortex_ind_neg,P80_short,1.0629,554,fwd_1d,0.2547,57.04,2.691,short,TTWO
trend_vortex_ind_neg,P80_short,1.0629,554,fwd_2d,0.527,59.03,3.939,short,TTWO
trend_vortex_ind_neg,P80_short,1.0629,554,fwd_3d,0.7259,59.93,4.406,short,TTWO
trend_vortex_ind_neg,P80_short,1.0629,554,fwd_5d,1.1743,61.37,5.864,short,TTWO
trend_vortex_ind_neg,P90_short,1.1312,277,fwd_1d,0.3464,58.48,2.263,short,TTWO
trend_vortex_ind_neg,P90_short,1.1312,277,fwd_2d,0.741,61.73,3.64,short,TTWO
trend_vortex_ind_neg,P90_short,1.1312,277,fwd_3d,1.1138,62.82,4.585,short,TTWO
trend_vortex_ind_neg,P90_short,1.1312,277,fwd_5d,1.3105,64.26,4.382,short,TTWO
trend_vortex_ind_diff,P10_long,-0.325,277,fwd_1d,0.4306,61.01,2.79,long,TTWO
trend_vortex_ind_diff,P10_long,-0.325,277,fwd_2d,0.8626,63.54,4.278,long,TTWO
trend_vortex_ind_diff,P10_long,-0.325,277,fwd_3d,1.2226,63.9,5.009,long,TTWO
trend_vortex_ind_diff,P10_long,-0.325,277,fwd_5d,1.4428,64.62,4.734,long,TTWO
trend_vortex_ind_diff,P20_long,-0.1922,554,fwd_1d,0.2218,55.96,2.259,long,TTWO
trend_vortex_ind_diff,P20_long,-0.1922,554,fwd_2d,0.4656,57.69,3.356,long,TTWO
trend_vortex_ind_diff,P20_long,-0.1922,554,fwd_3d,0.669,58.95,4.033,long,TTWO
trend_vortex_ind_diff,P20_long,-0.1922,554,fwd_5d,1.1026,60.94,5.486,long,TTWO
trend_vortex_ind_diff,P80_short,0.3252,554,fwd_1d,0.0084,52.71,0.106,short,TTWO
trend_vortex_ind_diff,P80_short,0.3252,554,fwd_2d,0.0384,50.36,0.36,short,TTWO
trend_vortex_ind_diff,P80_short,0.3252,554,fwd_3d,0.1967,54.33,1.56,short,TTWO
trend_vortex_ind_diff,P80_short,0.3252,554,fwd_5d,0.3845,55.6,2.321,short,TTWO
trend_vortex_ind_diff,P90_short,0.4527,277,fwd_1d,0.0085,51.99,0.083,short,TTWO
trend_vortex_ind_diff,P90_short,0.4527,277,fwd_2d,0.0191,50.9,0.145,short,TTWO
trend_vortex_ind_diff,P90_short,0.4527,277,fwd_3d,0.1043,54.15,0.685,short,TTWO
trend_vortex_ind_diff,P90_short,0.4527,277,fwd_5d,0.3991,56.32,2.066,short,TTWO
trend_trix,P10_long,-0.2643,277,fwd_1d,0.2043,53.79,1.377,long,TTWO
trend_trix,P10_long,-0.2643,277,fwd_2d,0.4106,56.68,1.986,long,TTWO
trend_trix,P10_long,-0.2643,277,fwd_3d,0.5643,55.96,2.28,long,TTWO
trend_trix,P10_long,-0.2643,277,fwd_5d,0.8654,57.04,2.784,long,TTWO
trend_trix,P20_long,-0.1453,554,fwd_1d,0.2446,55.05,2.263,long,TTWO
trend_trix,P20_long,-0.1453,554,fwd_2d,0.469,56.5,3.287,long,TTWO
trend_trix,P20_long,-0.1453,554,fwd_3d,0.6571,57.94,3.893,long,TTWO
trend_trix,P20_long,-0.1453,554,fwd_5d,0.9846,58.84,4.621,long,TTWO
trend_trix,P80_short,0.3235,554,fwd_1d,0.0721,50.18,0.95,short,TTWO
trend_trix,P80_short,0.3235,554,fwd_2d,0.1248,51.62,1.166,short,TTWO
trend_trix,P80_short,0.3235,554,fwd_3d,0.1728,55.6,1.336,short,TTWO
trend_trix,P80_short,0.3235,554,fwd_5d,0.2561,56.5,1.624,short,TTWO
trend_trix,P90_short,0.4053,277,fwd_1d,0.0304,48.74,0.267,short,TTWO
trend_trix,P90_short,0.4053,277,fwd_2d,0.0327,48.01,0.206,short,TTWO
trend_trix,P90_short,0.4053,277,fwd_3d,0.0437,51.62,0.223,short,TTWO
trend_trix,P90_short,0.4053,277,fwd_5d,0.1881,52.35,0.783,short,TTWO
trend_mass_index,P10_long,23.7956,277,fwd_1d,-0.0066,51.26,-0.052,long,TTWO
trend_mass_index,P10_long,23.7956,277,fwd_2d,-0.0748,47.65,-0.416,long,TTWO
trend_mass_index,P10_long,23.7956,277,fwd_3d,-0.1151,47.29,-0.568,long,TTWO
trend_mass_index,P10_long,23.7956,277,fwd_5d,-0.1038,46.21,-0.383,long,TTWO
trend_mass_index,P20_long,24.1392,554,fwd_1d,-0.0029,50.9,-0.035,long,TTWO
trend_mass_index,P20_long,24.1392,554,fwd_2d,0.037,50.36,0.314,long,TTWO
trend_mass_index,P20_long,24.1392,554,fwd_3d,0.0417,50.18,0.289,long,TTWO
trend_mass_index,P20_long,24.1392,554,fwd_5d,0.2377,53.43,1.328,long,TTWO
trend_mass_index,P80_short,25.8362,554,fwd_1d,0.23,54.33,2.258,short,TTWO
trend_mass_index,P80_short,25.8362,554,fwd_2d,0.4261,57.94,3.329,short,TTWO
trend_mass_index,P80_short,25.8362,554,fwd_3d,0.596,61.37,3.911,short,TTWO
trend_mass_index,P80_short,25.8362,554,fwd_5d,0.9268,63.0,4.889,short,TTWO
trend_mass_index,P90_short,26.2499,277,fwd_1d,0.19,53.43,1.207,short,TTWO
trend_mass_index,P90_short,26.2499,277,fwd_2d,0.4086,55.6,2.075,short,TTWO
trend_mass_index,P90_short,26.2499,277,fwd_3d,0.6568,61.37,2.805,short,TTWO
trend_mass_index,P90_short,26.2499,277,fwd_5d,0.8588,66.43,3.158,short,TTWO
trend_dpo,P10_long,-3.4955,276,fwd_1d,-0.072,50.0,-0.597,long,TTWO
