indicator,signal,threshold,n_signals,horizon,avg_return_pct,win_rate,t_stat,direction,ticker
volatility_bbh,P20_long,17.7255,554,fwd_3d,0.4147,56.86,3.509,long,BAC
volatility_bbh,P20_long,17.7255,554,fwd_5d,0.7127,57.04,4.686,long,BAC
volatility_bbh,P80_short,38.0097,554,fwd_1d,0.0164,49.55,0.193,short,BAC
volatility_bbh,P80_short,38.0097,554,fwd_2d,0.003,51.09,0.027,short,BAC
volatility_bbh,P80_short,38.0097,554,fwd_3d,0.0218,50.45,0.167,short,BAC
volatility_bbh,P80_short,38.0097,554,fwd_5d,0.0388,51.73,0.229,short,BAC
volatility_bbh,P90_short,42.6416,277,fwd_1d,-0.0769,46.38,-0.74,short,BAC
volatility_bbh,P90_short,42.6416,277,fwd_2d,-0.1257,47.64,-0.815,short,BAC
volatility_bbh,P90_short,42.6416,277,fwd_3d,-0.171,47.08,-0.914,short,BAC
volatility_bbh,P90_short,42.6416,277,fwd_5d,-0.3029,47.06,-1.235,short,BAC
volatility_bbl,P10_long,15.0526,277,fwd_1d,0.1028,53.79,0.906,long,BAC
volatility_bbl,P10_long,15.0526,277,fwd_2d,0.2081,55.23,1.309,long,BAC
volatility_bbl,P10_long,15.0526,277,fwd_3d,0.3197,55.6,1.649,long,BAC
volatility_bbl,P10_long,15.0526,277,fwd_5d,0.6241,56.32,2.599,long,BAC
volatility_bbl,P20_long,16.1238,554,fwd_1d,0.1642,53.25,2.254,long,BAC
volatility_bbl,P20_long,16.1238,554,fwd_2d,0.3125,55.23,3.04,long,BAC
volatility_bbl,P20_long,16.1238,554,fwd_3d,0.4495,57.4,3.65,long,BAC
volatility_bbl,P20_long,16.1238,554,fwd_5d,0.7058,57.04,4.429,long,BAC
volatility_bbl,P80_short,33.4394,554,fwd_1d,-0.0243,48.46,-0.346,short,BAC
volatility_bbl,P80_short,33.4394,554,fwd_2d,-0.042,49.64,-0.404,short,BAC
volatility_bbl,P80_short,33.4394,554,fwd_3d,-0.0524,48.82,-0.41,short,BAC
volatility_bbl,P80_short,33.4394,554,fwd_5d,-0.0966,49.54,-0.578,short,BAC
volatility_bbl,P90_short,38.3793,277,fwd_1d,-0.0209,47.1,-0.197,short,BAC
volatility_bbl,P90_short,38.3793,277,fwd_2d,-0.064,49.09,-0.411,short,BAC
volatility_bbl,P90_short,38.3793,277,fwd_3d,-0.0903,48.18,-0.481,short,BAC
volatility_bbl,P90_short,38.3793,277,fwd_5d,-0.1315,47.43,-0.531,short,BAC
volatility_bbw,P10_long,5.326,277,fwd_1d,-0.0163,44.4,-0.194,long,BAC
volatility_bbw,P10_long,5.326,277,fwd_2d,-0.0633,45.85,-0.497,long,BAC
volatility_bbw,P10_long,5.326,277,fwd_3d,-0.1264,46.57,-0.781,long,BAC
volatility_bbw,P10_long,5.326,277,fwd_5d,-0.0883,49.1,-0.404,long,BAC
volatility_bbw,P20_long,6.7255,554,fwd_1d,-0.0763,45.85,-1.231,long,BAC
volatility_bbw,P20_long,6.7255,554,fwd_2d,-0.1058,48.74,-1.153,long,BAC
volatility_bbw,P20_long,6.7255,554,fwd_3d,-0.1084,49.64,-0.94,long,BAC
volatility_bbw,P20_long,6.7255,554,fwd_5d,-0.0456,51.08,-0.301,long,BAC
volatility_bbw,P80_short,15.7013,554,fwd_1d,0.1056,50.9,0.877,short,BAC
volatility_bbw,P80_short,15.7013,554,fwd_2d,0.1916,51.99,1.246,short,BAC
volatility_bbw,P80_short,15.7013,554,fwd_3d,0.3116,51.81,1.661,short,BAC
volatility_bbw,P80_short,15.7013,554,fwd_5d,0.4477,55.6,1.973,short,BAC
volatility_bbw,P90_short,20.2694,277,fwd_1d,-0.0237,51.99,-0.114,short,BAC
volatility_bbw,P90_short,20.2694,277,fwd_2d,-0.091,48.38,-0.36,short,BAC
volatility_bbw,P90_short,20.2694,277,fwd_3d,-0.07,46.21,-0.227,short,BAC
volatility_bbw,P90_short,20.2694,277,fwd_5d,0.0625,53.79,0.168,short,BAC
volatility_bbp,P10_long,0.0812,277,fwd_1d,-0.0271,52.35,-0.165,long,BAC
volatility_bbp,P10_long,0.0812,277,fwd_2d,-0.0377,57.04,-0.178,long,BAC
volatility_bbp,P10_long,0.0812,277,fwd_3d,0.1045,54.51,0.43,long,BAC
volatility_bbp,P10_long,0.0812,277,fwd_5d,0.3126,57.04,1.025,long,BAC
volatility_bbp,P20_long,0.22,554,fwd_1d,-0.0295,51.81,-0.266,long,BAC
volatility_bbp,P20_long,0.22,554,fwd_2d,-0.0268,55.15,-0.188,long,BAC
volatility_bbp,P20_long,0.22,554,fwd_3d,0.0874,54.97,0.5,long,BAC
volatility_bbp,P20_long,0.22,554,fwd_5d,0.2764,56.24,1.319,long,BAC
volatility_bbp,P80_short,0.8565,554,fwd_1d,0.135,49.82,2.166,short,BAC
volatility_bbp,P80_short,0.8565,554,fwd_2d,0.1457,53.43,1.571,short,BAC
volatility_bbp,P80_short,0.8565,554,fwd_3d,0.1764,54.33,1.511,short,BAC
volatility_bbp,P80_short,0.8565,554,fwd_5d,0.1975,54.51,1.393,short,BAC
volatility_bbp,P90_short,0.9499,277,fwd_1d,0.1056,48.38,1.312,short,BAC
volatility_bbp,P90_short,0.9499,277,fwd_2d,0.1206,51.62,1.029,short,BAC
volatility_bbp,P90_short,0.9499,277,fwd_3d,0.1318,55.96,0.856,short,BAC
volatility_bbp,P90_short,0.9499,277,fwd_5d,0.0355,55.23,0.205,short,BAC
volatility_bbhi,P80_short,0.0,178,fwd_1d,0.1416,48.31,1.303,short,BAC
volatility_bbhi,P80_short,0.0,178,fwd_2d,0.1486,52.81,1.015,short,BAC
volatility_bbhi,P80_short,0.0,178,fwd_3d,0.1382,54.49,0.68,short,BAC
volatility_bbhi,P80_short,0.0,178,fwd_5d,0.0276,55.06,0.118,short,BAC
volatility_bbhi,P90_short,0.0,178,fwd_1d,0.1416,48.31,1.303,short,BAC
volatility_bbhi,P90_short,0.0,178,fwd_2d,0.1486,52.81,1.015,short,BAC
volatility_bbhi,P90_short,0.0,178,fwd_3d,0.1382,54.49,0.68,short,BAC
volatility_bbhi,P90_short,0.0,178,fwd_5d,0.0276,55.06,0.118,short,BAC
volatility_bbli,P80_short,0.0,148,fwd_1d,-0.1789,50.0,-0.898,short,BAC
volatility_bbli,P80_short,0.0,148,fwd_2d,-0.0459,55.41,-0.173,short,BAC
volatility_bbli,P80_short,0.0,148,fwd_3d,0.0279,54.73,0.089,short,BAC
volatility_bbli,P80_short,0.0,148,fwd_5d,0.1935,52.7,0.517,short,BAC
volatility_bbli,P90_short,0.0,148,fwd_1d,-0.1789,50.0,-0.898,short,BAC
volatility_bbli,P90_short,0.0,148,fwd_2d,-0.0459,55.41,-0.173,short,BAC
volatility_bbli,P90_short,0.0,148,fwd_3d,0.0279,54.73,0.089,short,BAC
volatility_bbli,P90_short,0.0,148,fwd_5d,0.1935,52.7,0.517,short,BAC
volatility_kcc,P10_long,15.6427,277,fwd_1d,0.18,55.6,1.623,long,BAC
volatility_kcc,P10_long,15.6427,277,fwd_2d,0.331,57.76,2.095,long,BAC
volatility_kcc,P10_long,15.6427,277,fwd_3d,0.4852,58.84,2.548,long,BAC
volatility_kcc,P10_long,15.6427,277,fwd_5d,0.7827,58.12,3.339,long,BAC
volatility_kcc,P20_long,16.9455,554,fwd_1d,0.1329,53.25,1.837,long,BAC
volatility_kcc,P20_long,16.9455,554,fwd_2d,0.2628,55.78,2.59,long,BAC
volatility_kcc,P20_long,16.9455,554,fwd_3d,0.4145,57.94,3.376,long,BAC
volatility_kcc,P20_long,16.9455,554,fwd_5d,0.6816,57.04,4.288,long,BAC
volatility_kcc,P80_short,35.5976,554,fwd_1d,-0.0078,49.01,-0.11,short,BAC
volatility_kcc,P80_short,35.5976,554,fwd_2d,-0.0164,50.18,-0.157,short,BAC
volatility_kcc,P80_short,35.5976,554,fwd_3d,-0.0211,49.36,-0.165,short,BAC
volatility_kcc,P80_short,35.5976,554,fwd_5d,-0.0271,50.82,-0.162,short,BAC
volatility_kcc,P90_short,40.4822,277,fwd_1d,-0.0921,45.65,-0.893,short,BAC
volatility_kcc,P90_short,40.4822,277,fwd_2d,-0.1764,46.18,-1.16,short,BAC
volatility_kcc,P90_short,40.4822,277,fwd_3d,-0.2102,45.26,-1.152,short,BAC
volatility_kcc,P90_short,40.4822,277,fwd_5d,-0.3074,46.32,-1.277,short,BAC
volatility_kch,P10_long,15.9155,277,fwd_1d,0.1364,54.87,1.234,long,BAC
volatility_kch,P10_long,15.9155,277,fwd_2d,0.3095,57.76,1.984,long,BAC
volatility_kch,P10_long,15.9155,277,fwd_3d,0.4678,58.84,2.499,long,BAC
volatility_kch,P10_long,15.9155,277,fwd_5d,0.7419,57.76,3.248,long,BAC
volatility_kch,P20_long,17.2239,554,fwd_1d,0.1216,52.89,1.694,long,BAC
volatility_kch,P20_long,17.2239,554,fwd_2d,0.2522,55.6,2.485,long,BAC
volatility_kch,P20_long,17.2239,554,fwd_3d,0.3924,57.4,3.183,long,BAC
volatility_kch,P20_long,17.2239,554,fwd_5d,0.6738,57.04,4.229,long,BAC
volatility_kch,P80_short,36.3668,554,fwd_1d,-0.0016,48.82,-0.023,short,BAC
volatility_kch,P80_short,36.3668,554,fwd_2d,0.0,50.54,0.0,short,BAC
volatility_kch,P80_short,36.3668,554,fwd_3d,0.0019,49.73,0.014,short,BAC
volatility_kch,P80_short,36.3668,554,fwd_5d,0.0059,51.37,0.035,short,BAC
volatility_kch,P90_short,41.3149,277,fwd_1d,-0.0825,46.01,-0.801,short,BAC
volatility_kch,P90_short,41.3149,277,fwd_2d,-0.1613,46.18,-1.066,short,BAC
volatility_kch,P90_short,41.3149,277,fwd_3d,-0.2043,45.26,-1.122,short,BAC
volatility_kch,P90_short,41.3149,277,fwd_5d,-0.2957,46.32,-1.235,short,BAC
volatility_kcl,P10_long,15.39,277,fwd_1d,0.1309,54.15,1.158,long,BAC
volatility_kcl,P10_long,15.39,277,fwd_2d,0.2771,57.4,1.729,long,BAC
volatility_kcl,P10_long,15.39,277,fwd_3d,0.4302,58.12,2.221,long,BAC
volatility_kcl,P10_long,15.39,277,fwd_5d,0.7462,58.48,3.142,long,BAC
volatility_kcl,P20_long,16.6495,554,fwd_1d,0.1496,53.43,2.056,long,BAC
volatility_kcl,P20_long,16.6495,554,fwd_2d,0.3008,56.14,2.92,long,BAC
volatility_kcl,P20_long,16.6495,554,fwd_3d,0.4404,58.12,3.539,long,BAC
volatility_kcl,P20_long,16.6495,554,fwd_5d,0.713,57.22,4.454,long,BAC
volatility_kcl,P80_short,34.8474,554,fwd_1d,-0.0147,48.82,-0.207,short,BAC
volatility_kcl,P80_short,34.8474,554,fwd_2d,-0.0379,49.82,-0.363,short,BAC
volatility_kcl,P80_short,34.8474,554,fwd_3d,-0.0433,49.18,-0.338,short,BAC
volatility_kcl,P80_short,34.8474,554,fwd_5d,-0.0618,50.27,-0.37,short,BAC
volatility_kcl,P90_short,39.5432,277,fwd_1d,-0.0977,45.65,-0.943,short,BAC
volatility_kcl,P90_short,39.5432,277,fwd_2d,-0.1769,46.18,-1.168,short,BAC
volatility_kcl,P90_short,39.5432,277,fwd_3d,-0.2514,44.89,-1.376,short,BAC
volatility_kcl,P90_short,39.5432,277,fwd_5d,-0.3363,45.96,-1.397,short,BAC
volatility_kcw,P10_long,2.829,277,fwd_1d,0.0422,52.35,0.537,long,BAC
volatility_kcw,P10_long,2.829,277,fwd_2d,0.0213,51.26,0.185,long,BAC
volatility_kcw,P10_long,2.829,277,fwd_3d,0.0182,51.62,0.133,long,BAC
volatility_kcw,P10_long,2.829,277,fwd_5d,-0.116,51.62,-0.608,long,BAC
volatility_kcw,P20_long,3.1375,554,fwd_1d,-0.0209,48.56,-0.379,long,BAC
volatility_kcw,P20_long,3.1375,554,fwd_2d,-0.0574,49.82,-0.706,long,BAC
volatility_kcw,P20_long,3.1375,554,fwd_3d,-0.0869,51.44,-0.88,long,BAC
volatility_kcw,P20_long,3.1375,554,fwd_5d,-0.1082,51.62,-0.801,long,BAC
volatility_kcw,P80_short,5.1239,554,fwd_1d,0.0723,48.74,0.573,short,BAC
volatility_kcw,P80_short,5.1239,554,fwd_2d,0.1573,52.71,0.971,short,BAC
volatility_kcw,P80_short,5.1239,554,fwd_3d,0.2775,52.89,1.408,short,BAC
volatility_kcw,P80_short,5.1239,554,fwd_5d,0.4586,55.78,1.938,short,BAC
volatility_kcw,P90_short,5.9979,277,fwd_1d,0.1478,50.9,0.677,short,BAC
volatility_kcw,P90_short,5.9979,277,fwd_2d,0.2249,51.99,0.834,short,BAC
volatility_kcw,P90_short,5.9979,277,fwd_3d,0.2974,51.62,0.905,short,BAC
volatility_kcw,P90_short,5.9979,277,fwd_5d,0.6154,55.23,1.57,short,BAC
volatility_kcp,P10_long,-0.311,277,fwd_1d,-0.0656,51.62,-0.388,long,BAC
volatility_kcp,P10_long,-0.311,277,fwd_2d,-0.1435,54.51,-0.695,long,BAC
volatility_kcp,P10_long,-0.311,277,fwd_3d,-0.2042,53.43,-0.827,long,BAC
volatility_kcp,P10_long,-0.311,277,fwd_5d,-0.3311,53.79,-1.08,long,BAC
volatility_kcp,P20_long,0.015,554,fwd_1d,0.0178,52.17,0.169,long,BAC
volatility_kcp,P20_long,0.015,554,fwd_2d,-0.0307,54.15,-0.223,long,BAC
volatility_kcp,P20_long,0.015,554,fwd_3d,-0.0207,52.89,-0.121,long,BAC
volatility_kcp,P20_long,0.015,554,fwd_5d,0.0183,52.71,0.087,long,BAC
volatility_kcp,P80_short,1.1609,554,fwd_1d,0.1333,50.9,2.095,short,BAC
volatility_kcp,P80_short,1.1609,554,fwd_2d,0.1059,53.97,1.107,short,BAC
volatility_kcp,P80_short,1.1609,554,fwd_3d,0.1481,53.43,1.3,short,BAC
volatility_kcp,P80_short,1.1609,554,fwd_5d,0.1501,54.15,1.126,short,BAC
volatility_kcp,P90_short,1.4436,277,fwd_1d,0.1533,48.74,1.65,short,BAC
volatility_kcp,P90_short,1.4436,277,fwd_2d,0.1572,53.07,1.156,short,BAC
volatility_kcp,P90_short,1.4436,277,fwd_3d,0.1733,51.99,1.051,short,BAC
volatility_kcp,P90_short,1.4436,277,fwd_5d,0.2343,57.76,1.254,short,BAC
volatility_kcli,P80_short,0.0,540,fwd_1d,0.0096,51.85,0.089,short,BAC
volatility_kcli,P80_short,0.0,540,fwd_2d,-0.0357,54.26,-0.254,short,BAC
volatility_kcli,P80_short,0.0,540,fwd_3d,-0.0166,52.78,-0.095,short,BAC
volatility_kcli,P80_short,0.0,540,fwd_5d,0.0348,52.59,0.162,short,BAC
volatility_dcl,P10_long,14.84,259,fwd_1d,0.1467,54.44,1.194,long,BAC
volatility_dcl,P10_long,14.84,259,fwd_2d,0.3022,56.76,1.736,long,BAC
volatility_dcl,P10_long,14.84,259,fwd_3d,0.4401,57.14,2.107,long,BAC
volatility_dcl,P10_long,14.84,259,fwd_5d,0.6893,56.37,2.737,long,BAC
volatility_dcl,P20_long,16.084,554,fwd_1d,0.1291,52.35,1.77,long,BAC
volatility_dcl,P20_long,16.084,554,fwd_2d,0.2687,55.42,2.623,long,BAC
volatility_dcl,P20_long,16.084,554,fwd_3d,0.3806,57.04,3.089,long,BAC
volatility_dcl,P20_long,16.084,554,fwd_5d,0.6105,56.32,3.873,long,BAC
volatility_dcl,P80_short,32.96,547,fwd_1d,-0.0168,48.72,-0.24,short,BAC
volatility_dcl,P80_short,32.96,547,fwd_2d,-0.0165,50.28,-0.16,short,BAC
volatility_dcl,P80_short,32.96,547,fwd_3d,-0.0303,49.26,-0.239,short,BAC
volatility_dcl,P80_short,32.96,547,fwd_5d,-0.0596,50.0,-0.357,short,BAC
volatility_dcl,P90_short,38.043,277,fwd_1d,-0.0274,47.1,-0.257,short,BAC
volatility_dcl,P90_short,38.043,277,fwd_2d,-0.0492,48.36,-0.313,short,BAC
volatility_dcl,P90_short,38.043,277,fwd_3d,-0.1005,47.81,-0.534,short,BAC
volatility_dcl,P90_short,38.043,277,fwd_5d,-0.1801,47.79,-0.72,short,BAC
volatility_dch,P10_long,16.46,274,fwd_1d,0.177,55.84,1.685,long,BAC
volatility_dch,P10_long,16.46,274,fwd_2d,0.3474,56.2,2.316,long,BAC
volatility_dch,P10_long,16.46,274,fwd_3d,0.4935,57.3,2.728,long,BAC
volatility_dch,P10_long,16.46,274,fwd_5d,0.8953,58.39,4.065,long,BAC
volatility_dch,P20_long,17.714,554,fwd_1d,0.1322,52.53,1.914,long,BAC
volatility_dch,P20_long,17.714,554,fwd_2d,0.2706,55.23,2.787,long,BAC
volatility_dch,P20_long,17.714,554,fwd_3d,0.4084,56.68,3.528,long,BAC
volatility_dch,P20_long,17.714,554,fwd_5d,0.6905,56.68,4.601,long,BAC
volatility_dch,P80_short,37.53,547,fwd_1d,0.0217,49.63,0.308,short,BAC
volatility_dch,P80_short,37.53,547,fwd_2d,0.0481,51.56,0.468,short,BAC
volatility_dch,P80_short,37.53,547,fwd_3d,0.0846,50.92,0.674,short,BAC
volatility_dch,P80_short,37.53,547,fwd_5d,0.1267,52.4,0.771,short,BAC
volatility_dch,P90_short,42.84,269,fwd_1d,-0.092,45.52,-0.87,short,BAC
volatility_dch,P90_short,42.84,269,fwd_2d,-0.1811,46.82,-1.163,short,BAC
volatility_dch,P90_short,42.84,269,fwd_3d,-0.2526,46.62,-1.357,short,BAC
volatility_dch,P90_short,42.84,269,fwd_5d,-0.3687,47.35,-1.494,short,BAC
volatility_dcm,P10_long,15.675,275,fwd_1d,0.2002,55.27,1.809,long,BAC
volatility_dcm,P10_long,15.675,275,fwd_2d,0.4106,58.55,2.638,long,BAC
volatility_dcm,P10_long,15.675,275,fwd_3d,0.5972,59.64,3.178,long,BAC
volatility_dcm,P10_long,15.675,275,fwd_5d,0.9866,59.64,4.287,long,BAC
volatility_dcm,P20_long,16.825,552,fwd_1d,0.1331,52.36,1.867,long,BAC
volatility_dcm,P20_long,16.825,552,fwd_2d,0.2596,55.25,2.579,long,BAC
volatility_dcm,P20_long,16.825,552,fwd_3d,0.3736,56.7,3.078,long,BAC
volatility_dcm,P20_long,16.825,552,fwd_5d,0.6118,55.98,3.874,long,BAC
volatility_dcm,P80_short,35.03,553,fwd_1d,-0.0157,48.55,-0.221,short,BAC
volatility_dcm,P80_short,35.03,553,fwd_2d,-0.0276,50.09,-0.265,short,BAC
volatility_dcm,P80_short,35.03,553,fwd_3d,-0.0334,49.27,-0.261,short,BAC
volatility_dcm,P80_short,35.03,553,fwd_5d,-0.0395,50.36,-0.236,short,BAC
volatility_dcm,P90_short,40.175,276,fwd_1d,-0.0802,46.18,-0.746,short,BAC
volatility_dcm,P90_short,40.175,276,fwd_2d,-0.186,45.99,-1.186,short,BAC
volatility_dcm,P90_short,40.175,276,fwd_3d,-0.2914,45.05,-1.545,short,BAC
volatility_dcm,P90_short,40.175,276,fwd_5d,-0.4906,43.54,-1.965,short,BAC
volatility_dcw,P10_long,6.777,277,fwd_1d,0.0297,45.49,0.378,long,BAC
volatility_dcw,P10_long,6.777,277,fwd_2d,0.0533,48.01,0.464,long,BAC
volatility_dcw,P10_long,6.777,277,fwd_3d,0.0989,48.74,0.716,long,BAC
volatility_dcw,P10_long,6.777,277,fwd_5d,0.2789,54.15,1.485,long,BAC
volatility_dcw,P20_long,7.8699,554,fwd_1d,-0.0767,46.21,-1.264,long,BAC
volatility_dcw,P20_long,7.8699,554,fwd_2d,-0.1287,47.83,-1.479,long,BAC
volatility_dcw,P20_long,7.8699,554,fwd_3d,-0.1436,48.92,-1.363,long,BAC
volatility_dcw,P20_long,7.8699,554,fwd_5d,-0.0693,50.9,-0.502,long,BAC
volatility_dcw,P80_short,15.6704,554,fwd_1d,0.1338,51.08,1.094,short,BAC
volatility_dcw,P80_short,15.6704,554,fwd_2d,0.2043,52.53,1.308,short,BAC
volatility_dcw,P80_short,15.6704,554,fwd_3d,0.2396,50.72,1.255,short,BAC
volatility_dcw,P80_short,15.6704,554,fwd_5d,0.3563,54.87,1.539,short,BAC
volatility_dcw,P90_short,19.344,277,fwd_1d,0.1217,53.07,0.558,short,BAC
volatility_dcw,P90_short,19.344,277,fwd_2d,0.2833,54.15,1.059,short,BAC
volatility_dcw,P90_short,19.344,277,fwd_3d,0.4754,51.99,1.469,short,BAC
volatility_dcw,P90_short,19.344,277,fwd_5d,0.8282,60.65,2.159,short,BAC
volatility_dcp,P10_long,0.115,277,fwd_1d,-0.0056,51.62,-0.031,long,BAC
volatility_dcp,P10_long,0.115,277,fwd_2d,-0.005,53.79,-0.023,long,BAC
volatility_dcp,P10_long,0.115,277,fwd_3d,0.1269,53.43,0.477,long,BAC
volatility_dcp,P10_long,0.115,277,fwd_5d,0.4334,56.32,1.414,long,BAC
volatility_dcp,P20_long,0.2361,554,fwd_1d,-0.0145,51.62,-0.132,long,BAC
volatility_dcp,P20_long,0.2361,554,fwd_2d,0.0165,54.07,0.117,long,BAC
volatility_dcp,P20_long,0.2361,554,fwd_3d,0.1216,53.71,0.703,long,BAC
volatility_dcp,P20_long,0.2361,554,fwd_5d,0.4594,57.14,2.262,long,BAC
volatility_dcp,P80_short,0.8835,554,fwd_1d,0.1319,50.36,2.206,short,BAC
volatility_dcp,P80_short,0.8835,554,fwd_2d,0.1392,52.89,1.521,short,BAC
volatility_dcp,P80_short,0.8835,554,fwd_3d,0.2184,52.89,1.952,short,BAC
volatility_dcp,P80_short,0.8835,554,fwd_5d,0.3223,55.23,2.314,short,BAC
volatility_dcp,P90_short,0.9402,277,fwd_1d,0.0849,48.38,1.104,short,BAC
volatility_dcp,P90_short,0.9402,277,fwd_2d,0.0572,49.1,0.485,short,BAC
volatility_dcp,P90_short,0.9402,277,fwd_3d,0.096,50.18,0.62,short,BAC
volatility_dcp,P90_short,0.9402,277,fwd_5d,0.0821,53.07,0.45,short,BAC
volatility_atr,P10_long,0.3028,277,fwd_1d,0.1178,52.35,1.641,long,BAC
volatility_atr,P10_long,0.3028,277,fwd_2d,0.2038,53.43,2.048,long,BAC
volatility_atr,P10_long,0.3028,277,fwd_3d,0.3245,55.96,2.673,long,BAC
volatility_atr,P10_long,0.3028,277,fwd_5d,0.688,57.4,4.077,long,BAC
volatility_atr,P20_long,0.378,554,fwd_1d,0.0332,50.18,0.538,long,BAC
volatility_atr,P20_long,0.378,554,fwd_2d,0.0336,51.26,0.362,long,BAC
volatility_atr,P20_long,0.378,554,fwd_3d,0.0313,51.44,0.272,long,BAC
volatility_atr,P20_long,0.378,554,fwd_5d,0.1365,50.18,0.878,long,BAC
volatility_atr,P80_short,0.8971,554,fwd_1d,0.02,48.92,0.17,short,BAC
volatility_atr,P80_short,0.8971,554,fwd_2d,0.0563,52.17,0.373,short,BAC
volatility_atr,P80_short,0.8971,554,fwd_3d,0.0938,50.18,0.503,short,BAC
volatility_atr,P80_short,0.8971,554,fwd_5d,0.151,53.53,0.655,short,BAC
volatility_atr,P90_short,1.0756,277,fwd_1d,-0.1563,46.21,-0.76,short,BAC
volatility_atr,P90_short,1.0756,277,fwd_2d,-0.2308,49.46,-0.916,short,BAC
volatility_atr,P90_short,1.0756,277,fwd_3d,-0.3483,47.65,-1.136,short,BAC
volatility_atr,P90_short,1.0756,277,fwd_5d,-0.5071,46.93,-1.355,short,BAC
volatility_ui,P10_long,0.9483,277,fwd_1d,-0.0325,46.93,-0.423,long,BAC
volatility_ui,P10_long,0.9483,277,fwd_2d,0.0039,49.82,0.034,long,BAC
volatility_ui,P10_long,0.9483,277,fwd_3d,-0.0398,49.1,-0.291,long,BAC
volatility_ui,P10_long,0.9483,277,fwd_5d,-0.0565,53.43,-0.328,long,BAC
volatility_ui,P20_long,1.3491,554,fwd_1d,0.0758,49.64,1.293,long,BAC
volatility_ui,P20_long,1.3491,554,fwd_2d,0.1457,51.81,1.715,long,BAC
volatility_ui,P20_long,1.3491,554,fwd_3d,0.2043,52.53,2.0,long,BAC
volatility_ui,P20_long,1.3491,554,fwd_5d,0.3041,55.78,2.21,long,BAC
volatility_ui,P80_short,6.3663,554,fwd_1d,0.112,51.99,0.915,short,BAC
volatility_ui,P80_short,6.3663,554,fwd_2d,0.2438,54.51,1.568,short,BAC
volatility_ui,P80_short,6.3663,554,fwd_3d,0.3914,54.87,2.067,short,BAC
volatility_ui,P80_short,6.3663,554,fwd_5d,0.6815,57.94,2.924,short,BAC
volatility_ui,P90_short,8.6863,277,fwd_1d,0.1953,53.79,0.92,short,BAC
volatility_ui,P90_short,8.6863,277,fwd_2d,0.2974,54.15,1.154,short,BAC
volatility_ui,P90_short,8.6863,277,fwd_3d,0.39,54.87,1.256,short,BAC
volatility_ui,P90_short,8.6863,277,fwd_5d,0.778,58.84,2.069,short,BAC
trend_macd,P10_long,-0.5783,277,fwd_1d,0.0729,51.26,0.357,long,BAC
trend_macd,P10_long,-0.5783,277,fwd_2d,0.129,54.15,0.522,long,BAC
trend_macd,P10_long,-0.5783,277,fwd_3d,0.208,52.71,0.693,long,BAC
trend_macd,P10_long,-0.5783,277,fwd_5d,0.5551,58.48,1.51,long,BAC
trend_macd,P20_long,-0.3103,554,fwd_1d,0.1115,52.44,0.948,long,BAC
trend_macd,P20_long,-0.3103,554,fwd_2d,0.2092,53.62,1.411,long,BAC
trend_macd,P20_long,-0.3103,554,fwd_3d,0.3272,54.45,1.812,long,BAC
trend_macd,P20_long,-0.3103,554,fwd_5d,0.5027,57.74,2.24,long,BAC
trend_macd,P80_short,0.5365,554,fwd_1d,0.051,49.46,0.796,short,BAC
trend_macd,P80_short,0.5365,554,fwd_2d,0.0841,51.26,0.893,short,BAC
trend_macd,P80_short,0.5365,554,fwd_3d,0.0788,50.0,0.69,short,BAC
trend_macd,P80_short,0.5365,554,fwd_5d,0.0759,52.89,0.52,short,BAC
trend_macd,P90_short,0.7836,277,fwd_1d,0.0171,47.65,0.182,short,BAC
trend_macd,P90_short,0.7836,277,fwd_2d,0.0183,51.26,0.138,short,BAC
trend_macd,P90_short,0.7836,277,fwd_3d,0.0337,48.38,0.203,short,BAC
trend_macd,P90_short,0.7836,277,fwd_5d,0.0837,51.26,0.405,short,BAC
trend_macd_signal,P10_long,-0.5513,277,fwd_1d,0.1931,52.35,0.95,long,BAC
trend_macd_signal,P10_long,-0.5513,277,fwd_2d,0.3685,56.32,1.503,long,BAC
trend_macd_signal,P10_long,-0.5513,277,fwd_3d,0.5132,56.32,1.708,long,BAC
trend_macd_signal,P10_long,-0.5513,277,fwd_5d,0.7197,59.21,1.905,long,BAC
trend_macd_signal,P20_long,-0.3005,554,fwd_1d,0.0568,50.72,0.492,long,BAC
trend_macd_signal,P20_long,-0.3005,554,fwd_2d,0.1271,52.17,0.87,long,BAC
trend_macd_signal,P20_long,-0.3005,554,fwd_3d,0.2521,53.79,1.403,long,BAC
trend_macd_signal,P20_long,-0.3005,554,fwd_5d,0.5061,56.14,2.247,long,BAC
trend_macd_signal,P80_short,0.5116,554,fwd_1d,0.0212,50.54,0.312,short,BAC
trend_macd_signal,P80_short,0.5116,554,fwd_2d,0.0398,50.54,0.403,short,BAC
trend_macd_signal,P80_short,0.5116,554,fwd_3d,0.043,50.0,0.352,short,BAC
trend_macd_signal,P80_short,0.5116,554,fwd_5d,0.1341,53.25,0.848,short,BAC
trend_macd_signal,P90_short,0.7384,277,fwd_1d,-0.0032,49.46,-0.033,short,BAC
trend_macd_signal,P90_short,0.7384,277,fwd_2d,0.0011,49.82,0.008,short,BAC
trend_macd_signal,P90_short,0.7384,277,fwd_3d,0.0087,48.74,0.054,short,BAC
trend_macd_signal,P90_short,0.7384,277,fwd_5d,-0.0445,48.74,-0.21,short,BAC
