n_bets,n_wins,n_losses,win_rate,profit_factor,avg_win,avg_loss,ev_per_bet,total_pnl,bets_per_day,bets_per_year,avg_bars_held,n_years,setup,pt_sl
4950,1954,2996,39.5,0.97,693.4,-467.7,-9.36,-46343.21,1.7,619.0,4.6,8.0,ES/RSI(2)+BB(1.5)/15min,1.5:1
4587,1544,3043,33.7,1.01,936.97,-469.17,4.14,18988.73,1.57,574.0,5.7,8.0,ES/RSI(2)+BB(1.5)/15min,2:1
3096,1228,1868,39.7,0.98,681.4,-458.7,-6.49,-20102.49,1.06,387.0,4.1,8.0,ES/RSI(2)+BB(2.0)/15min,1.5:1
2977,1016,1961,34.1,1.02,908.7,-460.49,6.79,20210.8,1.02,373.0,5.2,8.0,ES/RSI(2)+BB(2.0)/15min,2:1
1573,626,947,39.8,0.95,656.5,-457.17,-13.97,-21971.6,0.54,197.0,3.8,8.0,ES/RSI(2)+BB(2.5)/15min,1.5:1
1554,536,1018,34.5,1.02,881.38,-456.72,4.81,7474.1,0.53,194.0,4.8,8.0,ES/RSI(2)+BB(2.5)/15min,2:1
5079,2027,3052,39.9,0.99,694.06,-467.73,-4.07,-20657.42,1.74,635.0,4.6,8.0,ES/RSI(2)+BB(1.5)/15min,1.5:1
4696,1593,3103,33.9,1.03,938.3,-468.84,8.5,39892.86,1.61,587.0,5.7,8.0,ES/RSI(2)+BB(1.5)/15min,2:1
3132,1242,1890,39.7,0.98,682.28,-459.44,-6.69,-20953.54,1.07,392.0,4.1,8.0,ES/RSI(2)+BB(2.0)/15min,1.5:1
3008,1026,1982,34.1,1.02,912.3,-461.05,7.38,22209.09,1.03,376.0,5.2,8.0,ES/RSI(2)+BB(2.0)/15min,2:1
1574,626,948,39.8,0.95,656.5,-457.36,-14.36,-22610.31,0.54,197.0,3.8,8.0,ES/RSI(2)+BB(2.5)/15min,1.5:1
1555,536,1019,34.5,1.01,881.38,-456.9,4.4,6835.39,0.53,195.0,4.8,8.0,ES/RSI(2)+BB(2.5)/15min,2:1
4418,1731,2687,39.2,0.95,689.65,-465.9,-13.15,-58075.57,1.51,553.0,4.6,8.0,ES/RSI(3)+BB(1.5)/15min,1.5:1
4154,1367,2787,32.9,0.99,943.91,-466.77,-2.55,-10572.51,1.42,520.0,5.7,8.0,ES/RSI(3)+BB(1.5)/15min,2:1
2917,1152,1765,39.5,0.97,678.51,-456.39,-8.19,-23887.75,1.0,365.0,4.2,8.0,ES/RSI(3)+BB(2.0)/15min,1.5:1
2821,950,1871,33.7,1.02,916.49,-457.17,5.43,15306.26,0.97,353.0,5.3,8.0,ES/RSI(3)+BB(2.0)/15min,2:1
1529,603,926,39.4,0.93,648.47,-455.9,-20.37,-31142.6,0.52,191.0,3.8,8.0,ES/RSI(3)+BB(2.5)/15min,1.5:1
1513,517,996,34.2,0.99,870.29,-454.53,-1.83,-2775.51,0.52,189.0,4.8,8.0,ES/RSI(3)+BB(2.5)/15min,2:1
4839,1897,2942,39.2,0.96,692.29,-467.12,-12.6,-60972.61,1.66,605.0,4.6,8.0,ES/RSI(3)+BB(1.5)/15min,1.5:1
4501,1499,3002,33.3,1.0,937.88,-469.35,-0.69,-3114.6,1.54,563.0,5.8,8.0,ES/RSI(3)+BB(1.5)/15min,2:1
3079,1219,1860,39.6,0.97,680.12,-459.87,-8.54,-26291.35,1.06,385.0,4.1,8.0,ES/RSI(3)+BB(2.0)/15min,1.5:1
2957,1000,1957,33.8,1.01,908.48,-461.61,1.73,5101.91,1.01,370.0,5.3,8.0,ES/RSI(3)+BB(2.0)/15min,2:1
1567,621,946,39.6,0.93,651.8,-458.99,-18.78,-29435.34,0.54,196.0,3.8,8.0,ES/RSI(3)+BB(2.5)/15min,1.5:1
1548,532,1016,34.4,1.0,874.57,-458.22,-0.18,-277.59,0.53,194.0,4.8,8.0,ES/RSI(3)+BB(2.5)/15min,2:1
5107,2018,3089,39.5,0.97,695.77,-466.48,-7.22,-36875.59,1.75,639.0,4.6,8.0,ES/RSI(3)+BB(1.5)/15min,1.5:1
4739,1594,3145,33.6,1.02,938.46,-468.11,5.0,23690.96,1.62,593.0,5.7,8.0,ES/RSI(3)+BB(1.5)/15min,2:1
3141,1237,1904,39.4,0.97,682.43,-459.07,-9.52,-29889.85,1.08,393.0,4.1,8.0,ES/RSI(3)+BB(2.0)/15min,1.5:1
3021,1022,1999,33.8,1.01,909.92,-461.33,2.57,7751.44,1.04,378.0,5.2,8.0,ES/RSI(3)+BB(2.0)/15min,2:1
1573,626,947,39.8,0.95,656.5,-457.17,-13.97,-21971.6,0.54,197.0,3.8,8.0,ES/RSI(3)+BB(2.5)/15min,1.5:1
1554,536,1018,34.5,1.02,881.38,-456.72,4.81,7474.1,0.53,194.0,4.8,8.0,ES/RSI(3)+BB(2.5)/15min,2:1
3258,1266,1992,38.9,0.94,688.98,-464.61,-16.35,-53254.75,1.12,408.0,4.6,8.0,ES/RSI(5)+BB(1.5)/15min,1.5:1
3176,1045,2131,32.9,0.99,933.73,-463.32,-3.65,-11581.21,1.09,397.0,5.6,8.0,ES/RSI(5)+BB(1.5)/15min,2:1
2342,921,1421,39.3,0.96,680.02,-457.71,-10.29,-24104.36,0.8,293.0,4.1,8.0,ES/RSI(5)+BB(2.0)/15min,1.5:1
2300,777,1523,33.8,1.02,912.2,-457.8,5.02,11549.46,0.79,288.0,5.1,8.0,ES/RSI(5)+BB(2.0)/15min,2:1
1334,525,809,39.4,0.93,652.56,-455.79,-19.6,-26144.26,0.46,167.0,3.7,8.0,ES/RSI(5)+BB(2.5)/15min,1.5:1
1324,457,867,34.5,1.02,879.36,-452.27,7.36,9745.49,0.45,166.0,4.5,8.0,ES/RSI(5)+BB(2.5)/15min,2:1
4220,1680,2540,39.8,0.99,690.41,-462.62,-3.59,-15157.09,1.45,528.0,4.6,8.0,ES/RSI(5)+BB(1.5)/15min,1.5:1
4014,1340,2674,33.4,1.01,936.78,-463.67,3.85,15440.24,1.38,502.0,5.7,8.0,ES/RSI(5)+BB(1.5)/15min,2:1
2843,1126,1717,39.6,0.98,684.12,-457.17,-5.15,-14628.34,0.97,356.0,4.2,8.0,ES/RSI(5)+BB(2.0)/15min,1.5:1
2753,933,1820,33.9,1.03,921.89,-457.94,9.69,26666.91,0.94,344.0,5.3,8.0,ES/RSI(5)+BB(2.0)/15min,2:1
1506,600,906,39.8,0.94,645.38,-455.38,-16.83,-25346.08,0.52,188.0,3.8,8.0,ES/RSI(5)+BB(2.5)/15min,1.5:1
1490,516,974,34.6,1.02,868.71,-453.39,4.47,6654.93,0.51,186.0,4.8,8.0,ES/RSI(5)+BB(2.5)/15min,2:1
4914,1921,2993,39.1,0.95,693.96,-466.53,-12.87,-63229.22,1.68,614.0,4.6,8.0,ES/RSI(5)+BB(1.5)/15min,1.5:1
4585,1511,3074,33.0,0.98,937.45,-468.39,-5.09,-23353.5,1.57,573.0,5.8,8.0,ES/RSI(5)+BB(1.5)/15min,2:1
3091,1216,1875,39.3,0.96,680.7,-460.12,-11.32,-34993.78,1.06,387.0,4.1,8.0,ES/RSI(5)+BB(2.0)/15min,1.5:1
2974,999,1975,33.6,1.0,909.83,-461.53,-0.88,-2605.22,1.02,372.0,5.2,8.0,ES/RSI(5)+BB(2.0)/15min,2:1
1566,620,946,39.6,0.93,651.83,-459.04,-19.23,-30117.17,0.54,196.0,3.8,8.0,ES/RSI(5)+BB(2.5)/15min,1.5:1
1547,531,1016,34.3,1.0,874.63,-458.36,-0.81,-1260.31,0.53,194.0,4.8,8.0,ES/RSI(5)+BB(2.5)/15min,2:1
4236,1672,2564,39.5,0.98,732.13,-485.44,-4.85,-20547.83,1.45,530.0,5.0,8.0,ES/RSI(2)+Kelt(1.5)/15min,1.5:1
4003,1322,2681,33.0,1.02,1002.03,-484.12,6.68,26748.16,1.37,501.0,6.2,8.0,ES/RSI(2)+Kelt(1.5)/15min,2:1
2988,1157,1831,38.7,0.95,728.09,-485.84,-15.79,-47180.6,1.02,374.0,5.1,8.0,ES/RSI(2)+Kelt(2.0)/15min,1.5:1
2915,957,1958,32.8,1.0,988.27,-483.86,-0.56,-1627.75,1.0,365.0,6.1,8.0,ES/RSI(2)+Kelt(2.0)/15min,2:1
1949,717,1232,36.8,0.88,736.27,-486.72,-36.8,-71729.06,0.67,244.0,5.0,8.0,ES/RSI(2)+Kelt(2.5)/15min,1.5:1
1914,595,1319,31.1,0.94,1010.96,-483.55,-18.96,-36281.9,0.66,239.0,6.0,8.0,ES/RSI(2)+Kelt(2.5)/15min,2:1
4380,1724,2656,39.4,0.98,734.62,-487.74,-6.61,-28942.64,1.5,548.0,5.0,8.0,ES/RSI(2)+Kelt(1.5)/15min,1.5:1
4123,1360,2763,33.0,1.01,1000.97,-486.5,4.15,17125.63,1.41,516.0,6.2,8.0,ES/RSI(2)+Kelt(1.5)/15min,2:1
3059,1179,1880,38.5,0.93,724.73,-487.36,-20.19,-61768.1,1.05,383.0,5.0,8.0,ES/RSI(2)+Kelt(2.0)/15min,1.5:1
2976,969,2007,32.6,0.98,981.46,-484.7,-7.31,-21763.89,1.02,372.0,6.1,8.0,ES/RSI(2)+Kelt(2.0)/15min,2:1
1993,743,1250,37.3,0.9,738.5,-487.8,-30.63,-61048.25,0.68,249.0,5.0,8.0,ES/RSI(2)+Kelt(2.5)/15min,1.5:1
1951,614,1337,31.5,0.96,1009.36,-485.12,-14.79,-28863.17,0.67,244.0,6.1,8.0,ES/RSI(2)+Kelt(2.5)/15min,2:1
4492,1776,2716,39.5,0.98,730.09,-487.12,-5.87,-26387.22,1.54,562.0,5.0,8.0,ES/RSI(2)+Kelt(1.5)/15min,1.5:1
4228,1397,2831,33.0,1.01,992.34,-486.34,2.24,9481.02,1.45,529.0,6.2,8.0,ES/RSI(2)+Kelt(1.5)/15min,2:1
3135,1220,1915,38.9,0.95,721.74,-486.4,-16.25,-50937.52,1.07,392.0,5.0,8.0,ES/RSI(2)+Kelt(2.0)/15min,1.5:1
3041,997,2044,32.8,0.98,974.03,-483.94,-5.94,-18076.28,1.04,381.0,6.1,8.0,ES/RSI(2)+Kelt(2.0)/15min,2:1
2023,755,1268,37.3,0.9,737.59,-486.65,-29.76,-60196.51,0.69,253.0,5.0,8.0,ES/RSI(2)+Kelt(2.5)/15min,1.5:1
1981,624,1357,31.5,0.96,1006.36,-484.01,-14.55,-28827.06,0.68,248.0,6.0,8.0,ES/RSI(2)+Kelt(2.5)/15min,2:1
4022,1583,2439,39.4,0.98,726.02,-479.92,-5.28,-21222.09,1.38,503.0,4.9,8.0,ES/RSI(3)+Kelt(1.5)/15min,1.5:1
3824,1250,2574,32.7,1.02,999.1,-477.71,5.03,19237.46,1.31,478.0,6.0,8.0,ES/RSI(3)+Kelt(1.5)/15min,2:1
2936,1141,1795,38.9,0.95,723.34,-482.6,-13.94,-40938.37,1.01,367.0,5.0,8.0,ES/RSI(3)+Kelt(2.0)/15min,1.5:1
2860,936,1924,32.7,0.99,982.9,-480.59,-1.63,-4659.57,0.98,358.0,6.1,8.0,ES/RSI(3)+Kelt(2.0)/15min,2:1
1955,728,1227,37.2,0.89,727.36,-485.76,-34.02,-66509.07,0.67,245.0,4.9,8.0,ES/RSI(3)+Kelt(2.5)/15min,1.5:1
1921,601,1320,31.3,0.94,1000.02,-482.24,-18.5,-35547.49,0.66,240.0,6.1,8.0,ES/RSI(3)+Kelt(2.5)/15min,2:1
4326,1709,2617,39.5,0.98,730.74,-484.96,-4.69,-20306.48,1.48,541.0,5.0,8.0,ES/RSI(3)+Kelt(1.5)/15min,1.5:1
4098,1355,2743,33.1,1.01,992.77,-484.64,3.87,15847.77,1.4,513.0,6.1,8.0,ES/RSI(3)+Kelt(1.5)/15min,2:1
3087,1206,1881,39.1,0.96,726.51,-485.5,-12.01,-37063.5,1.06,386.0,5.0,8.0,ES/RSI(3)+Kelt(2.0)/15min,1.5:1
3002,987,2015,32.9,0.99,981.24,-483.66,-2.03,-6091.7,1.03,376.0,6.1,8.0,ES/RSI(3)+Kelt(2.0)/15min,2:1
2022,755,1267,37.3,0.9,732.91,-486.94,-31.46,-63605.13,0.69,253.0,4.9,8.0,ES/RSI(3)+Kelt(2.5)/15min,1.5:1
1979,619,1360,31.3,0.94,999.86,-484.31,-20.09,-39749.65,0.68,248.0,6.0,8.0,ES/RSI(3)+Kelt(2.5)/15min,2:1
4529,1768,2761,39.0,0.97,734.37,-485.66,-9.39,-42530.99,1.55,567.0,5.0,8.0,ES/RSI(3)+Kelt(1.5)/15min,1.5:1
4280,1407,2873,32.9,1.0,993.56,-485.91,0.45,1920.93,1.47,536.0,6.1,8.0,ES/RSI(3)+Kelt(1.5)/15min,2:1
3182,1232,1950,38.7,0.94,721.77,-486.09,-18.44,-58668.36,1.09,398.0,5.0,8.0,ES/RSI(3)+Kelt(2.0)/15min,1.5:1
3090,1008,2082,32.6,0.97,971.9,-484.45,-9.37,-28953.29,1.06,387.0,6.1,8.0,ES/RSI(3)+Kelt(2.0)/15min,2:1
2062,773,1289,37.5,0.91,736.07,-486.4,-28.12,-57983.32,0.71,258.0,5.0,8.0,ES/RSI(3)+Kelt(2.5)/15min,1.5:1
2017,635,1382,31.5,0.95,1004.26,-483.9,-15.39,-31047.31,0.69,252.0,6.1,8.0,ES/RSI(3)+Kelt(2.5)/15min,2:1
3396,1334,2062,39.3,0.95,745.23,-507.73,-15.55,-52792.76,1.16,425.0,4.6,8.0,"ES/MomThrust(3,1.5)/15min",1.5:1
3203,1085,2118,33.9,1.0,992.85,-508.64,-0.02,-65.59,1.1,401.0,5.7,8.0,"ES/MomThrust(3,1.5)/15min",2:1
2090,843,1247,40.3,0.99,759.03,-517.93,-2.87,-5996.59,0.72,262.0,4.5,8.0,"ES/MomThrust(3,2.0)/15min",1.5:1
2022,679,1343,33.6,1.01,1025.01,-513.92,2.86,5787.73,0.69,253.0,5.8,8.0,"ES/MomThrust(3,2.0)/15min",2:1
1321,525,796,39.7,0.95,758.85,-525.79,-15.24,-20131.24,0.45,165.0,4.3,8.0,"ES/MomThrust(3,2.5)/15min",1.5:1
1294,428,866,33.1,0.96,1016.91,-522.49,-13.32,-17236.15,0.44,162.0,5.6,8.0,"ES/MomThrust(3,2.5)/15min",2:1
813,316,497,38.9,0.86,753.95,-554.36,-45.84,-37266.23,0.28,102.0,4.2,8.0,"ES/MomThrust(3,3.0)/15min",1.5:1
806,262,544,32.5,0.87,995.43,-550.21,-47.78,-38510.46,0.28,101.0,5.5,8.0,"ES/MomThrust(3,3.0)/15min",2:1
3422,1353,2069,39.5,0.97,763.83,-515.21,-9.5,-32506.74,1.17,428.0,5.0,8.0,"ES/MomThrust(5,1.5)/15min",1.5:1
3235,1103,2132,34.1,1.02,1014.57,-514.03,7.15,23145.79,1.11,405.0,6.3,8.0,"ES/MomThrust(5,1.5)/15min",2:1
2066,813,1253,39.4,0.94,762.85,-528.61,-20.4,-42151.1,0.71,259.0,5.0,8.0,"ES/MomThrust(5,2.0)/15min",1.5:1
1995,671,1324,33.6,0.99,1026.8,-525.66,-3.51,-6994.86,0.68,250.0,6.3,8.0,"ES/MomThrust(5,2.0)/15min",2:1
1242,476,766,38.3,0.86,767.75,-554.74,-47.89,-59480.52,0.43,155.0,5.1,8.0,"ES/MomThrust(5,2.5)/15min",1.5:1
1217,393,824,32.3,0.91,1044.75,-546.95,-32.95,-40098.56,0.42,152.0,6.1,8.0,"ES/MomThrust(5,2.5)/15min",2:1
681,258,423,37.9,0.85,781.86,-563.28,-53.67,-36546.17,0.23,85.0,4.7,8.0,"ES/MomThrust(5,3.0)/15min",1.5:1
670,217,453,32.4,0.91,1047.26,-554.3,-35.59,-23843.61,0.23,84.0,5.9,8.0,"ES/MomThrust(5,3.0)/15min",2:1
3327,1298,2029,39.0,0.95,776.53,-523.41,-16.25,-54062.59,1.14,416.0,5.5,8.0,"ES/MomThrust(10,1.5)/15min",1.5:1
3142,1043,2099,33.2,0.98,1036.77,-523.22,-5.38,-16890.16,1.08,393.0,6.8,8.0,"ES/MomThrust(10,1.5)/15min",2:1
1984,769,1215,38.8,0.93,792.97,-540.98,-23.94,-47500.78,0.68,249.0,5.7,8.0,"ES/MomThrust(10,2.0)/15min",1.5:1
1915,628,1287,32.8,0.96,1064.7,-538.46,-12.73,-24368.82,0.66,240.0,7.0,8.0,"ES/MomThrust(10,2.0)/15min",2:1
1108,407,701,36.7,0.83,793.46,-555.43,-59.95,-66422.78,0.38,139.0,5.8,8.0,"ES/MomThrust(10,2.5)/15min",1.5:1
1079,332,747,30.8,0.86,1062.09,-550.95,-54.63,-58941.79,0.37,135.0,7.1,8.0,"ES/MomThrust(10,2.5)/15min",2:1
543,207,336,38.1,0.91,824.65,-559.05,-31.57,-17140.3,0.19,68.0,6.0,8.0,"ES/MomThrust(10,3.0)/15min",1.5:1
531,174,357,32.8,1.0,1131.44,-550.76,0.47,248.29,0.18,67.0,7.3,8.0,"ES/MomThrust(10,3.0)/15min",2:1
2381,942,1439,39.6,1.01,1046.84,-676.7,5.19,12355.7,0.82,298.0,4.7,8.0,ES/RSI(2)+BB(1.5)/30min,1.5:1
2270,772,1498,34.0,1.07,1407.97,-675.84,32.84,74541.93,0.78,284.0,5.6,8.0,ES/RSI(2)+BB(1.5)/30min,2:1
1373,551,822,40.1,1.04,1034.88,-668.79,14.91,20468.49,0.47,172.0,4.5,8.0,ES/RSI(2)+BB(2.0)/30min,1.5:1
1337,459,878,34.3,1.08,1385.25,-669.29,36.05,48194.98,0.46,167.0,5.5,8.0,ES/RSI(2)+BB(2.0)/30min,2:1
623,233,390,37.4,0.92,1044.08,-676.12,-32.77,-20415.89,0.21,78.0,4.3,8.0,ES/RSI(2)+BB(2.5)/30min,1.5:1
617,199,418,32.3,0.97,1376.93,-675.77,-13.71,-8461.77,0.21,78.0,5.3,8.0,ES/RSI(2)+BB(2.5)/30min,2:1
2452,965,1487,39.4,1.0,1046.47,-680.57,-0.88,-2167.95,0.84,307.0,4.7,8.0,ES/RSI(2)+BB(1.5)/30min,1.5:1
2339,797,1542,34.1,1.07,1410.1,-679.96,32.21,75345.24,0.8,293.0,5.6,8.0,ES/RSI(2)+BB(1.5)/30min,2:1
1382,552,830,39.9,1.02,1028.12,-672.62,6.69,9243.34,0.47,173.0,4.5,8.0,ES/RSI(2)+BB(2.0)/30min,1.5:1
1345,460,885,34.2,1.06,1376.55,-672.68,28.17,37894.25,0.46,168.0,5.4,8.0,ES/RSI(2)+BB(2.0)/30min,2:1
624,234,390,37.5,0.93,1042.85,-676.12,-31.51,-19659.95,0.21,78.0,4.3,8.0,ES/RSI(2)+BB(2.5)/30min,1.5:1
618,200,418,32.4,0.97,1375.09,-675.77,-12.06,-7453.16,0.21,78.0,5.3,8.0,ES/RSI(2)+BB(2.5)/30min,2:1
2505,989,1516,39.5,1.0,1042.9,-680.78,-0.25,-630.59,0.86,314.0,4.7,8.0,ES/RSI(2)+BB(1.5)/30min,1.5:1
2389,811,1578,33.9,1.07,1409.07,-679.51,29.51,70491.14,0.82,299.0,5.6,8.0,ES/RSI(2)+BB(1.5)/30min,2:1
1393,559,834,40.1,1.03,1029.74,-672.69,10.49,14605.95,0.48,174.0,4.5,8.0,ES/RSI(2)+BB(2.0)/30min,1.5:1
1355,466,889,34.4,1.07,1377.94,-673.24,32.18,43608.96,0.46,170.0,5.5,8.0,ES/RSI(2)+BB(2.0)/30min,2:1
625,235,390,37.6,0.93,1040.91,-676.12,-30.52,-19072.77,0.22,79.0,4.3,8.0,ES/RSI(2)+BB(2.5)/30min,1.5:1
619,201,418,32.5,0.98,1372.14,-675.77,-10.77,-6669.54,0.21,78.0,5.3,8.0,ES/RSI(2)+BB(2.5)/30min,2:1
2274,900,1374,39.6,1.02,1040.05,-670.65,6.41,14569.69,0.78,285.0,4.6,8.0,ES/RSI(3)+BB(1.5)/30min,1.5:1
2193,755,1438,34.4,1.1,1395.12,-667.71,42.48,93154.52,0.75,275.0,5.5,8.0,ES/RSI(3)+BB(1.5)/30min,2:1
1334,535,799,40.1,1.03,1025.99,-667.26,11.82,15762.44,0.46,167.0,4.5,8.0,ES/RSI(3)+BB(2.0)/30min,1.5:1
1301,450,851,34.6,1.09,1372.75,-667.88,37.95,49371.47,0.45,163.0,5.4,8.0,ES/RSI(3)+BB(2.0)/30min,2:1
614,230,384,37.5,0.93,1043.54,-672.57,-29.72,-18250.11,0.21,77.0,4.3,8.0,ES/RSI(3)+BB(2.5)/30min,1.5:1
608,197,411,32.4,0.98,1378.42,-671.79,-7.5,-4557.16,0.21,76.0,5.3,8.0,ES/RSI(3)+BB(2.5)/30min,2:1
2429,958,1471,39.4,0.99,1037.26,-679.71,-2.54,-6163.4,0.83,304.0,4.7,8.0,ES/RSI(3)+BB(1.5)/30min,1.5:1
2326,787,1539,33.8,1.05,1395.81,-678.26,23.5,54662.72,0.8,291.0,5.5,8.0,ES/RSI(3)+BB(1.5)/30min,2:1
1391,559,832,40.2,1.03,1027.46,-673.3,10.18,14162.83,0.48,174.0,4.5,8.0,ES/RSI(3)+BB(2.0)/30min,1.5:1
1353,465,888,34.4,1.07,1376.79,-673.36,31.24,42269.41,0.46,169.0,5.5,8.0,ES/RSI(3)+BB(2.0)/30min,2:1
625,235,390,37.6,0.93,1040.91,-676.18,-30.56,-19096.88,0.22,79.0,4.3,8.0,ES/RSI(3)+BB(2.5)/30min,1.5:1
619,201,418,32.5,0.98,1372.14,-675.82,-10.81,-6693.65,0.21,78.0,5.3,8.0,ES/RSI(3)+BB(2.5)/30min,2:1
2510,991,1519,39.5,1.0,1043.66,-681.82,-0.57,-1422.34,0.86,314.0,4.7,8.0,ES/RSI(3)+BB(1.5)/30min,1.5:1
