n_bets,n_wins,n_losses,win_rate,profit_factor,avg_win,avg_loss,ev_per_bet,total_pnl,bets_per_day,bets_per_year,avg_bars_held,n_years,setup,pt_sl
864,297,567,34.4,1.01,594.52,-308.24,2.09,1804.17,0.3,108.0,4.0,8.0,"CL/Boll-MR(20,3.0)/15min",2:1
3055,1485,1570,48.6,0.95,469.85,-470.07,-13.19,-40285.5,1.05,382.0,3.5,8.0,"CL/Boll-MR(14,1.5)/30min",1:1
2804,1125,1679,40.1,0.99,700.85,-473.1,-2.09,-5871.26,0.96,351.0,4.7,8.0,"CL/Boll-MR(14,1.5)/30min",1.5:1
2624,920,1704,35.1,1.05,931.02,-476.85,16.77,43993.89,0.9,328.0,5.7,8.0,"CL/Boll-MR(14,1.5)/30min",2:1
1681,806,875,47.9,0.94,482.1,-474.38,-15.77,-26514.39,0.58,210.0,3.3,8.0,"CL/Boll-MR(14,2.0)/30min",1:1
1618,644,974,39.8,0.99,715.22,-478.37,-3.29,-5328.51,0.55,202.0,4.6,8.0,"CL/Boll-MR(14,2.0)/30min",1.5:1
1546,532,1014,34.4,1.05,957.73,-478.36,15.82,24456.26,0.53,193.0,5.6,8.0,"CL/Boll-MR(14,2.0)/30min",2:1
783,380,403,48.5,0.92,493.37,-505.46,-20.72,-16220.01,0.27,98.0,3.2,8.0,"CL/Boll-MR(14,2.5)/30min",1:1
765,309,456,40.4,0.97,727.01,-508.66,-9.54,-7301.86,0.26,96.0,4.5,8.0,"CL/Boll-MR(14,2.5)/30min",1.5:1
744,255,489,34.3,1.01,977.97,-502.82,4.71,3502.6,0.26,93.0,5.6,8.0,"CL/Boll-MR(14,2.5)/30min",2:1
268,117,151,43.7,0.77,538.03,-543.74,-71.48,-19155.66,0.09,34.0,3.6,8.0,"CL/Boll-MR(14,3.0)/30min",1:1
264,97,167,36.7,0.84,790.33,-548.53,-56.6,-14943.33,0.09,33.0,4.9,8.0,"CL/Boll-MR(14,3.0)/30min",1.5:1
261,83,178,31.8,0.94,1080.6,-536.21,-22.05,-5755.24,0.09,33.0,5.8,8.0,"CL/Boll-MR(14,3.0)/30min",2:1
2801,1349,1452,48.2,0.91,467.66,-478.29,-22.7,-63592.81,0.96,351.0,3.5,8.0,"CL/Boll-MR(20,1.5)/30min",1:1
2591,1031,1560,39.8,0.97,703.2,-476.69,-7.19,-18633.24,0.89,325.0,4.7,8.0,"CL/Boll-MR(20,1.5)/30min",1.5:1
2468,862,1606,34.9,1.06,940.51,-477.79,17.58,43390.06,0.85,309.0,5.6,8.0,"CL/Boll-MR(20,1.5)/30min",2:1
1503,739,764,49.2,0.92,464.27,-487.72,-19.64,-29520.59,0.52,188.0,3.3,8.0,"CL/Boll-MR(20,2.0)/30min",1:1
1453,594,859,40.9,1.0,697.99,-483.26,-0.36,-519.16,0.5,182.0,4.6,8.0,"CL/Boll-MR(20,2.0)/30min",1.5:1
1421,503,918,35.4,1.07,940.45,-483.12,20.79,29538.04,0.49,178.0,5.6,8.0,"CL/Boll-MR(20,2.0)/30min",2:1
667,309,358,46.3,0.86,483.24,-484.45,-36.15,-24114.27,0.23,84.0,3.1,8.0,"CL/Boll-MR(20,2.5)/30min",1:1
657,256,401,39.0,0.95,725.71,-486.23,-14.0,-9197.2,0.23,82.0,4.2,8.0,"CL/Boll-MR(20,2.5)/30min",1.5:1
649,217,432,33.4,1.02,983.57,-485.46,5.72,3713.53,0.22,81.0,5.2,8.0,"CL/Boll-MR(20,2.5)/30min",2:1
294,132,162,44.9,0.78,494.98,-515.07,-61.58,-18103.11,0.1,37.0,3.1,8.0,"CL/Boll-MR(20,3.0)/30min",1:1
292,110,182,37.7,0.84,722.21,-518.09,-50.86,-14850.34,0.1,37.0,4.2,8.0,"CL/Boll-MR(20,3.0)/30min",1.5:1
290,93,197,32.1,0.9,981.08,-513.74,-34.36,-9965.43,0.1,36.0,5.4,8.0,"CL/Boll-MR(20,3.0)/30min",2:1
1705,855,850,50.1,0.97,645.2,-668.92,-9.93,-16935.5,0.59,214.0,3.1,8.0,"CL/Boll-MR(14,1.5)/60min",1:1
1598,677,921,42.4,1.06,970.05,-670.62,24.46,39087.77,0.55,200.0,4.1,8.0,"CL/Boll-MR(14,1.5)/60min",1.5:1
1498,558,940,37.2,1.13,1283.09,-676.04,53.73,80484.2,0.51,188.0,5.0,8.0,"CL/Boll-MR(14,1.5)/60min",2:1
857,423,434,49.4,0.93,640.06,-670.77,-23.77,-20368.99,0.29,107.0,3.0,8.0,"CL/Boll-MR(14,2.0)/60min",1:1
832,345,487,41.5,1.03,968.94,-669.45,9.93,8261.37,0.29,104.0,4.0,8.0,"CL/Boll-MR(14,2.0)/60min",1.5:1
803,290,513,36.1,1.04,1254.09,-681.34,17.63,14158.7,0.28,101.0,4.9,8.0,"CL/Boll-MR(14,2.0)/60min",2:1
346,165,181,47.7,0.82,608.58,-673.79,-62.25,-21538.74,0.12,44.0,2.8,8.0,"CL/Boll-MR(14,2.5)/60min",1:1
340,129,211,37.9,0.8,889.94,-677.95,-83.07,-28244.0,0.12,43.0,3.8,8.0,"CL/Boll-MR(14,2.5)/60min",1.5:1
335,106,229,31.6,0.81,1187.89,-675.17,-85.66,-28697.07,0.12,42.0,4.9,8.0,"CL/Boll-MR(14,2.5)/60min",2:1
74,32,42,43.2,0.73,707.5,-742.0,-115.19,-8523.97,0.03,10.0,2.6,7.3,"CL/Boll-MR(14,3.0)/60min",1:1
74,26,48,35.1,0.76,1048.81,-743.08,-113.5,-8398.97,0.03,10.0,3.5,7.3,"CL/Boll-MR(14,3.0)/60min",1.5:1
73,23,50,31.5,0.8,1327.53,-765.71,-106.2,-7752.59,0.03,10.0,4.2,7.3,"CL/Boll-MR(14,3.0)/60min",2:1
1625,819,806,50.4,0.98,650.83,-672.17,-5.38,-8734.64,0.56,204.0,3.1,8.0,"CL/Boll-MR(20,1.5)/60min",1:1
1525,648,877,42.5,1.08,984.19,-673.14,31.09,47413.21,0.52,191.0,4.1,8.0,"CL/Boll-MR(20,1.5)/60min",1.5:1
1445,534,911,37.0,1.11,1286.8,-681.24,46.05,66545.5,0.5,181.0,5.0,8.0,"CL/Boll-MR(20,1.5)/60min",2:1
828,409,419,49.4,0.95,655.85,-671.71,-15.95,-13204.51,0.28,104.0,3.2,8.0,"CL/Boll-MR(20,2.0)/60min",1:1
808,327,481,40.5,0.99,982.78,-674.47,-3.78,-3051.09,0.28,101.0,4.2,8.0,"CL/Boll-MR(20,2.0)/60min",1.5:1
794,284,510,35.8,1.05,1281.97,-682.76,19.99,15872.6,0.27,100.0,5.1,8.0,"CL/Boll-MR(20,2.0)/60min",2:1
333,160,173,48.0,0.97,686.2,-656.66,-11.44,-3810.01,0.11,42.0,3.3,8.0,"CL/Boll-MR(20,2.5)/60min",1:1
327,127,200,38.8,0.96,1005.92,-666.05,-16.69,-5458.13,0.11,41.0,4.4,8.0,"CL/Boll-MR(20,2.5)/60min",1.5:1
324,107,217,33.0,0.95,1298.21,-675.92,-23.97,-7765.4,0.11,41.0,5.2,8.0,"CL/Boll-MR(20,2.5)/60min",2:1
123,57,66,46.3,0.82,639.08,-671.32,-64.06,-7879.73,0.04,16.0,2.9,7.6,"CL/Boll-MR(20,3.0)/60min",1:1
123,45,78,36.6,0.76,907.52,-687.06,-103.68,-12752.59,0.04,16.0,3.9,7.6,"CL/Boll-MR(20,3.0)/60min",1.5:1
122,39,83,32.0,0.78,1154.64,-697.46,-105.4,-12858.34,0.04,16.0,4.6,7.6,"CL/Boll-MR(20,3.0)/60min",2:1
6029,2976,3053,49.4,0.96,323.0,-327.65,-6.48,-39059.47,2.07,754.0,4.0,8.0,CL/IBS(0.1/0.9)/15min,1:1
5228,2145,3083,41.0,1.03,488.68,-330.98,5.32,27816.91,1.79,654.0,5.3,8.0,CL/IBS(0.1/0.9)/15min,1.5:1
4658,1632,3026,35.0,1.07,658.41,-331.52,15.32,71338.91,1.6,583.0,6.5,8.0,CL/IBS(0.1/0.9)/15min,2:1
7453,3691,3762,49.5,0.98,323.84,-324.91,-3.62,-26997.73,2.55,932.0,4.0,8.0,CL/IBS(0.15/0.85)/15min,1:1
6312,2574,3738,40.8,1.02,486.16,-329.41,3.18,20045.51,2.16,789.0,5.2,8.0,CL/IBS(0.15/0.85)/15min,1.5:1
5505,1911,3594,34.7,1.05,652.25,-331.47,10.02,55165.21,1.89,689.0,6.4,8.0,CL/IBS(0.15/0.85)/15min,2:1
8347,4147,4200,49.7,0.97,322.89,-327.92,-4.58,-38230.84,2.86,1044.0,3.9,8.0,CL/IBS(0.2/0.8)/15min,1:1
6998,2836,4162,40.5,1.0,484.48,-331.31,-0.7,-4903.66,2.4,875.0,5.2,8.0,CL/IBS(0.2/0.8)/15min,1.5:1
6032,2095,3937,34.7,1.04,647.44,-332.76,7.67,46290.66,2.07,755.0,6.4,8.0,CL/IBS(0.2/0.8)/15min,2:1
9037,4474,4563,49.5,0.96,320.44,-326.99,-6.46,-58403.41,3.1,1130.0,3.9,8.0,CL/IBS(0.25/0.75)/15min,1:1
7448,3003,4445,40.3,0.99,484.47,-330.02,-1.62,-12052.23,2.55,932.0,5.2,8.0,CL/IBS(0.25/0.75)/15min,1.5:1
6391,2210,4181,34.6,1.03,647.73,-332.02,6.78,43307.47,2.19,799.0,6.3,8.0,CL/IBS(0.25/0.75)/15min,2:1
3169,1599,1570,50.5,1.04,474.76,-463.73,9.81,31092.96,1.09,397.0,3.5,8.0,CL/IBS(0.1/0.9)/30min,1:1
2800,1188,1612,42.4,1.1,704.98,-470.69,28.13,78766.43,0.96,350.0,4.6,8.0,CL/IBS(0.1/0.9)/30min,1.5:1
2515,918,1597,36.5,1.14,941.71,-473.78,42.89,107869.21,0.86,315.0,5.7,8.0,CL/IBS(0.1/0.9)/30min,2:1
3916,1970,1946,50.3,1.05,476.64,-459.09,11.64,45594.97,1.34,490.0,3.5,8.0,CL/IBS(0.15/0.85)/30min,1:1
3349,1454,1895,43.4,1.15,700.68,-468.07,39.36,131801.74,1.15,419.0,4.7,8.0,CL/IBS(0.15/0.85)/30min,1.5:1
2941,1078,1863,36.7,1.16,939.28,-470.3,46.37,136387.47,1.01,368.0,5.7,8.0,CL/IBS(0.15/0.85)/30min,2:1
4453,2231,2222,50.1,1.04,475.13,-459.08,8.97,39930.84,1.53,557.0,3.5,8.0,CL/IBS(0.2/0.8)/30min,1:1
3754,1582,2172,42.1,1.1,704.02,-466.32,26.88,100909.81,1.29,470.0,4.6,8.0,CL/IBS(0.2/0.8)/30min,1.5:1
3246,1168,2078,36.0,1.14,954.31,-469.58,42.77,138841.26,1.11,406.0,5.7,8.0,CL/IBS(0.2/0.8)/30min,2:1
4854,2442,2412,50.3,1.03,470.38,-462.38,6.88,33410.17,1.66,607.0,3.5,8.0,CL/IBS(0.25/0.75)/30min,1:1
3999,1713,2286,42.8,1.12,699.76,-468.72,31.81,127199.24,1.37,500.0,4.7,8.0,CL/IBS(0.25/0.75)/30min,1.5:1
3422,1238,2184,36.2,1.15,953.68,-471.66,43.99,150548.8,1.17,428.0,5.8,8.0,CL/IBS(0.25/0.75)/30min,2:1
1752,899,853,51.3,1.05,663.77,-665.91,16.38,28705.8,0.6,219.0,3.3,8.0,CL/IBS(0.1/0.9)/60min,1:1
1564,668,896,42.7,1.12,1004.94,-671.89,44.3,69283.81,0.54,196.0,4.3,8.0,CL/IBS(0.1/0.9)/60min,1.5:1
1421,540,881,38.0,1.2,1332.97,-683.68,82.68,117485.9,0.49,178.0,5.3,8.0,CL/IBS(0.1/0.9)/60min,2:1
2228,1114,1114,50.0,1.0,662.36,-663.05,-0.34,-767.37,0.76,279.0,3.3,8.0,CL/IBS(0.15/0.85)/60min,1:1
1929,807,1122,41.8,1.08,1002.78,-666.62,31.77,61289.81,0.66,242.0,4.2,8.0,CL/IBS(0.15/0.85)/60min,1.5:1
1698,638,1060,37.6,1.17,1315.41,-674.49,73.19,124278.49,0.58,213.0,5.2,8.0,CL/IBS(0.15/0.85)/60min,2:1
2548,1252,1296,49.1,0.95,656.18,-669.03,-17.87,-45521.51,0.87,319.0,3.3,8.0,CL/IBS(0.2/0.8)/60min,1:1
2175,915,1260,42.1,1.07,996.78,-674.43,28.63,62273.93,0.75,272.0,4.2,8.0,CL/IBS(0.2/0.8)/60min,1.5:1
1897,680,1217,35.8,1.07,1306.48,-685.04,28.84,54712.01,0.65,237.0,5.2,8.0,CL/IBS(0.2/0.8)/60min,2:1
2758,1358,1400,49.2,0.94,653.93,-675.12,-20.71,-57126.09,0.95,345.0,3.3,8.0,CL/IBS(0.25/0.75)/60min,1:1
2314,959,1355,41.4,1.03,995.71,-682.66,12.91,29883.1,0.79,290.0,4.3,8.0,CL/IBS(0.25/0.75)/60min,1.5:1
2025,731,1294,36.1,1.08,1313.93,-689.15,33.94,68726.79,0.69,253.0,5.2,8.0,CL/IBS(0.25/0.75)/60min,2:1
