n_bets,n_wins,n_losses,win_rate,profit_factor,avg_win,avg_loss,ev_per_bet,total_pnl,bets_per_day,bets_per_year,avg_bars_held,n_years,symbol,timeframe,rsi_period,oversold,overbought,pt_sl,pt_mult,sl_mult
1783,830,953,46.6,0.91,697.64,-670.98,-33.88,-60404.12,0.61,223.0,3.4,8.0,ES,30min,3,10,90,1:1,1.0,1.0
1726,679,1047,39.3,1.04,1072.39,-669.95,15.47,26709.33,0.59,216.0,4.5,8.0,ES,30min,3,10,90,1.5:1,1.5,1.0
1672,556,1116,33.3,1.07,1446.21,-673.03,31.69,52990.59,0.57,209.0,5.5,8.0,ES,30min,3,10,90,2:1,2.0,1.0
2097,649,1448,30.9,0.93,702.18,-339.25,-16.94,-35513.97,0.72,262.0,2.1,8.0,ES,30min,3,10,90,1:0.5,1.0,0.5
2701,1285,1416,47.6,0.93,700.14,-680.57,-23.7,-64009.6,0.93,338.0,3.4,8.0,ES,30min,3,15,85,1:1,1.0,1.0
2515,992,1523,39.4,1.02,1059.94,-679.45,6.63,16668.95,0.86,315.0,4.5,8.0,ES,30min,3,15,85,1.5:1,1.5,1.0
2384,814,1570,34.1,1.11,1452.38,-676.52,50.38,120108.78,0.82,298.0,5.5,8.0,ES,30min,3,15,85,2:1,2.0,1.0
3301,1048,2253,31.7,0.95,703.97,-343.13,-10.7,-35311.56,1.13,413.0,2.1,8.0,ES,30min,3,15,85,1:0.5,1.0,0.5
3465,1656,1809,47.8,0.9,680.18,-689.92,-35.12,-121684.54,1.19,433.0,3.5,8.0,ES,30min,3,20,80,1:1,1.0,1.0
3103,1227,1876,39.5,1.01,1050.59,-683.33,2.3,7149.77,1.06,388.0,4.6,8.0,ES,30min,3,20,80,1.5:1,1.5,1.0
2854,978,1876,34.3,1.09,1427.0,-681.3,41.17,117494.99,0.98,357.0,5.5,8.0,ES,30min,3,20,80,2:1,2.0,1.0
4362,1412,2950,32.4,0.94,674.76,-345.36,-15.14,-66061.54,1.49,546.0,2.2,8.0,ES,30min,3,20,80,1:0.5,1.0,0.5
4113,1999,2114,48.6,0.92,674.98,-693.51,-28.4,-116808.73,1.41,514.0,3.5,8.0,ES,30min,3,25,75,1:1,1.0,1.0
3561,1407,2154,39.5,0.98,1035.64,-691.55,-9.11,-32444.62,1.22,445.0,4.6,8.0,ES,30min,3,25,75,1.5:1,1.5,1.0
3179,1077,2102,33.9,1.06,1429.82,-689.85,28.26,89846.42,1.09,398.0,5.6,8.0,ES,30min,3,25,75,2:1,2.0,1.0
5360,1740,3620,32.5,0.94,674.46,-344.48,-13.7,-73450.64,1.84,670.0,2.2,8.0,ES,30min,3,25,75,1:0.5,1.0,0.5
4638,2282,2356,49.2,0.96,685.41,-694.53,-15.57,-72213.91,1.59,580.0,3.5,8.0,ES,30min,3,30,70,1:1,1.0,1.0
3877,1535,2342,39.6,0.97,1028.5,-694.58,-12.37,-47972.5,1.33,485.0,4.7,8.0,ES,30min,3,30,70,1.5:1,1.5,1.0
3409,1168,2241,34.3,1.07,1418.3,-691.61,31.29,106667.89,1.17,427.0,5.7,8.0,ES,30min,3,30,70,2:1,2.0,1.0
6195,2034,4161,32.8,0.96,678.87,-344.69,-8.63,-53439.41,2.12,775.0,2.2,8.0,ES,30min,3,30,70,1:0.5,1.0,0.5
123,63,60,51.2,1.08,619.36,-602.77,23.2,2853.31,0.04,15.0,3.1,8.0,ES,30min,5,5,95,1:1,1.0,1.0
122,50,72,41.0,1.08,937.84,-604.36,27.69,3378.18,0.04,15.0,4.4,8.0,ES,30min,5,5,95,1.5:1,1.5,1.0
122,40,82,32.8,1.1,1325.4,-589.22,38.52,4700.05,0.04,15.0,5.1,8.0,ES,30min,5,5,95,2:1,2.0,1.0
136,45,91,33.1,0.94,594.78,-314.17,-13.41,-1823.99,0.05,17.0,1.9,8.0,ES,30min,5,5,95,1:0.5,1.0,0.5
609,285,324,46.8,0.97,684.74,-623.63,-11.34,-6903.9,0.21,76.0,3.4,8.0,ES,30min,5,10,90,1:1,1.0,1.0
607,235,372,38.7,1.05,1043.8,-625.47,20.79,12618.16,0.21,76.0,4.8,8.0,ES,30min,5,10,90,1.5:1,1.5,1.0
605,208,397,34.4,1.14,1383.92,-633.91,59.82,36192.0,0.21,76.0,5.6,8.0,ES,30min,5,10,90,2:1,2.0,1.0
706,213,493,30.2,0.85,646.63,-329.63,-35.1,-24777.69,0.24,88.0,2.0,8.0,ES,30min,5,10,90,1:0.5,1.0,0.5
1215,541,674,44.5,0.81,667.97,-663.41,-70.59,-85763.11,0.42,152.0,3.6,8.0,ES,30min,5,15,85,1:1,1.0,1.0
1194,437,757,36.6,0.89,1021.6,-659.23,-44.06,-52603.38,0.41,149.0,4.7,8.0,ES,30min,5,15,85,1.5:1,1.5,1.0
1185,363,822,30.6,0.94,1391.51,-654.25,-27.57,-32669.75,0.41,148.0,5.6,8.0,ES,30min,5,15,85,2:1,2.0,1.0
1465,431,1034,29.4,0.84,668.51,-333.32,-38.59,-56527.39,0.5,183.0,2.1,8.0,ES,30min,5,15,85,1:0.5,1.0,0.5
1976,922,1054,46.7,0.91,700.33,-670.36,-30.8,-60854.96,0.68,247.0,3.5,8.0,ES,30min,5,20,80,1:1,1.0,1.0
1897,729,1168,38.4,0.97,1046.81,-671.12,-10.93,-20739.95,0.65,237.0,4.6,8.0,ES,30min,5,20,80,1.5:1,1.5,1.0
1841,607,1234,33.0,1.05,1428.96,-669.45,22.42,41274.97,0.63,230.0,5.6,8.0,ES,30min,5,20,80,2:1,2.0,1.0
2436,777,1659,31.9,0.94,685.89,-340.59,-13.18,-32095.51,0.84,305.0,2.1,8.0,ES,30min,5,20,80,1:0.5,1.0,0.5
2799,1337,1462,47.8,0.91,684.75,-684.5,-30.45,-85231.47,0.96,350.0,3.5,8.0,ES,30min,5,25,75,1:1,1.0,1.0
2591,1038,1553,40.1,1.02,1040.51,-683.71,7.04,18249.97,0.89,324.0,4.6,8.0,ES,30min,5,25,75,1.5:1,1.5,1.0
2473,853,1620,34.5,1.09,1407.79,-682.63,38.41,94994.2,0.85,309.0,5.6,8.0,ES,30min,5,25,75,2:1,2.0,1.0
3559,1133,2426,31.8,0.95,692.93,-341.0,-11.85,-42162.74,1.22,445.0,2.1,8.0,ES,30min,5,25,75,1:0.5,1.0,0.5
3657,1775,1882,48.5,0.96,692.46,-681.75,-14.75,-53940.41,1.25,457.0,3.5,8.0,ES,30min,5,30,70,1:1,1.0,1.0
3271,1296,1975,39.6,1.01,1053.67,-682.44,5.42,17738.49,1.12,409.0,4.6,8.0,ES,30min,5,30,70,1.5:1,1.5,1.0
3015,1030,1985,34.2,1.08,1430.38,-685.26,37.5,113050.64,1.03,377.0,5.6,8.0,ES,30min,5,30,70,2:1,2.0,1.0
4760,1531,3229,32.2,0.94,679.21,-343.25,-14.39,-68474.57,1.63,595.0,2.1,8.0,ES,30min,5,30,70,1:0.5,1.0,0.5
1168,557,611,47.7,0.89,924.4,-950.73,-56.51,-66006.37,0.4,146.0,3.3,8.0,ES,60min,2,5,95,1:1,1.0,1.0
1102,412,690,37.4,0.91,1433.67,-945.37,-55.93,-61632.5,0.38,138.0,4.5,8.0,ES,60min,2,5,95,1.5:1,1.5,1.0
1052,336,716,31.9,0.97,1945.9,-945.07,-21.72,-22845.81,0.36,132.0,5.5,8.0,ES,60min,2,5,95,2:1,2.0,1.0
1370,455,915,33.2,0.99,943.4,-472.91,-2.53,-3464.05,0.47,171.0,2.1,8.0,ES,60min,2,5,95,1:0.5,1.0,0.5
1822,874,948,48.0,0.92,955.74,-960.43,-41.26,-75170.84,0.62,228.0,3.3,8.0,ES,60min,2,10,90,1:1,1.0,1.0
1649,645,1004,39.1,0.97,1465.26,-967.5,-15.94,-26277.19,0.57,206.0,4.4,8.0,ES,60min,2,10,90,1.5:1,1.5,1.0
1501,512,989,34.1,1.04,1927.49,-961.91,23.68,35550.58,0.51,188.0,5.4,8.0,ES,60min,2,10,90,2:1,2.0,1.0
2247,777,1470,34.6,1.04,952.61,-482.86,13.52,30378.62,0.77,281.0,2.1,8.0,ES,60min,2,10,90,1:0.5,1.0,0.5
2227,1094,1133,49.1,0.96,965.02,-974.66,-21.8,-48558.84,0.76,279.0,3.3,8.0,ES,60min,2,15,85,1:1,1.0,1.0
1936,785,1151,40.5,1.03,1479.37,-977.9,18.46,35747.35,0.66,242.0,4.4,8.0,ES,60min,2,15,85,1.5:1,1.5,1.0
1720,605,1115,35.2,1.08,1958.91,-981.82,52.57,90412.11,0.59,215.0,5.4,8.0,ES,60min,2,15,85,2:1,2.0,1.0
2851,989,1862,34.7,1.05,962.8,-486.65,16.16,46070.49,0.98,357.0,2.1,8.0,ES,60min,2,15,85,1:0.5,1.0,0.5
2498,1258,1240,50.4,1.03,968.44,-955.97,13.17,32901.52,0.86,313.0,3.3,8.0,ES,60min,2,20,80,1:1,1.0,1.0
2116,872,1244,41.2,1.08,1483.23,-962.92,45.13,95497.47,0.73,265.0,4.4,8.0,ES,60min,2,20,80,1.5:1,1.5,1.0
1862,647,1215,34.7,1.09,1969.02,-962.21,56.32,104875.51,0.64,233.0,5.3,8.0,ES,60min,2,20,80,2:1,2.0,1.0
3267,1125,2142,34.4,1.04,954.94,-484.25,11.34,37045.1,1.12,409.0,2.1,8.0,ES,60min,2,20,80,1:0.5,1.0,0.5
2686,1332,1354,49.6,1.0,973.53,-957.41,0.16,418.33,0.92,336.0,3.4,8.0,ES,60min,2,25,75,1:1,1.0,1.0
2254,928,1326,41.2,1.06,1474.05,-969.02,36.82,82995.62,0.77,282.0,4.4,8.0,ES,60min,2,25,75,1.5:1,1.5,1.0
1966,677,1289,34.4,1.06,1954.47,-969.75,37.22,73165.15,0.67,246.0,5.4,8.0,ES,60min,2,25,75,2:1,2.0,1.0
3644,1248,2396,34.2,1.04,966.34,-484.09,12.65,46107.87,1.25,456.0,2.1,8.0,ES,60min,2,25,75,1:0.5,1.0,0.5
2845,1397,1448,49.1,0.97,969.07,-961.8,-13.67,-38888.79,0.98,356.0,3.4,8.0,ES,60min,2,30,70,1:1,1.0,1.0
2346,946,1400,40.3,1.03,1471.0,-964.31,17.7,41532.78,0.8,294.0,4.4,8.0,ES,60min,2,30,70,1.5:1,1.5,1.0
2040,705,1335,34.6,1.08,1970.38,-963.51,50.41,102837.43,0.7,255.0,5.3,8.0,ES,60min,2,30,70,2:1,2.0,1.0
3881,1347,2534,34.7,1.08,974.64,-480.73,24.39,94674.01,1.33,485.0,2.1,8.0,ES,60min,2,30,70,1:0.5,1.0,0.5
426,210,216,49.3,1.0,915.82,-892.63,-1.14,-485.67,0.15,53.0,3.4,8.0,ES,60min,3,5,95,1:1,1.0,1.0
422,164,258,38.9,0.98,1381.92,-899.49,-12.87,-5432.63,0.15,53.0,4.5,8.0,ES,60min,3,5,95,1.5:1,1.5,1.0
419,137,282,32.7,0.99,1836.04,-905.37,-9.02,-3778.11,0.14,53.0,5.5,8.0,ES,60min,3,5,95,2:1,2.0,1.0
484,143,341,29.5,0.91,963.28,-445.25,-29.1,-14082.47,0.17,61.0,2.1,8.0,ES,60min,3,5,95,1:0.5,1.0,0.5
961,455,506,47.3,0.88,920.19,-941.57,-60.09,-57745.78,0.33,120.0,3.3,8.0,ES,60min,3,10,90,1:1,1.0,1.0
926,352,574,38.0,0.91,1388.66,-940.65,-55.21,-51124.96,0.32,116.0,4.4,8.0,ES,60min,3,10,90,1.5:1,1.5,1.0
897,278,619,31.0,0.9,1884.85,-936.24,-61.92,-55545.31,0.31,112.0,5.5,8.0,ES,60min,3,10,90,2:1,2.0,1.0
1133,360,773,31.8,0.97,956.46,-460.88,-10.53,-11932.87,0.39,142.0,2.1,8.0,ES,60min,3,10,90,1:0.5,1.0,0.5
1458,695,763,47.7,0.91,940.31,-936.95,-42.1,-61381.44,0.5,182.0,3.3,8.0,ES,60min,3,15,85,1:1,1.0,1.0
1364,521,843,38.2,0.95,1439.7,-934.87,-27.87,-38013.06,0.47,171.0,4.4,8.0,ES,60min,3,15,85,1.5:1,1.5,1.0
1296,422,874,32.6,0.98,1916.99,-940.7,-10.18,-13196.6,0.44,162.0,5.3,8.0,ES,60min,3,15,85,2:1,2.0,1.0
1773,600,1173,33.8,1.05,963.89,-468.63,16.15,28635.63,0.61,222.0,2.1,8.0,ES,60min,3,15,85,1:0.5,1.0,0.5
1936,978,958,50.5,1.04,970.96,-951.97,19.43,37612.08,0.66,242.0,3.3,8.0,ES,60min,3,20,80,1:1,1.0,1.0
1735,708,1027,40.8,1.06,1479.38,-960.44,35.18,61032.39,0.59,217.0,4.4,8.0,ES,60min,3,20,80,1.5:1,1.5,1.0
1599,565,1034,35.3,1.1,1936.24,-962.91,61.5,98333.17,0.55,200.0,5.4,8.0,ES,60min,3,20,80,2:1,2.0,1.0
2416,836,1580,34.6,1.05,959.55,-482.13,16.73,40427.74,0.83,302.0,2.1,8.0,ES,60min,3,20,80,1:0.5,1.0,0.5
2290,1127,1163,49.2,0.98,964.59,-957.73,-11.68,-26750.07,0.79,287.0,3.3,8.0,ES,60min,3,25,75,1:1,1.0,1.0
1997,808,1189,40.5,1.04,1476.05,-960.71,25.22,50366.12,0.68,250.0,4.4,8.0,ES,60min,3,25,75,1.5:1,1.5,1.0
1797,629,1168,35.0,1.09,1935.9,-959.73,53.82,96710.23,0.62,225.0,5.3,8.0,ES,60min,3,25,75,2:1,2.0,1.0
2976,1015,1961,34.1,1.02,950.23,-483.8,5.29,15752.19,1.02,372.0,2.1,8.0,ES,60min,3,25,75,1:0.5,1.0,0.5
2579,1258,1321,48.8,0.96,971.91,-963.76,-19.57,-50461.44,0.88,323.0,3.3,8.0,ES,60min,3,30,70,1:1,1.0,1.0
2187,891,1296,40.7,1.04,1461.43,-967.3,22.18,48512.21,0.75,274.0,4.4,8.0,ES,60min,3,30,70,1.5:1,1.5,1.0
1927,668,1259,34.7,1.07,1949.24,-968.91,42.68,82238.12,0.66,241.0,5.3,8.0,ES,60min,3,30,70,2:1,2.0,1.0
3419,1172,2247,34.3,1.05,970.54,-482.29,15.73,53768.76,1.17,428.0,2.1,8.0,ES,60min,3,30,70,1:0.5,1.0,0.5
55,24,31,43.6,0.76,870.78,-891.18,-122.33,-6728.0,0.02,7.0,3.2,8.0,ES,60min,5,5,95,1:1,1.0,1.0
55,19,36,34.5,0.75,1278.54,-899.02,-146.78,-8072.64,0.02,7.0,4.3,8.0,ES,60min,5,5,95,1.5:1,1.5,1.0
55,19,36,34.5,1.0,1705.42,-899.02,0.69,38.07,0.02,7.0,4.6,8.0,ES,60min,5,5,95,2:1,2.0,1.0
58,20,38,34.5,1.01,877.77,-457.09,3.2,185.79,0.02,7.0,1.8,8.0,ES,60min,5,5,95,1:0.5,1.0,0.5
295,142,153,48.1,0.9,856.45,-882.61,-45.5,-13423.96,0.1,37.0,3.3,8.0,ES,60min,5,10,90,1:1,1.0,1.0
290,108,182,37.2,0.88,1299.34,-876.27,-66.04,-19151.86,0.1,36.0,4.4,8.0,ES,60min,5,10,90,1.5:1,1.5,1.0
290,95,195,32.8,1.01,1789.31,-862.15,6.43,1865.11,0.1,36.0,5.5,8.0,ES,60min,5,10,90,2:1,2.0,1.0
339,114,225,33.6,1.02,872.84,-433.38,5.88,1993.01,0.12,43.0,2.0,8.0,ES,60min,5,10,90,1:0.5,1.0,0.5
651,314,337,48.2,0.95,926.84,-905.2,-21.54,-14024.24,0.22,82.0,3.2,8.0,ES,60min,5,15,85,1:1,1.0,1.0
637,253,384,39.7,1.01,1391.12,-909.95,3.98,2532.39,0.22,80.0,4.3,8.0,ES,60min,5,15,85,1.5:1,1.5,1.0
630,203,427,32.2,0.96,1840.99,-914.86,-26.86,-16923.0,0.22,79.0,5.2,8.0,ES,60min,5,15,85,2:1,2.0,1.0
795,260,535,32.7,1.0,926.95,-450.84,-0.24,-190.48,0.27,100.0,2.1,8.0,ES,60min,5,15,85,1:0.5,1.0,0.5
1062,500,562,47.1,0.9,935.17,-928.34,-50.98,-54140.02,0.36,133.0,3.2,8.0,ES,60min,5,20,80,1:1,1.0,1.0
1018,386,632,37.9,0.91,1398.39,-937.1,-51.54,-52465.03,0.35,127.0,4.4,8.0,ES,60min,5,20,80,1.5:1,1.5,1.0
990,318,672,32.1,0.95,1877.32,-933.4,-30.56,-30258.46,0.34,124.0,5.3,8.0,ES,60min,5,20,80,2:1,2.0,1.0
1309,438,871,33.5,1.06,965.61,-459.11,17.61,23055.12,0.45,164.0,2.1,8.0,ES,60min,5,20,80,1:0.5,1.0,0.5
1523,749,774,49.2,0.97,943.19,-944.91,-16.36,-24910.8,0.52,191.0,3.3,8.0,ES,60min,5,25,75,1:1,1.0,1.0
1403,559,844,39.8,1.0,1431.1,-947.99,-0.08,-115.05,0.48,176.0,4.5,8.0,ES,60min,5,25,75,1.5:1,1.5,1.0
1338,448,890,33.5,1.0,1896.31,-949.9,3.09,4134.84,0.46,167.0,5.5,8.0,ES,60min,5,25,75,2:1,2.0,1.0
1909,652,1257,34.2,1.06,957.22,-467.09,19.36,36966.99,0.65,239.0,2.1,8.0,ES,60min,5,25,75,1:0.5,1.0,0.5
2026,1005,1021,49.6,1.0,960.87,-943.86,0.99,1997.19,0.69,254.0,3.3,8.0,ES,60min,5,30,70,1:1,1.0,1.0
1809,732,1077,40.5,1.07,1476.38,-940.52,37.47,67775.21,0.62,226.0,4.5,8.0,ES,60min,5,30,70,1.5:1,1.5,1.0
1684,586,1098,34.8,1.11,1971.34,-950.02,66.56,112080.56,0.58,211.0,5.4,8.0,ES,60min,5,30,70,2:1,2.0,1.0
2605,909,1696,34.9,1.08,955.3,-473.58,25.02,65167.0,0.89,326.0,2.1,8.0,ES,60min,5,30,70,1:0.5,1.0,0.5
11572,5663,5909,48.9,0.95,457.56,-460.7,-11.33,-131100.13,3.96,1447.0,3.7,8.0,NQ,5min,2,5,95,1:1,1.0,1.0
10780,4169,6611,38.7,0.94,691.19,-463.89,-17.18,-185227.64,3.69,1348.0,5.2,8.0,NQ,5min,2,5,95,1.5:1,1.5,1.0
9937,3248,6689,32.7,0.97,930.23,-467.87,-10.89,-108211.99,3.4,1243.0,6.8,8.0,NQ,5min,2,5,95,2:1,2.0,1.0
13420,4256,9164,31.7,0.92,457.66,-230.68,-12.38,-166173.61,4.6,1678.0,2.1,8.0,NQ,5min,2,5,95,1:0.5,1.0,0.5
18671,9136,9535,48.9,0.95,454.58,-459.24,-12.09,-225745.17,6.4,2335.0,3.7,8.0,NQ,5min,2,10,90,1:1,1.0,1.0
16091,6320,9771,39.3,0.96,690.34,-467.02,-12.45,-200348.06,5.51,2012.0,5.3,8.0,NQ,5min,2,10,90,1.5:1,1.5,1.0
13953,4533,9420,32.5,0.95,934.76,-473.43,-15.95,-222487.73,4.78,1745.0,6.9,8.0,NQ,5min,2,10,90,2:1,2.0,1.0
23355,7576,15779,32.4,0.95,452.53,-229.24,-8.08,-188810.5,8.0,2920.0,2.1,8.0,NQ,5min,2,10,90,1:0.5,1.0,0.5
23393,11560,11833,49.4,0.98,460.64,-458.91,-4.5,-105325.3,8.01,2925.0,3.6,8.0,NQ,5min,2,15,85,1:1,1.0,1.0
19140,7589,11551,39.6,0.99,701.39,-466.16,-3.23,-61774.36,6.56,2393.0,5.2,8.0,NQ,5min,2,15,85,1.5:1,1.5,1.0
16045,5280,10765,32.9,0.98,945.77,-472.7,-5.92,-94965.93,5.5,2006.0,6.8,8.0,NQ,5min,2,15,85,2:1,2.0,1.0
30671,10043,20628,32.7,0.97,454.28,-229.1,-5.33,-163492.14,10.51,3835.0,2.1,8.0,NQ,5min,2,15,85,1:0.5,1.0,0.5
26517,13069,13448,49.3,0.97,460.03,-458.54,-5.82,-154314.99,9.08,3316.0,3.6,8.0,NQ,5min,2,20,80,1:1,1.0,1.0
20992,8281,12711,39.4,0.98,700.55,-466.58,-6.16,-129395.52,7.19,2625.0,5.2,8.0,NQ,5min,2,20,80,1.5:1,1.5,1.0
17435,5749,11686,33.0,0.99,948.68,-472.1,-3.61,-63013.14,5.97,2180.0,6.7,8.0,NQ,5min,2,20,80,2:1,2.0,1.0
35979,11769,24210,32.7,0.96,453.3,-229.17,-5.93,-213418.22,12.33,4499.0,2.1,8.0,NQ,5min,2,20,80,1:0.5,1.0,0.5
28678,14086,14592,49.1,0.97,460.68,-460.47,-8.02,-230133.44,9.82,3586.0,3.6,8.0,NQ,5min,2,25,75,1:1,1.0,1.0
22292,8798,13494,39.5,0.97,698.39,-468.72,-8.09,-180440.88,7.64,2787.0,5.2,8.0,NQ,5min,2,25,75,1.5:1,1.5,1.0
18285,6021,12264,32.9,0.98,947.0,-474.31,-6.29,-115053.14,6.26,2286.0,6.7,8.0,NQ,5min,2,25,75,2:1,2.0,1.0
39950,12943,27007,32.4,0.95,454.67,-229.23,-7.66,-306028.39,13.69,4995.0,2.1,8.0,NQ,5min,2,25,75,1:0.5,1.0,0.5
30396,14973,15423,49.3,0.97,460.17,-461.06,-7.26,-220812.67,10.41,3801.0,3.6,8.0,NQ,5min,2,30,70,1:1,1.0,1.0
23303,9231,14072,39.6,0.98,698.24,-468.89,-6.56,-152817.55,7.98,2914.0,5.1,8.0,NQ,5min,2,30,70,1.5:1,1.5,1.0
18969,6276,12693,33.1,0.98,942.32,-476.54,-7.1,-134739.19,6.5,2372.0,6.7,8.0,NQ,5min,2,30,70,2:1,2.0,1.0
42953,13926,29027,32.4,0.95,455.85,-229.53,-7.32,-314382.19,14.71,5371.0,2.1,8.0,NQ,5min,2,30,70,1:0.5,1.0,0.5
3654,1724,1930,47.2,0.88,457.0,-462.66,-28.76,-105077.33,1.25,457.0,3.3,8.0,NQ,5min,3,5,95,1:1,1.0,1.0
3620,1340,2280,37.0,0.87,684.86,-463.01,-38.11,-137943.25,1.24,453.0,4.7,8.0,NQ,5min,3,5,95,1.5:1,1.5,1.0
3596,1117,2479,31.1,0.89,914.01,-461.76,-34.41,-123753.39,1.23,450.0,5.9,8.0,NQ,5min,3,5,95,2:1,2.0,1.0
4036,1264,2772,31.3,0.9,458.69,-233.42,-16.67,-67272.92,1.38,505.0,2.0,8.0,NQ,5min,3,5,95,1:0.5,1.0,0.5
9138,4356,4782,47.7,0.9,454.72,-459.48,-23.69,-216466.23,3.13,1143.0,3.5,8.0,NQ,5min,3,10,90,1:1,1.0,1.0
8775,3315,5460,37.8,0.9,684.16,-463.09,-29.69,-260486.79,3.01,1097.0,5.0,8.0,NQ,5min,3,10,90,1.5:1,1.5,1.0
8387,2658,5729,31.7,0.93,929.45,-464.04,-22.42,-188033.77,2.87,1049.0,6.5,8.0,NQ,5min,3,10,90,2:1,2.0,1.0
10520,3301,7219,31.4,0.92,459.79,-229.63,-13.3,-139937.54,3.6,1315.0,2.0,8.0,NQ,5min,3,10,90,1:0.5,1.0,0.5
14672,7089,7583,48.3,0.93,455.93,-456.68,-15.74,-230890.49,5.03,1835.0,3.6,8.0,NQ,5min,3,15,85,1:1,1.0,1.0
13444,5238,8206,39.0,0.96,693.22,-459.83,-10.58,-142290.44,4.61,1681.0,5.2,8.0,NQ,5min,3,15,85,1.5:1,1.5,1.0
12195,3954,8241,32.4,0.97,941.33,-463.47,-7.99,-97383.43,4.18,1525.0,6.7,8.0,NQ,5min,3,15,85,2:1,2.0,1.0
17856,5621,12235,31.5,0.91,452.82,-229.77,-14.89,-265921.53,6.12,2233.0,2.1,8.0,NQ,5min,3,15,85,1:0.5,1.0,0.5
19761,9679,10082,49.0,0.96,456.87,-457.68,-9.73,-192203.46,6.77,2471.0,3.6,8.0,NQ,5min,3,20,80,1:1,1.0,1.0
17130,6769,10361,39.5,0.98,695.98,-463.8,-5.51,-94365.86,5.87,2142.0,5.2,8.0,NQ,5min,3,20,80,1.5:1,1.5,1.0
14805,4909,9896,33.2,1.0,946.3,-471.72,-1.54,-22743.71,5.07,1851.0,6.8,8.0,NQ,5min,3,20,80,2:1,2.0,1.0
25065,8124,16941,32.4,0.95,453.78,-229.11,-7.77,-194822.93,8.59,3134.0,2.1,8.0,NQ,5min,3,20,80,1:0.5,1.0,0.5
24149,11938,12211,49.4,0.97,458.0,-459.86,-6.12,-147741.11,8.27,3020.0,3.6,8.0,NQ,5min,3,25,75,1:1,1.0,1.0
19870,7867,12003,39.6,0.98,696.96,-466.93,-6.12,-121632.36,6.81,2485.0,5.2,8.0,NQ,5min,3,25,75,1.5:1,1.5,1.0
16701,5483,11218,32.8,0.97,939.18,-474.64,-10.48,-174977.46,5.72,2088.0,6.8,8.0,NQ,5min,3,25,75,2:1,2.0,1.0
31913,10437,21476,32.7,0.96,453.12,-229.07,-5.96,-190271.59,10.93,3990.0,2.1,8.0,NQ,5min,3,25,75,1:0.5,1.0,0.5
27536,13566,13970,49.3,0.97,460.8,-459.47,-6.08,-167457.03,9.43,3443.0,3.6,8.0,NQ,5min,3,30,70,1:1,1.0,1.0
21841,8610,13231,39.4,0.98,700.93,-467.36,-6.8,-148603.06,7.48,2731.0,5.2,8.0,NQ,5min,3,30,70,1.5:1,1.5,1.0
18049,5926,12123,32.8,0.98,946.92,-473.39,-7.07,-127516.83,6.18,2257.0,6.7,8.0,NQ,5min,3,30,70,2:1,2.0,1.0
37531,12197,25334,32.5,0.96,455.37,-229.43,-6.88,-258176.17,12.86,4693.0,2.1,8.0,NQ,5min,3,30,70,1:0.5,1.0,0.5
551,251,300,45.6,0.8,481.76,-505.98,-56.03,-30873.89,0.19,69.0,2.9,8.0,NQ,5min,5,5,95,1:1,1.0,1.0
550,192,358,34.9,0.83,760.26,-490.54,-53.9,-29643.21,0.19,69.0,4.2,8.0,NQ,5min,5,5,95,1.5:1,1.5,1.0
550,160,390,29.1,0.84,1007.04,-493.67,-57.1,-31403.21,0.19,69.0,5.2,8.0,NQ,5min,5,5,95,2:1,2.0,1.0
607,177,430,29.2,0.8,491.76,-253.75,-36.36,-22068.63,0.21,76.0,1.7,8.0,NQ,5min,5,5,95,1:0.5,1.0,0.5
2574,1196,1378,46.5,0.89,485.46,-475.69,-29.1,-74893.26,0.88,322.0,3.1,8.0,NQ,5min,5,10,90,1:1,1.0,1.0
2550,930,1620,36.5,0.86,720.48,-478.23,-41.05,-104683.75,0.87,319.0,4.5,8.0,NQ,5min,5,10,90,1.5:1,1.5,1.0
2539,767,1772,30.2,0.88,974.42,-476.72,-38.35,-97363.69,0.87,317.0,5.8,8.0,NQ,5min,5,10,90,2:1,2.0,1.0
2898,881,2017,30.4,0.87,486.66,-244.21,-22.02,-63818.3,0.99,362.0,1.9,8.0,NQ,5min,5,10,90,1:0.5,1.0,0.5
5879,2772,3107,47.2,0.89,468.77,-468.34,-26.48,-155695.54,2.01,735.0,3.4,8.0,NQ,5min,5,15,85,1:1,1.0,1.0
5754,2153,3601,37.4,0.89,698.46,-470.87,-33.34,-191812.69,1.97,719.0,4.8,8.0,NQ,5min,5,15,85,1.5:1,1.5,1.0
5675,1804,3871,31.8,0.93,933.45,-470.17,-23.98,-136081.43,1.94,710.0,6.2,8.0,NQ,5min,5,15,85,2:1,2.0,1.0
6829,2139,4690,31.3,0.91,474.51,-236.97,-14.12,-96408.4,2.34,854.0,2.0,8.0,NQ,5min,5,15,85,1:0.5,1.0,0.5
10281,4914,5367,47.8,0.91,461.0,-464.67,-22.23,-228523.67,3.52,1286.0,3.4,8.0,NQ,5min,5,20,80,1:1,1.0,1.0
9806,3740,6066,38.1,0.93,695.78,-463.47,-21.33,-209179.39,3.36,1226.0,4.9,8.0,NQ,5min,5,20,80,1.5:1,1.5,1.0
9393,2983,6410,31.8,0.94,939.95,-464.97,-18.8,-176571.01,3.22,1175.0,6.4,8.0,NQ,5min,5,20,80,2:1,2.0,1.0
