n_bets,n_wins,n_losses,win_rate,profit_factor,avg_win,avg_loss,ev_per_bet,total_pnl,bets_per_day,bets_per_year,avg_bars_held,n_years,symbol,timeframe,rsi_period,oversold,overbought,pt_sl,pt_mult,sl_mult
12380,3905,8475,31.5,0.91,461.32,-234.55,-15.06,-186385.14,4.24,1548.0,2.0,8.0,NQ,5min,5,20,80,1:0.5,1.0,0.5
15415,7421,7994,48.1,0.92,457.19,-461.05,-19.0,-292834.71,5.28,1928.0,3.5,8.0,NQ,5min,5,25,75,1:1,1.0,1.0
14172,5470,8702,38.6,0.94,692.56,-461.83,-16.27,-230510.13,4.86,1772.0,5.0,8.0,NQ,5min,5,25,75,1.5:1,1.5,1.0
13029,4189,8840,32.2,0.95,934.59,-465.36,-15.26,-198770.9,4.46,1629.0,6.5,8.0,NQ,5min,5,25,75,2:1,2.0,1.0
19289,6097,13192,31.6,0.91,458.36,-231.79,-13.64,-263175.65,6.61,2412.0,2.1,8.0,NQ,5min,5,25,75,1:0.5,1.0,0.5
20890,10226,10664,49.0,0.96,457.5,-457.98,-9.84,-205454.71,7.16,2612.0,3.6,8.0,NQ,5min,5,30,70,1:1,1.0,1.0
18150,7129,11021,39.3,0.97,696.49,-463.3,-7.75,-140701.43,6.22,2270.0,5.1,8.0,NQ,5min,5,30,70,1.5:1,1.5,1.0
15900,5277,10623,33.2,0.99,941.39,-470.71,-2.06,-32703.57,5.45,1988.0,6.7,8.0,NQ,5min,5,30,70,2:1,2.0,1.0
27148,8691,18457,32.0,0.93,453.62,-230.37,-11.4,-309562.59,9.3,3395.0,2.1,8.0,NQ,5min,5,30,70,1:0.5,1.0,0.5
4025,1903,2122,47.3,0.87,779.66,-800.04,-53.17,-213996.43,1.38,503.0,3.8,8.0,NQ,15min,2,5,95,1:1,1.0,1.0
3780,1460,2320,38.6,0.91,1173.25,-807.77,-42.62,-161086.57,1.29,473.0,5.0,8.0,NQ,15min,2,5,95,1.5:1,1.5,1.0
3567,1165,2402,32.7,0.94,1569.36,-808.65,-31.98,-114067.84,1.22,446.0,6.0,8.0,NQ,15min,2,5,95,2:1,2.0,1.0
4720,1461,3259,31.0,0.89,786.18,-396.22,-30.23,-142676.11,1.62,590.0,2.3,8.0,NQ,15min,2,5,95,1:0.5,1.0,0.5
6196,2961,3235,47.8,0.91,812.5,-819.25,-39.45,-244436.96,2.12,775.0,3.9,8.0,NQ,15min,2,10,90,1:1,1.0,1.0
5461,2112,3349,38.7,0.95,1235.79,-824.47,-27.68,-151167.92,1.87,683.0,5.2,8.0,NQ,15min,2,10,90,1.5:1,1.5,1.0
4912,1623,3289,33.0,0.98,1661.04,-833.9,-9.53,-46835.91,1.68,614.0,6.3,8.0,NQ,15min,2,10,90,2:1,2.0,1.0
7789,2429,5360,31.2,0.9,796.46,-402.69,-28.74,-223834.4,2.67,974.0,2.3,8.0,NQ,15min,2,10,90,1:0.5,1.0,0.5
7568,3651,3917,48.2,0.93,817.54,-819.83,-29.92,-226437.8,2.59,947.0,3.9,8.0,NQ,15min,2,15,85,1:1,1.0,1.0
6374,2515,3859,39.5,0.98,1243.3,-826.33,-9.71,-61895.22,2.18,797.0,5.3,8.0,NQ,15min,2,15,85,1.5:1,1.5,1.0
5584,1841,3743,33.0,1.02,1713.11,-824.15,12.36,69038.6,1.91,698.0,6.5,8.0,NQ,15min,2,15,85,2:1,2.0,1.0
9964,3154,6810,31.7,0.92,806.61,-404.89,-21.4,-213224.94,3.41,1246.0,2.3,8.0,NQ,15min,2,15,85,1:0.5,1.0,0.5
8478,4063,4415,47.9,0.93,825.31,-820.99,-32.02,-271427.01,2.91,1060.0,3.9,8.0,NQ,15min,2,20,80,1:1,1.0,1.0
6953,2700,4253,38.8,0.97,1261.42,-827.41,-16.27,-113140.76,2.38,870.0,5.3,8.0,NQ,15min,2,20,80,1.5:1,1.5,1.0
6024,1957,4067,32.5,0.99,1708.69,-830.91,-5.88,-35395.4,2.07,754.0,6.5,8.0,NQ,15min,2,20,80,2:1,2.0,1.0
11505,3635,7870,31.6,0.91,808.62,-408.31,-23.82,-274069.96,3.94,1439.0,2.3,8.0,NQ,15min,2,20,80,1:0.5,1.0,0.5
9101,4369,4732,48.0,0.93,824.85,-822.45,-31.65,-288079.24,3.12,1138.0,3.9,8.0,NQ,15min,2,25,75,1:1,1.0,1.0
7348,2850,4498,38.8,0.96,1255.62,-827.16,-19.33,-142024.91,2.52,919.0,5.3,8.0,NQ,15min,2,25,75,1.5:1,1.5,1.0
6306,2058,4248,32.6,0.99,1696.46,-830.23,-5.63,-35492.96,2.16,789.0,6.4,8.0,NQ,15min,2,25,75,2:1,2.0,1.0
12631,4001,8630,31.7,0.92,809.72,-407.75,-22.1,-279161.35,4.33,1579.0,2.3,8.0,NQ,15min,2,25,75,1:0.5,1.0,0.5
9678,4670,5008,48.3,0.92,816.79,-828.66,-34.67,-335534.16,3.32,1211.0,3.8,8.0,NQ,15min,2,30,70,1:1,1.0,1.0
7720,2997,4723,38.8,0.95,1242.54,-832.42,-26.9,-207635.21,2.64,965.0,5.2,8.0,NQ,15min,2,30,70,1.5:1,1.5,1.0
6622,2182,4440,33.0,0.98,1668.97,-836.2,-10.72,-71012.63,2.27,828.0,6.3,8.0,NQ,15min,2,30,70,2:1,2.0,1.0
13623,4314,9309,31.7,0.92,808.34,-408.26,-23.0,-313330.98,4.67,1703.0,2.3,8.0,NQ,15min,2,30,70,1:0.5,1.0,0.5
1497,708,789,47.3,0.93,778.8,-753.26,-28.68,-42933.7,0.51,187.0,3.2,8.0,NQ,15min,3,5,95,1:1,1.0,1.0
1475,555,920,37.6,0.92,1161.81,-761.51,-37.82,-55786.43,0.51,185.0,4.3,8.0,NQ,15min,3,5,95,1.5:1,1.5,1.0
1469,456,1013,31.0,0.88,1512.97,-771.81,-62.58,-91930.26,0.5,184.0,5.3,8.0,NQ,15min,3,5,95,2:1,2.0,1.0
1654,476,1178,28.8,0.85,796.63,-378.74,-40.49,-66963.58,0.57,207.0,2.0,8.0,NQ,15min,3,5,95,1:0.5,1.0,0.5
3382,1590,1792,47.0,0.88,769.79,-778.28,-50.48,-170714.7,1.16,423.0,3.5,8.0,NQ,15min,3,10,90,1:1,1.0,1.0
3243,1241,2002,38.3,0.92,1163.15,-781.55,-37.37,-121196.01,1.11,406.0,4.7,8.0,NQ,15min,3,10,90,1.5:1,1.5,1.0
3127,998,2129,31.9,0.93,1553.21,-784.62,-38.49,-120350.63,1.07,391.0,5.7,8.0,NQ,15min,3,10,90,2:1,2.0,1.0
3962,1220,2742,30.8,0.87,767.1,-392.31,-35.3,-139859.84,1.36,495.0,2.1,8.0,NQ,15min,3,10,90,1:0.5,1.0,0.5
5077,2394,2683,47.2,0.87,780.72,-801.06,-55.19,-280196.34,1.74,635.0,3.6,8.0,NQ,15min,3,15,85,1:1,1.0,1.0
4697,1815,2882,38.6,0.93,1183.21,-804.98,-36.71,-172412.63,1.61,587.0,4.9,8.0,NQ,15min,3,15,85,1.5:1,1.5,1.0
4360,1417,2943,32.5,0.94,1593.15,-814.27,-31.85,-138887.79,1.49,545.0,6.0,8.0,NQ,15min,3,15,85,2:1,2.0,1.0
6196,1893,4303,30.6,0.87,786.14,-397.6,-35.94,-222701.6,2.12,775.0,2.2,8.0,NQ,15min,3,15,85,1:0.5,1.0,0.5
6604,3156,3448,47.8,0.9,798.15,-809.6,-41.27,-272539.83,2.26,826.0,3.8,8.0,NQ,15min,3,20,80,1:1,1.0,1.0
5827,2277,3550,39.1,0.96,1222.43,-818.8,-21.16,-123283.49,2.0,729.0,5.1,8.0,NQ,15min,3,20,80,1.5:1,1.5,1.0
5255,1726,3529,32.8,0.99,1663.62,-824.37,-7.19,-37802.64,1.8,657.0,6.2,8.0,NQ,15min,3,20,80,2:1,2.0,1.0
8410,2593,5817,30.8,0.87,787.36,-402.99,-35.98,-302601.36,2.88,1052.0,2.2,8.0,NQ,15min,3,20,80,1:0.5,1.0,0.5
7850,3789,4061,48.3,0.92,810.17,-819.63,-32.96,-258766.43,2.69,982.0,3.8,8.0,NQ,15min,3,25,75,1:1,1.0,1.0
6652,2624,4028,39.4,0.98,1241.25,-826.41,-10.79,-71743.49,2.28,832.0,5.2,8.0,NQ,15min,3,25,75,1.5:1,1.5,1.0
5846,1935,3911,33.1,1.0,1683.96,-829.12,2.7,15798.76,2.0,732.0,6.3,8.0,NQ,15min,3,25,75,2:1,2.0,1.0
10380,3289,7091,31.7,0.91,796.37,-405.88,-24.93,-258818.0,3.56,1298.0,2.3,8.0,NQ,15min,3,25,75,1:0.5,1.0,0.5
8764,4210,4554,48.0,0.92,818.4,-824.46,-35.27,-309120.11,3.0,1096.0,3.8,8.0,NQ,15min,3,30,70,1:1,1.0,1.0
7242,2789,4453,38.5,0.94,1245.48,-830.82,-31.21,-225987.31,2.48,906.0,5.2,8.0,NQ,15min,3,30,70,1.5:1,1.5,1.0
6296,2079,4217,33.0,1.0,1682.83,-829.17,0.32,1999.83,2.16,788.0,6.3,8.0,NQ,15min,3,30,70,2:1,2.0,1.0
12033,3822,8211,31.8,0.92,804.56,-409.2,-23.68,-284908.23,4.12,1505.0,2.3,8.0,NQ,15min,3,30,70,1:0.5,1.0,0.5
265,119,146,44.9,0.82,720.67,-717.91,-71.9,-19054.36,0.09,33.0,3.2,8.0,NQ,15min,5,5,95,1:1,1.0,1.0
262,95,167,36.3,0.84,1059.62,-719.59,-74.46,-19507.52,0.09,33.0,4.3,8.0,NQ,15min,5,5,95,1.5:1,1.5,1.0
262,85,177,32.4,0.96,1432.86,-714.4,-17.77,-4656.63,0.09,33.0,5.3,8.0,NQ,15min,5,5,95,2:1,2.0,1.0
295,85,210,28.8,0.86,757.22,-357.36,-36.21,-10682.54,0.1,37.0,1.9,8.0,NQ,15min,5,5,95,1:0.5,1.0,0.5
1137,506,631,44.5,0.84,782.3,-748.81,-67.42,-76654.49,0.39,142.0,3.3,8.0,NQ,15min,5,10,90,1:1,1.0,1.0
1118,396,722,35.4,0.82,1140.32,-765.99,-90.77,-101480.66,0.38,140.0,4.4,8.0,NQ,15min,5,10,90,1.5:1,1.5,1.0
1117,331,786,29.6,0.84,1524.39,-763.86,-85.78,-95819.27,0.38,140.0,5.4,8.0,NQ,15min,5,10,90,2:1,2.0,1.0
1290,360,930,27.9,0.85,824.95,-377.34,-41.81,-53941.14,0.44,161.0,2.0,8.0,NQ,15min,5,10,90,1:0.5,1.0,0.5
2402,1090,1312,45.4,0.84,777.2,-764.81,-65.06,-156277.06,0.82,301.0,3.4,8.0,NQ,15min,5,15,85,1:1,1.0,1.0
2341,861,1480,36.8,0.91,1187.86,-761.81,-44.74,-104731.46,0.8,293.0,4.4,8.0,NQ,15min,5,15,85,1.5:1,1.5,1.0
2318,715,1603,30.8,0.91,1570.39,-769.3,-47.61,-110362.09,0.79,290.0,5.5,8.0,NQ,15min,5,15,85,2:1,2.0,1.0
2836,820,2016,28.9,0.82,781.48,-387.07,-49.2,-139520.96,0.97,355.0,2.1,8.0,NQ,15min,5,15,85,1:0.5,1.0,0.5
3806,1739,2067,45.7,0.85,788.58,-781.12,-63.91,-243226.53,1.3,476.0,3.5,8.0,NQ,15min,5,20,80,1:1,1.0,1.0
3638,1358,2280,37.3,0.91,1199.36,-784.45,-43.93,-159816.41,1.25,455.0,4.7,8.0,NQ,15min,5,20,80,1.5:1,1.5,1.0
3526,1109,2417,31.5,0.94,1617.97,-786.35,-30.14,-106281.74,1.21,441.0,5.7,8.0,NQ,15min,5,20,80,2:1,2.0,1.0
4661,1378,3283,29.6,0.84,788.23,-395.15,-45.29,-211098.64,1.6,583.0,2.2,8.0,NQ,15min,5,20,80,1:0.5,1.0,0.5
5424,2582,2842,47.6,0.9,782.69,-793.02,-42.93,-232853.97,1.86,678.0,3.5,8.0,NQ,15min,5,25,75,1:1,1.0,1.0
5001,1944,3057,38.9,0.94,1186.07,-800.28,-28.14,-140721.56,1.71,625.0,4.8,8.0,NQ,15min,5,25,75,1.5:1,1.5,1.0
4688,1527,3161,32.6,0.96,1603.24,-807.12,-22.0,-103142.66,1.61,586.0,5.8,8.0,NQ,15min,5,25,75,2:1,2.0,1.0
6815,2095,4720,30.7,0.87,787.48,-400.05,-34.99,-238463.11,2.33,852.0,2.2,8.0,NQ,15min,5,25,75,1:0.5,1.0,0.5
6969,3332,3637,47.8,0.9,794.32,-810.47,-43.19,-301022.76,2.39,871.0,3.7,8.0,NQ,15min,5,30,70,1:1,1.0,1.0
6184,2410,3774,39.0,0.94,1210.17,-818.19,-27.71,-171360.86,2.12,773.0,5.0,8.0,NQ,15min,5,30,70,1.5:1,1.5,1.0
5616,1850,3766,32.9,0.98,1640.02,-821.94,-10.93,-61390.74,1.92,702.0,6.1,8.0,NQ,15min,5,30,70,2:1,2.0,1.0
9100,2818,6282,31.0,0.88,793.68,-404.3,-33.32,-303200.18,3.12,1138.0,2.2,8.0,NQ,15min,5,30,70,1:0.5,1.0,0.5
2121,998,1123,47.1,0.93,1199.99,-1152.54,-45.59,-96704.81,0.73,265.0,3.4,8.0,NQ,30min,2,5,95,1:1,1.0,1.0
2015,800,1215,39.7,1.03,1809.15,-1158.4,19.79,39867.43,0.69,252.0,4.4,8.0,NQ,30min,2,5,95,1.5:1,1.5,1.0
1918,659,1259,34.4,1.09,2416.66,-1162.82,67.05,128596.84,0.66,240.0,5.4,8.0,NQ,30min,2,5,95,2:1,2.0,1.0
2495,807,1688,32.3,0.98,1187.66,-580.84,-8.83,-22022.0,0.86,312.0,2.1,8.0,NQ,30min,2,5,95,1:0.5,1.0,0.5
3250,1584,1666,48.7,0.95,1171.18,-1173.96,-30.97,-100666.43,1.11,407.0,3.5,8.0,NQ,30min,2,10,90,1:1,1.0,1.0
2927,1200,1727,41.0,1.06,1782.53,-1164.34,43.81,128221.51,1.0,366.0,4.5,8.0,NQ,30min,2,10,90,1.5:1,1.5,1.0
2679,935,1744,34.9,1.1,2390.49,-1169.46,73.0,195569.46,0.92,335.0,5.5,8.0,NQ,30min,2,10,90,2:1,2.0,1.0
3980,1273,2707,32.0,0.96,1188.9,-583.09,-16.32,-64950.86,1.36,498.0,2.2,8.0,NQ,30min,2,10,90,1:0.5,1.0,0.5
3954,1917,2037,48.5,0.95,1173.09,-1165.46,-31.67,-125225.54,1.36,495.0,3.5,8.0,NQ,30min,2,15,85,1:1,1.0,1.0
3441,1381,2060,40.1,1.02,1777.99,-1167.07,14.89,51241.22,1.18,430.0,4.6,8.0,NQ,30min,2,15,85,1.5:1,1.5,1.0
3064,1083,1981,35.3,1.12,2392.27,-1170.24,88.96,272585.24,1.05,383.0,5.6,8.0,NQ,30min,2,15,85,2:1,2.0,1.0
5026,1611,3415,32.1,0.94,1170.64,-585.05,-22.3,-112055.31,1.72,629.0,2.2,8.0,NQ,30min,2,15,85,1:0.5,1.0,0.5
4446,2168,2278,48.8,0.95,1170.78,-1173.11,-30.16,-134102.67,1.52,556.0,3.5,8.0,NQ,30min,2,20,80,1:1,1.0,1.0
3778,1523,2255,40.3,1.01,1768.84,-1179.88,8.82,33311.91,1.29,473.0,4.6,8.0,NQ,30min,2,20,80,1.5:1,1.5,1.0
3312,1164,2148,35.1,1.1,2394.92,-1178.74,77.22,255751.94,1.14,414.0,5.6,8.0,NQ,30min,2,20,80,2:1,2.0,1.0
5833,1867,3966,32.0,0.94,1176.06,-586.75,-22.52,-131358.76,2.0,730.0,2.2,8.0,NQ,30min,2,20,80,1:0.5,1.0,0.5
4776,2318,2458,48.5,0.94,1174.42,-1180.54,-37.57,-179445.67,1.64,597.0,3.6,8.0,NQ,30min,2,25,75,1:1,1.0,1.0
4015,1607,2408,40.0,1.01,1783.6,-1182.82,4.48,18000.11,1.38,502.0,4.7,8.0,NQ,30min,2,25,75,1.5:1,1.5,1.0
3472,1198,2274,34.5,1.09,2413.44,-1170.18,66.34,230321.3,1.19,434.0,5.7,8.0,NQ,30min,2,25,75,2:1,2.0,1.0
6452,2085,4367,32.3,0.96,1177.02,-587.7,-17.42,-112407.95,2.21,807.0,2.2,8.0,NQ,30min,2,25,75,1:0.5,1.0,0.5
5072,2481,2591,48.9,0.97,1180.76,-1165.97,-18.05,-91570.13,1.74,634.0,3.6,8.0,NQ,30min,2,30,70,1:1,1.0,1.0
4174,1654,2520,39.6,0.99,1775.96,-1177.58,-7.2,-30072.01,1.43,522.0,4.7,8.0,NQ,30min,2,30,70,1.5:1,1.5,1.0
3584,1216,2368,33.9,1.05,2389.8,-1171.17,37.02,132669.31,1.23,448.0,5.7,8.0,NQ,30min,2,30,70,2:1,2.0,1.0
6926,2265,4661,32.7,0.97,1176.45,-587.48,-10.63,-73593.35,2.37,866.0,2.2,8.0,NQ,30min,2,30,70,1:0.5,1.0,0.5
784,343,441,43.8,0.75,1090.93,-1127.82,-157.12,-123178.19,0.27,98.0,3.5,8.0,NQ,30min,3,5,95,1:1,1.0,1.0
778,279,499,35.9,0.81,1637.3,-1124.93,-134.36,-104534.51,0.27,97.0,4.5,8.0,NQ,30min,3,5,95,1.5:1,1.5,1.0
774,242,532,31.3,0.87,2167.88,-1127.29,-97.02,-75092.54,0.27,97.0,5.4,8.0,NQ,30min,3,5,95,2:1,2.0,1.0
902,257,645,28.5,0.77,1075.55,-554.34,-89.95,-81130.63,0.31,113.0,2.1,8.0,NQ,30min,3,5,95,1:0.5,1.0,0.5
1763,818,945,46.4,0.9,1180.24,-1139.09,-62.96,-111004.09,0.6,221.0,3.5,8.0,NQ,30min,3,10,90,1:1,1.0,1.0
1709,658,1051,38.5,0.97,1776.77,-1150.74,-23.59,-40310.15,0.59,214.0,4.6,8.0,NQ,30min,3,10,90,1.5:1,1.5,1.0
1659,546,1113,32.9,1.03,2396.81,-1145.97,20.01,33190.74,0.57,208.0,5.5,8.0,NQ,30min,3,10,90,2:1,2.0,1.0
2101,632,1469,30.1,0.88,1173.83,-573.3,-47.75,-100314.96,0.72,263.0,2.1,8.0,NQ,30min,3,10,90,1:0.5,1.0,0.5
2653,1249,1404,47.1,0.92,1194.81,-1152.51,-47.42,-125808.44,0.91,332.0,3.5,8.0,NQ,30min,3,15,85,1:1,1.0,1.0
2489,981,1508,39.4,1.02,1813.33,-1157.24,13.57,33767.03,0.85,311.0,4.5,8.0,NQ,30min,3,15,85,1.5:1,1.5,1.0
2349,793,1556,33.8,1.07,2430.72,-1155.97,54.86,128869.24,0.81,294.0,5.5,8.0,NQ,30min,3,15,85,2:1,2.0,1.0
3237,1007,2230,31.1,0.94,1207.28,-577.39,-22.2,-71858.59,1.11,405.0,2.2,8.0,NQ,30min,3,15,85,1:0.5,1.0,0.5
3412,1629,1783,47.7,0.93,1179.34,-1161.62,-43.97,-150020.56,1.17,427.0,3.5,8.0,NQ,30min,3,20,80,1:1,1.0,1.0
3074,1215,1859,39.5,1.01,1798.36,-1162.07,8.04,24709.06,1.05,385.0,4.6,8.0,NQ,30min,3,20,80,1.5:1,1.5,1.0
2818,949,1869,33.7,1.07,2443.73,-1157.99,54.94,154822.91,0.97,353.0,5.6,8.0,NQ,30min,3,20,80,2:1,2.0,1.0
4297,1363,2934,31.7,0.92,1159.78,-586.53,-32.61,-140106.38,1.47,537.0,2.2,8.0,NQ,30min,3,20,80,1:0.5,1.0,0.5
4048,1972,2076,48.7,0.94,1170.39,-1178.49,-34.22,-138537.94,1.39,506.0,3.6,8.0,NQ,30min,3,25,75,1:1,1.0,1.0
3542,1417,2125,40.0,1.0,1765.62,-1176.01,0.81,2855.19,1.21,443.0,4.7,8.0,NQ,30min,3,25,75,1.5:1,1.5,1.0
3191,1108,2083,34.7,1.09,2401.36,-1170.78,69.56,221959.97,1.09,399.0,5.6,8.0,NQ,30min,3,25,75,2:1,2.0,1.0
5270,1703,3567,32.3,0.95,1164.21,-586.96,-21.07,-111038.61,1.81,659.0,2.2,8.0,NQ,30min,3,25,75,1:0.5,1.0,0.5
4564,2218,2346,48.6,0.93,1165.07,-1179.04,-39.85,-181894.04,1.56,571.0,3.6,8.0,NQ,30min,3,30,70,1:1,1.0,1.0
3902,1547,2355,39.6,0.98,1759.81,-1174.86,-11.37,-44382.24,1.34,488.0,4.6,8.0,NQ,30min,3,30,70,1.5:1,1.5,1.0
3427,1163,2264,33.9,1.05,2385.93,-1171.05,36.06,123589.01,1.17,429.0,5.6,8.0,NQ,30min,3,30,70,2:1,2.0,1.0
6083,1956,4127,32.2,0.94,1162.13,-586.79,-24.42,-148547.87,2.08,761.0,2.2,8.0,NQ,30min,3,30,70,1:0.5,1.0,0.5
143,66,77,46.2,0.82,983.14,-1027.94,-99.75,-14264.23,0.05,18.0,3.0,8.0,NQ,30min,5,5,95,1:1,1.0,1.0
142,53,89,37.3,0.84,1456.52,-1034.35,-104.66,-14861.41,0.05,18.0,3.9,8.0,NQ,30min,5,5,95,1.5:1,1.5,1.0
142,48,94,33.8,1.02,2019.64,-1011.53,13.09,1859.3,0.05,18.0,4.3,8.0,NQ,30min,5,5,95,2:1,2.0,1.0
161,43,118,26.7,0.66,915.42,-503.8,-124.75,-20085.06,0.06,20.0,1.9,8.0,NQ,30min,5,5,95,1:0.5,1.0,0.5
583,246,337,42.2,0.76,1106.93,-1060.89,-146.17,-85217.51,0.2,73.0,3.4,8.0,NQ,30min,5,10,90,1:1,1.0,1.0
581,205,376,35.3,0.87,1684.8,-1058.69,-90.68,-52683.49,0.2,73.0,4.2,8.0,NQ,30min,5,10,90,1.5:1,1.5,1.0
579,178,401,30.7,0.93,2239.47,-1067.91,-51.14,-29608.4,0.2,72.0,5.1,8.0,NQ,30min,5,10,90,2:1,2.0,1.0
685,182,503,26.6,0.67,1018.1,-552.84,-135.46,-92786.71,0.23,86.0,2.1,8.0,NQ,30min,5,10,90,1:0.5,1.0,0.5
1210,521,689,43.1,0.75,1117.46,-1130.28,-162.45,-196569.93,0.41,151.0,3.6,8.0,NQ,30min,5,15,85,1:1,1.0,1.0
1181,416,765,35.2,0.81,1678.23,-1130.55,-141.18,-166729.56,0.4,148.0,4.6,8.0,NQ,30min,5,15,85,1.5:1,1.5,1.0
1166,354,812,30.4,0.87,2245.17,-1125.8,-102.37,-119359.31,0.4,146.0,5.5,8.0,NQ,30min,5,15,85,2:1,2.0,1.0
1474,406,1068,27.5,0.75,1112.66,-563.43,-101.77,-150004.86,0.51,184.0,2.1,8.0,NQ,30min,5,15,85,1:0.5,1.0,0.5
1975,919,1056,46.5,0.88,1153.94,-1144.65,-75.08,-148277.86,0.68,247.0,3.5,8.0,NQ,30min,5,20,80,1:1,1.0,1.0
1899,726,1173,38.2,0.93,1735.78,-1150.52,-47.07,-89379.86,0.65,238.0,4.6,8.0,NQ,30min,5,20,80,1.5:1,1.5,1.0
1846,610,1236,33.0,1.02,2357.39,-1141.03,15.0,27693.04,0.63,231.0,5.4,8.0,NQ,30min,5,20,80,2:1,2.0,1.0
2443,724,1719,29.6,0.85,1149.74,-568.54,-59.31,-144901.55,0.84,306.0,2.1,8.0,NQ,30min,5,20,80,1:0.5,1.0,0.5
2783,1309,1474,47.0,0.89,1163.31,-1154.34,-64.22,-178721.09,0.95,348.0,3.5,8.0,NQ,30min,5,25,75,1:1,1.0,1.0
2606,1012,1594,38.8,0.97,1764.19,-1156.93,-22.56,-58784.92,0.89,326.0,4.6,8.0,NQ,30min,5,25,75,1.5:1,1.5,1.0
2461,819,1642,33.3,1.03,2377.19,-1155.22,20.34,50051.19,0.84,308.0,5.6,8.0,NQ,30min,5,25,75,2:1,2.0,1.0
3526,1114,2412,31.6,0.93,1164.77,-577.93,-27.35,-96424.06,1.21,441.0,2.2,8.0,NQ,30min,5,25,75,1:0.5,1.0,0.5
3640,1760,1880,48.4,0.95,1169.95,-1157.05,-31.91,-116140.79,1.25,455.0,3.5,8.0,NQ,30min,5,30,70,1:1,1.0,1.0
3272,1296,1976,39.6,1.02,1792.17,-1156.34,11.53,37729.34,1.12,409.0,4.6,8.0,NQ,30min,5,30,70,1.5:1,1.5,1.0
3000,1015,1985,33.8,1.06,2401.32,-1154.63,48.47,145403.57,1.03,375.0,5.6,8.0,NQ,30min,5,30,70,2:1,2.0,1.0
4695,1492,3203,31.8,0.94,1171.35,-583.31,-25.7,-120672.36,1.61,587.0,2.2,8.0,NQ,30min,5,30,70,1:0.5,1.0,0.5
1179,562,617,47.7,0.91,1591.64,-1594.08,-75.53,-89048.04,0.41,148.0,3.4,8.0,NQ,60min,2,5,95,1:1,1.0,1.0
1133,457,676,40.3,1.03,2408.13,-1579.15,29.13,33006.77,0.39,142.0,4.3,8.0,NQ,60min,2,5,95,1.5:1,1.5,1.0
1062,351,711,33.1,1.01,3243.01,-1580.12,13.97,14831.94,0.37,133.0,5.4,8.0,NQ,60min,2,5,95,2:1,2.0,1.0
1383,434,949,31.4,0.91,1593.88,-798.78,-47.94,-66302.16,0.47,173.0,2.1,8.0,NQ,60min,2,5,95,1:0.5,1.0,0.5
1836,902,934,49.1,1.01,1684.68,-1607.34,9.98,18330.83,0.63,230.0,3.3,8.0,NQ,60min,2,10,90,1:1,1.0,1.0
1664,675,989,40.6,1.08,2545.35,-1608.76,76.35,127044.35,0.57,208.0,4.3,8.0,NQ,60min,2,10,90,1.5:1,1.5,1.0
1505,515,990,34.2,1.07,3347.45,-1629.29,73.71,110937.71,0.52,188.0,5.3,8.0,NQ,60min,2,10,90,2:1,2.0,1.0
2241,759,1482,33.9,1.04,1653.96,-815.01,21.2,47512.83,0.77,280.0,2.1,8.0,NQ,60min,2,10,90,1:0.5,1.0,0.5
2228,1091,1137,49.0,0.99,1666.75,-1622.22,-11.69,-26036.3,0.76,279.0,3.3,8.0,NQ,60min,2,15,85,1:1,1.0,1.0
1952,784,1168,40.2,1.03,2506.59,-1635.45,28.16,54959.73,0.67,244.0,4.3,8.0,NQ,60min,2,15,85,1.5:1,1.5,1.0
1731,590,1141,34.1,1.04,3289.92,-1636.14,42.88,74217.76,0.59,217.0,5.3,8.0,NQ,60min,2,15,85,2:1,2.0,1.0
2843,956,1887,33.6,1.01,1639.35,-820.12,6.91,19646.49,0.97,356.0,2.1,8.0,NQ,60min,2,15,85,1:0.5,1.0,0.5
2502,1261,1241,50.4,1.04,1659.4,-1628.71,28.49,71275.09,0.86,313.0,3.3,8.0,NQ,60min,2,20,80,1:1,1.0,1.0
2123,871,1252,41.0,1.09,2545.7,-1623.01,87.28,185294.2,0.73,266.0,4.4,8.0,NQ,60min,2,20,80,1.5:1,1.5,1.0
1862,648,1214,34.8,1.13,3395.12,-1609.16,132.39,246519.09,0.64,233.0,5.4,8.0,NQ,60min,2,20,80,2:1,2.0,1.0
3273,1122,2151,34.3,1.05,1649.17,-819.43,26.82,87769.02,1.12,410.0,2.1,8.0,NQ,60min,2,20,80,1:0.5,1.0,0.5
2710,1384,1326,51.1,1.06,1661.84,-1638.97,46.76,126707.57,0.93,339.0,3.3,8.0,NQ,60min,2,25,75,1:1,1.0,1.0
2252,917,1335,40.7,1.06,2511.18,-1632.08,55.03,123918.3,0.77,282.0,4.4,8.0,NQ,60min,2,25,75,1.5:1,1.5,1.0
1970,681,1289,34.6,1.08,3338.68,-1639.52,81.37,160292.64,0.68,247.0,5.4,8.0,NQ,60min,2,25,75,2:1,2.0,1.0
3620,1240,2380,34.3,1.04,1646.76,-821.11,24.24,87749.61,1.24,453.0,2.1,8.0,NQ,60min,2,25,75,1:0.5,1.0,0.5
2863,1451,1412,50.7,1.06,1677.85,-1626.22,48.32,138338.06,0.98,358.0,3.3,8.0,NQ,60min,2,30,70,1:1,1.0,1.0
2347,962,1385,41.0,1.08,2505.72,-1618.45,71.98,168943.09,0.8,294.0,4.5,8.0,NQ,60min,2,30,70,1.5:1,1.5,1.0
